factor,1m,3m,12m,3y,mean,std
F1,0.7034142082624445,0.5593284670027451,0.18350814876843727,-0.19394514929743326,-0.16498028112900423,0.8963673849505562
F2,0.5417736178876617,0.4630916650088958,0.3308621071165793,-0.050006237012833445,0.09967106110133789,1.1441766048298145
F3,-0.02466689281782311,0.08382461244184317,-0.06813734368489835,0.06334962086071388,-0.0968993019977425,1.1453112306162156
F4,0.5071296132862712,0.35526272161891675,0.13705448282011828,-0.08700732822879369,0.13542427594760661,1.0757771036591988
F5,0.4473131565609259,0.20849687390592564,0.17324155273168382,0.009591805154254424,-0.22048911218196626,1.0773351196049534
F6,0.24062769265815404,0.20922772941384532,0.06786826233547617,-0.03625937372375591,-0.0860686257587168,0.9576004469621445
F7,0.3904870153363617,0.4008668691569476,0.20610070902161806,0.08869968191634878,-0.22660464864999147,0.9308567482550465
