"date","sp500","copper_future","copper_spot","oil_future","vix","us10y"
1981-10-13,120.98,NA,NA,NA,NA,14.832
1981-10-14,118.8,NA,NA,NA,NA,14.872
1981-10-15,119.71,NA,NA,NA,NA,14.882
1981-10-16,119.19,NA,NA,NA,NA,14.942
1981-10-19,118.98,NA,NA,NA,NA,14.952
1981-10-20,120.28,NA,NA,NA,NA,15.092
1981-10-21,120.1,NA,NA,NA,NA,15.342
1981-10-22,119.64,NA,NA,NA,NA,15.382
1981-10-23,118.6,NA,NA,NA,NA,15.302
1981-10-26,118.16,NA,NA,NA,NA,15.602
1981-10-27,119.29,NA,NA,NA,NA,15.542
1981-10-28,119.45,NA,NA,NA,NA,15.442
1981-10-29,119.06,NA,NA,NA,NA,15.062
1981-10-30,121.89,NA,NA,NA,NA,14.632
1981-11-02,124.2,NA,NA,NA,NA,14.572
1981-11-03,124.8,NA,NA,NA,NA,NA
1981-11-04,124.74,NA,NA,NA,NA,14.182
1981-11-05,123.54,NA,NA,NA,NA,14.192
1981-11-06,122.67,NA,NA,NA,NA,13.942
1981-11-09,123.29,NA,NA,NA,NA,13.392
1981-11-10,122.7,NA,NA,NA,NA,13.402
1981-11-11,122.92,NA,NA,NA,NA,NA
1981-11-12,123.19,NA,NA,NA,NA,13.192
1981-11-13,121.67,NA,NA,NA,NA,13.182
1981-11-16,120.24,NA,NA,NA,NA,13.072
1981-11-17,121.15,NA,NA,NA,NA,13.182
1981-11-18,120.26,NA,NA,NA,NA,13.002
1981-11-19,120.71,NA,NA,NA,NA,13.042
1981-11-20,121.71,NA,NA,NA,NA,13.142
1981-11-23,121.6,NA,NA,NA,NA,13.442
1981-11-24,123.51,NA,NA,NA,NA,13.132
1981-11-25,124.05,NA,NA,NA,NA,12.982
1981-11-27,125.09,NA,NA,NA,NA,12.922
1981-11-30,126.35,NA,NA,NA,NA,13.132
1981-12-01,126.1,NA,NA,NA,NA,13.372
1981-12-02,124.69,NA,NA,NA,NA,13.492
1981-12-03,125.12,NA,NA,NA,NA,13.452
1981-12-04,126.26,NA,NA,NA,NA,13.152
1981-12-07,125.19,NA,NA,NA,NA,13.502
1981-12-08,124.82,NA,NA,NA,NA,13.502
1981-12-09,125.48,NA,NA,NA,NA,13.642
1981-12-10,125.71,NA,NA,NA,NA,13.802
1981-12-11,124.93,NA,NA,NA,NA,13.842
1981-12-14,122.78,NA,NA,NA,NA,13.622
1981-12-15,122.99,NA,NA,NA,NA,13.552
1981-12-16,122.42,NA,NA,NA,NA,13.532
1981-12-17,123.12,NA,NA,NA,NA,13.712
1981-12-18,124,NA,NA,NA,NA,13.512
1981-12-21,123.34,NA,NA,NA,NA,13.832
1981-12-22,122.88,NA,NA,NA,NA,14.022
1981-12-23,122.31,NA,NA,NA,NA,14.142
1981-12-24,122.54,NA,NA,NA,NA,14.012
1981-12-28,122.27,NA,NA,NA,NA,14.012
1981-12-29,121.67,NA,NA,NA,NA,14.122
1981-12-30,122.3,NA,NA,NA,NA,14.172
1981-12-31,122.55,NA,NA,NA,NA,13.982
1982-01-04,122.74,NA,NA,NA,NA,14.192
1982-01-05,120.05,NA,NA,NA,NA,14.442
1982-01-06,119.18,NA,NA,NA,NA,14.592
1982-01-07,118.93,NA,NA,NA,NA,14.632
1982-01-08,119.55,NA,NA,NA,NA,14.482
1982-01-11,116.78,NA,NA,NA,NA,14.812
1982-01-12,116.3,NA,NA,NA,NA,14.622
1982-01-13,114.88,NA,NA,NA,NA,14.832
1982-01-14,115.54,NA,NA,NA,NA,14.782
1982-01-15,116.33,NA,NA,NA,NA,14.822
1982-01-18,117.22,NA,NA,NA,NA,14.752
1982-01-19,115.97,NA,NA,NA,NA,14.802
1982-01-20,115.27,NA,NA,NA,NA,14.812
1982-01-21,115.75,NA,NA,NA,NA,14.622
1982-01-22,115.38,NA,NA,NA,NA,14.692
1982-01-25,115.41,NA,NA,NA,NA,14.622
1982-01-26,115.19,NA,NA,NA,NA,14.542
1982-01-27,115.14,NA,NA,NA,NA,14.512
1982-01-28,118.92,NA,NA,NA,NA,14.292
1982-01-29,120.4,NA,NA,NA,NA,14.142
1982-02-01,117.78,NA,NA,NA,NA,14.582
1982-02-02,118.01,NA,NA,NA,NA,14.472
1982-02-03,116.48,NA,NA,NA,NA,14.692
1982-02-04,116.42,NA,NA,NA,NA,14.762
1982-02-05,117.26,NA,NA,NA,NA,14.652
1982-02-08,114.63,NA,NA,NA,NA,14.882
1982-02-09,113.68,NA,NA,NA,NA,14.952
1982-02-10,114.66,NA,NA,NA,NA,14.812
1982-02-11,114.43,NA,NA,NA,NA,14.712
1982-02-12,114.38,NA,NA,NA,NA,NA
1982-02-16,114.06,NA,NA,NA,NA,14.532
1982-02-17,113.69,NA,NA,NA,NA,14.502
1982-02-18,113.82,NA,NA,NA,NA,14.282
1982-02-19,113.22,NA,NA,NA,NA,14.242
1982-02-22,111.59,NA,NA,NA,NA,13.872
1982-02-23,111.51,NA,NA,NA,NA,13.932
1982-02-24,113.47,NA,NA,NA,NA,13.872
1982-02-25,113.21,NA,NA,NA,NA,13.912
1982-02-26,113.11,NA,NA,NA,NA,14.032
1982-03-01,113.31,NA,NA,NA,NA,13.852
1982-03-02,112.68,NA,NA,NA,NA,13.742
1982-03-03,110.92,NA,NA,NA,NA,13.692
1982-03-04,109.88,NA,NA,NA,NA,13.612
1982-03-05,109.34,NA,NA,NA,NA,13.592
1982-03-08,107.34,NA,NA,NA,NA,13.672
1982-03-09,108.83,NA,NA,NA,NA,13.692
1982-03-10,109.41,NA,NA,NA,NA,13.732
1982-03-11,109.36,NA,NA,NA,NA,13.952
1982-03-12,108.61,NA,NA,NA,NA,13.972
1982-03-15,109.45,NA,NA,NA,NA,13.962
1982-03-16,109.28,NA,NA,NA,NA,13.912
1982-03-17,109.08,NA,NA,NA,NA,13.882
1982-03-18,110.3,NA,NA,NA,NA,13.872
1982-03-19,110.61,NA,NA,NA,NA,13.892
1982-03-22,112.77,NA,NA,NA,NA,13.742
1982-03-23,113.55,NA,NA,NA,NA,13.722
1982-03-24,112.97,NA,NA,NA,NA,13.912
1982-03-25,113.21,NA,NA,NA,NA,13.902
1982-03-26,111.94,NA,NA,NA,NA,14.012
1982-03-29,112.3,NA,NA,NA,NA,14.162
1982-03-30,112.27,NA,NA,NA,NA,14.192
1982-03-31,111.96,NA,NA,NA,NA,14.182
1982-04-01,113.79,NA,NA,NA,NA,14.102
1982-04-02,115.12,NA,NA,NA,NA,14.102
1982-04-05,114.73,NA,NA,NA,NA,14.162
1982-04-06,115.36,NA,NA,NA,NA,14.182
1982-04-07,115.46,NA,NA,NA,NA,14.182
1982-04-08,116.22,NA,NA,NA,NA,13.982
1982-04-12,116,NA,NA,NA,NA,13.832
1982-04-13,115.99,NA,NA,NA,NA,13.832
1982-04-14,115.83,NA,NA,NA,NA,13.952
1982-04-15,116.35,NA,NA,NA,NA,13.912
1982-04-16,116.81,NA,NA,NA,NA,13.712
1982-04-19,116.7,NA,NA,NA,NA,13.662
1982-04-20,115.44,NA,NA,NA,NA,13.722
1982-04-21,115.72,NA,NA,NA,NA,13.692
1982-04-22,117.19,NA,NA,NA,NA,13.712
1982-04-23,118.64,NA,NA,NA,NA,13.692
1982-04-26,119.26,NA,NA,NA,NA,13.702
1982-04-27,118,NA,NA,NA,NA,13.702
1982-04-28,117.26,NA,NA,NA,NA,13.772
1982-04-29,116.13,NA,NA,NA,NA,13.872
1982-04-30,116.44,NA,NA,NA,NA,13.872
1982-05-03,116.81,NA,NA,NA,NA,13.952
1982-05-04,117.46,NA,NA,NA,NA,13.872
1982-05-05,117.67,NA,NA,NA,NA,13.802
1982-05-06,118.68,NA,NA,NA,NA,13.542
1982-05-07,119.47,NA,NA,NA,NA,13.482
1982-05-10,118.38,NA,NA,NA,NA,13.492
1982-05-11,119.42,NA,NA,NA,NA,13.462
1982-05-12,119.17,NA,NA,NA,NA,13.592
1982-05-13,118.22,NA,NA,NA,NA,13.622
1982-05-14,118.01,NA,NA,NA,NA,13.482
1982-05-17,116.71,NA,NA,NA,NA,13.572
1982-05-18,115.84,NA,NA,NA,NA,13.602
1982-05-19,114.89,NA,NA,NA,NA,13.642
1982-05-20,114.59,NA,NA,NA,NA,13.532
1982-05-21,114.89,NA,NA,NA,NA,13.522
1982-05-24,114.79,NA,NA,NA,NA,13.582
1982-05-25,114.4,NA,NA,NA,NA,13.622
1982-05-26,113.11,NA,NA,NA,NA,13.682
1982-05-27,112.66,NA,NA,NA,NA,13.722
1982-05-28,111.88,NA,NA,NA,NA,13.712
1982-06-01,111.68,NA,NA,NA,NA,13.932
1982-06-02,112.04,NA,NA,NA,NA,13.862
1982-06-03,111.86,NA,NA,NA,NA,13.902
1982-06-04,110.09,NA,NA,NA,NA,13.982
1982-06-07,110.12,NA,NA,NA,NA,13.942
1982-06-08,109.63,NA,NA,NA,NA,13.982
1982-06-09,108.99,NA,NA,NA,NA,13.992
1982-06-10,109.61,NA,NA,NA,NA,14.022
1982-06-11,111.24,NA,NA,NA,NA,13.932
1982-06-14,109.96,NA,NA,NA,NA,14.212
1982-06-15,109.96,NA,NA,NA,NA,14.212
1982-06-16,108.87,NA,NA,NA,NA,14.262
1982-06-17,107.6,NA,NA,NA,NA,14.482
1982-06-18,107.28,NA,NA,NA,NA,14.622
1982-06-21,107.2,NA,NA,NA,NA,14.632
1982-06-22,108.3,NA,NA,NA,NA,14.662
1982-06-23,110.14,NA,NA,NA,NA,14.742
1982-06-24,109.83,NA,NA,NA,NA,14.712
1982-06-25,109.14,NA,NA,NA,NA,14.762
1982-06-28,110.26,NA,NA,NA,NA,14.732
1982-06-29,110.21,NA,NA,NA,NA,14.612
1982-06-30,109.61,NA,NA,NA,NA,14.442
1982-07-01,108.71,NA,NA,NA,NA,14.402
1982-07-02,107.65,NA,NA,NA,NA,14.502
1982-07-06,107.29,NA,NA,NA,NA,14.482
1982-07-07,107.22,NA,NA,NA,NA,14.492
1982-07-08,107.53,NA,NA,NA,NA,14.192
1982-07-09,108.83,NA,NA,NA,NA,14.032
1982-07-12,109.57,NA,NA,NA,NA,13.872
1982-07-13,109.45,NA,NA,NA,NA,14.022
1982-07-14,110.44,NA,NA,NA,NA,14.102
1982-07-15,110.47,NA,NA,NA,NA,13.962
1982-07-16,111.07,NA,NA,NA,NA,13.702
1982-07-19,110.73,NA,NA,NA,NA,13.682
1982-07-20,111.54,NA,NA,NA,NA,13.532
1982-07-21,111.42,NA,NA,NA,NA,13.602
1982-07-22,111.47,NA,NA,NA,NA,13.512
1982-07-23,111.17,NA,NA,NA,NA,13.562
1982-07-26,110.36,NA,NA,NA,NA,13.912
1982-07-27,109.43,NA,NA,NA,NA,13.862
1982-07-28,107.73,NA,NA,NA,NA,13.972
1982-07-29,107.72,NA,NA,NA,NA,13.832
1982-07-30,107.09,NA,NA,NA,NA,13.682
1982-08-02,108.98,NA,NA,NA,NA,13.412
1982-08-03,107.83,NA,NA,NA,NA,13.512
1982-08-04,106.14,NA,NA,NA,NA,13.682
1982-08-05,105.16,NA,NA,NA,NA,13.702
1982-08-06,103.71,NA,NA,NA,NA,13.852
1982-08-09,103.08,NA,NA,NA,NA,13.702
1982-08-10,102.84,NA,NA,NA,NA,13.692
1982-08-11,102.6,NA,NA,NA,NA,13.712
1982-08-12,102.42,NA,NA,NA,NA,13.552
1982-08-13,103.85,NA,NA,NA,NA,13.202
1982-08-16,104.09,NA,NA,NA,NA,13.092
1982-08-17,109.04,NA,NA,NA,NA,12.652
1982-08-18,108.53,NA,NA,NA,NA,12.572
1982-08-19,109.16,NA,NA,NA,NA,12.472
1982-08-20,113.02,NA,NA,NA,NA,12.242
1982-08-23,116.11,NA,NA,NA,NA,12.472
1982-08-24,115.34,NA,NA,NA,NA,12.352
1982-08-25,117.58,NA,NA,NA,NA,12.432
1982-08-26,118.55,NA,NA,NA,NA,12.552
1982-08-27,117.11,NA,NA,NA,NA,12.772
1982-08-30,117.66,NA,NA,NA,NA,12.812
1982-08-31,119.51,NA,NA,NA,NA,12.812
1982-09-01,118.25,NA,NA,NA,NA,12.762
1982-09-02,120.28,NA,NA,NA,NA,12.602
1982-09-03,122.68,NA,NA,NA,NA,12.472
1982-09-07,121.37,NA,NA,NA,NA,12.532
1982-09-08,122.2,NA,NA,NA,NA,12.512
1982-09-09,121.97,NA,NA,NA,NA,12.532
1982-09-10,120.97,NA,NA,NA,NA,12.732
1982-09-13,122.24,NA,NA,NA,NA,12.632
1982-09-14,123.1,NA,NA,NA,NA,12.562
1982-09-15,124.29,NA,NA,NA,NA,12.602
1982-09-16,123.77,NA,NA,NA,NA,12.602
1982-09-17,122.55,NA,NA,NA,NA,12.512
1982-09-20,122.51,NA,NA,NA,NA,12.472
1982-09-21,124.88,NA,NA,NA,NA,12.182
1982-09-22,123.99,NA,NA,NA,NA,12.042
1982-09-23,123.81,NA,NA,NA,NA,11.942
1982-09-24,123.32,NA,NA,NA,NA,12.092
1982-09-27,123.62,NA,NA,NA,NA,11.992
1982-09-28,123.24,NA,NA,NA,NA,11.852
1982-09-29,121.63,NA,NA,NA,NA,11.802
1982-09-30,120.42,NA,NA,NA,NA,11.732
1982-10-01,121.97,NA,NA,NA,NA,11.512
1982-10-04,121.51,NA,NA,NA,NA,11.722
1982-10-05,121.98,NA,NA,NA,NA,11.692
1982-10-06,126.97,NA,NA,NA,NA,11.582
1982-10-07,128.8,NA,NA,NA,NA,10.912
1982-10-08,131.05,NA,NA,NA,NA,10.832
1982-10-11,134.47,NA,NA,NA,NA,NA
1982-10-12,134.44,NA,NA,NA,NA,10.532
1982-10-13,136.71,NA,NA,NA,NA,10.392
1982-10-14,134.57,NA,NA,NA,NA,10.612
1982-10-15,133.57,NA,NA,NA,NA,10.752
1982-10-18,136.73,NA,NA,NA,NA,10.582
1982-10-19,136.58,NA,NA,NA,NA,10.562
1982-10-20,139.23,NA,NA,NA,NA,10.692
1982-10-21,139.06,NA,NA,NA,NA,10.692
1982-10-22,138.83,NA,NA,NA,NA,10.812
1982-10-25,133.32,NA,NA,NA,NA,11.112
1982-10-26,134.48,NA,NA,NA,NA,10.872
1982-10-27,135.28,NA,NA,NA,NA,10.902
1982-10-28,133.59,NA,NA,NA,NA,10.772
1982-10-29,133.71,NA,NA,NA,NA,10.712
1982-11-01,135.47,NA,NA,NA,NA,10.562
1982-11-02,137.49,NA,NA,NA,NA,NA
1982-11-03,142.87,NA,NA,NA,NA,10.462
1982-11-04,141.86,NA,NA,NA,NA,10.422
1982-11-05,142.16,NA,NA,NA,NA,10.482
1982-11-08,140.44,NA,NA,NA,NA,10.552
1982-11-09,143.02,NA,NA,NA,NA,10.512
1982-11-10,141.16,NA,NA,NA,NA,10.482
1982-11-11,141.76,NA,NA,NA,NA,NA
1982-11-12,139.53,NA,NA,NA,NA,10.582
1982-11-15,137.03,NA,NA,NA,NA,10.652
1982-11-16,135.42,NA,NA,NA,NA,10.672
1982-11-17,137.93,NA,NA,NA,NA,10.592
1982-11-18,138.34,NA,NA,NA,NA,10.462
1982-11-19,137.02,NA,NA,NA,NA,10.422
1982-11-22,134.22,NA,NA,NA,NA,10.432
1982-11-23,132.93,NA,NA,NA,NA,10.532
1982-11-24,133.88,NA,NA,NA,NA,10.592
1982-11-26,134.88,NA,NA,NA,NA,10.512
1982-11-29,134.2,NA,NA,NA,NA,10.782
1982-11-30,138.54,NA,NA,NA,NA,10.792
1982-12-01,138.72,NA,NA,NA,NA,10.742
1982-12-02,138.82,NA,NA,NA,NA,10.682
1982-12-03,138.69,NA,NA,NA,NA,10.472
1982-12-06,141.77,NA,NA,NA,NA,10.462
1982-12-07,142.72,NA,NA,NA,NA,10.482
1982-12-08,141.81,NA,NA,NA,NA,10.622
1982-12-09,140,NA,NA,NA,NA,10.582
1982-12-10,139.57,NA,NA,NA,NA,10.662
1982-12-13,139.95,NA,NA,NA,NA,10.612
1982-12-14,137.39,NA,NA,NA,NA,10.462
1982-12-15,135.24,NA,NA,NA,NA,10.502
1982-12-16,135.3,NA,NA,NA,NA,10.592
1982-12-17,137.49,NA,NA,NA,NA,10.642
1982-12-20,136.26,NA,NA,NA,NA,10.702
1982-12-21,138.61,NA,NA,NA,NA,10.542
1982-12-22,138.83,NA,NA,NA,NA,10.532
1982-12-23,139.72,NA,NA,NA,NA,10.472
1982-12-27,142.18,NA,NA,NA,NA,10.428
1982-12-28,140.77,NA,NA,NA,NA,10.428
1982-12-29,141.24,NA,NA,NA,NA,10.447
1982-12-30,140.33,NA,NA,NA,NA,10.434
1982-12-31,140.64,NA,NA,NA,NA,10.389
1983-01-03,138.34,NA,NA,NA,NA,10.322
1983-01-04,141.35,NA,NA,NA,NA,10.372
1983-01-05,141.96,NA,NA,NA,NA,10.352
1983-01-06,145.27,NA,NA,NA,NA,10.392
1983-01-07,145.18,NA,NA,NA,NA,10.362
1983-01-10,146.78,NA,NA,NA,NA,10.382
1983-01-11,145.78,NA,NA,NA,NA,10.342
1983-01-12,146.69,NA,NA,NA,NA,10.322
1983-01-13,145.72,NA,NA,NA,NA,10.272
1983-01-14,146.65,NA,NA,NA,NA,10.282
1983-01-17,146.71,NA,NA,NA,NA,10.282
1983-01-18,146.4,NA,NA,NA,NA,10.302
1983-01-19,145.27,NA,NA,NA,NA,10.412
1983-01-20,146.29,NA,NA,NA,NA,10.432
1983-01-21,143.85,NA,NA,NA,NA,10.612
1983-01-24,139.97,NA,NA,NA,NA,10.702
1983-01-25,141.75,NA,NA,NA,NA,10.622
1983-01-26,141.54,NA,NA,NA,NA,10.692
1983-01-27,144.27,NA,NA,NA,NA,10.672
1983-01-28,144.51,NA,NA,NA,NA,10.712
1983-01-31,145.3,NA,NA,NA,NA,10.802
1983-02-01,142.96,NA,NA,NA,NA,10.782
1983-02-02,143.23,NA,NA,NA,NA,10.882
1983-02-03,144.26,NA,NA,NA,NA,10.932
1983-02-04,146.14,NA,NA,NA,NA,10.992
1983-02-07,146.93,NA,NA,NA,NA,10.962
1983-02-08,145.7,NA,NA,NA,NA,10.992
1983-02-09,145,NA,NA,NA,NA,11.002
1983-02-10,147.5,NA,NA,NA,NA,10.832
1983-02-11,147.63,NA,NA,NA,NA,10.802
1983-02-14,148.92,NA,NA,NA,NA,10.802
1983-02-15,148.3,NA,NA,NA,NA,10.842
1983-02-16,147.43,NA,NA,NA,NA,10.812
1983-02-17,147.44,NA,NA,NA,NA,10.712
1983-02-18,148,NA,NA,NA,NA,10.602
1983-02-22,145.48,NA,NA,NA,NA,10.462
1983-02-23,146.79,NA,NA,NA,NA,10.442
1983-02-24,149.6,NA,NA,NA,NA,10.422
1983-02-25,149.74,NA,NA,NA,NA,10.262
1983-02-28,148.06,NA,NA,NA,NA,10.272
1983-03-01,150.88,NA,NA,NA,NA,10.222
1983-03-02,152.3,NA,NA,NA,NA,10.262
1983-03-03,153.48,NA,NA,NA,NA,10.232
1983-03-04,153.67,NA,NA,NA,NA,10.272
1983-03-07,153.67,NA,NA,NA,NA,10.432
1983-03-08,151.26,NA,NA,NA,NA,10.522
1983-03-09,152.87,NA,NA,NA,NA,10.482
1983-03-10,151.8,NA,NA,NA,NA,10.552
1983-03-11,151.24,NA,NA,NA,NA,10.592
1983-03-14,150.83,NA,NA,NA,NA,10.482
1983-03-15,151.36,NA,NA,NA,NA,10.462
1983-03-16,149.8,NA,NA,NA,NA,10.532
1983-03-17,149.59,NA,NA,NA,NA,10.562
1983-03-18,149.9,NA,NA,NA,NA,10.582
1983-03-21,151.19,NA,NA,NA,NA,10.602
1983-03-22,150.66,NA,NA,NA,NA,10.622
1983-03-23,152.81,NA,NA,NA,NA,10.582
1983-03-24,153.37,NA,NA,NA,NA,10.582
1983-03-25,152.67,NA,NA,NA,NA,10.642
1983-03-28,151.85,NA,NA,NA,NA,10.662
1983-03-29,151.59,NA,NA,NA,NA,10.602
1983-03-30,153.39,NA,NA,NA,NA,10.592
1983-03-31,152.96,NA,NA,NA,NA,10.622
1983-04-04,153.02,NA,NA,NA,NA,10.602
1983-04-05,151.89,NA,NA,NA,NA,10.492
1983-04-06,151.04,NA,NA,NA,NA,10.492
1983-04-07,151.76,NA,NA,NA,NA,10.512
1983-04-08,152.85,NA,NA,NA,NA,10.512
1983-04-11,155.14,NA,NA,NA,NA,10.412
1983-04-12,155.82,NA,NA,NA,NA,10.422
1983-04-13,156.77,NA,NA,NA,NA,10.392
1983-04-14,158.11,NA,NA,NA,NA,10.292
1983-04-15,158.75,NA,NA,NA,NA,10.332
1983-04-18,159.74,NA,NA,NA,NA,10.292
1983-04-19,158.71,NA,NA,NA,NA,10.392
1983-04-20,160.71,NA,NA,NA,NA,10.392
1983-04-21,160.05,NA,NA,NA,NA,10.432
1983-04-22,160.42,NA,NA,NA,NA,10.422
1983-04-25,158.81,NA,NA,NA,NA,10.402
1983-04-26,161.81,NA,NA,NA,NA,10.372
1983-04-27,161.44,NA,NA,NA,NA,10.292
1983-04-28,162.95,NA,NA,NA,NA,10.312
1983-04-29,164.42,NA,NA,NA,NA,10.272
1983-05-02,162.11,NA,NA,NA,NA,10.262
1983-05-03,162.34,NA,NA,NA,NA,10.262
1983-05-04,163.31,NA,NA,NA,NA,10.122
1983-05-05,164.28,NA,NA,NA,NA,10.162
1983-05-06,166.1,NA,NA,NA,NA,10.132
1983-05-09,165.81,NA,NA,NA,NA,10.252
1983-05-10,165.95,NA,NA,NA,NA,10.162
1983-05-11,164.96,NA,NA,NA,NA,10.182
1983-05-12,164.25,NA,NA,NA,NA,10.232
1983-05-13,164.9,NA,NA,NA,NA,10.222
1983-05-16,163.4,NA,NA,NA,NA,10.372
1983-05-17,163.71,NA,NA,NA,NA,10.412
1983-05-18,163.27,NA,NA,NA,NA,10.432
1983-05-19,161.99,NA,NA,NA,NA,10.492
1983-05-20,162.14,NA,NA,NA,NA,10.542
1983-05-23,163.43,NA,NA,NA,NA,10.572
1983-05-24,165.54,NA,NA,NA,NA,10.562
1983-05-25,166.21,NA,NA,NA,NA,10.582
1983-05-26,165.48,NA,NA,NA,NA,10.632
1983-05-27,164.46,NA,NA,NA,NA,10.622
1983-05-31,162.39,NA,NA,NA,NA,10.801
1983-06-01,162.55,NA,NA,NA,NA,10.716
1983-06-02,163.98,NA,NA,NA,NA,10.748
1983-06-03,164.42,NA,NA,NA,NA,10.801
1983-06-06,164.83,NA,NA,NA,NA,10.748
1983-06-07,162.77,NA,NA,NA,NA,10.818
1983-06-08,161.36,NA,NA,NA,NA,10.844
1983-06-09,161.83,NA,NA,NA,NA,10.834
1983-06-10,162.68,NA,NA,NA,NA,10.759
1983-06-13,164.84,NA,NA,NA,NA,10.705
1983-06-14,165.53,NA,NA,NA,NA,10.727
1983-06-15,167.12,NA,NA,NA,NA,10.663
1983-06-16,169.14,NA,NA,NA,NA,10.637
1983-06-17,169.13,NA,NA,NA,NA,10.706
1983-06-20,169.02,NA,NA,NA,NA,10.759
1983-06-21,170.53,NA,NA,NA,NA,10.748
1983-06-22,170.99,NA,NA,NA,NA,10.866
1983-06-23,170.57,NA,NA,NA,NA,10.856
1983-06-24,170.4,NA,NA,NA,NA,10.942
1983-06-27,168.46,NA,NA,NA,NA,11.052
1983-06-28,165.68,NA,NA,NA,NA,10.975
1983-06-29,166.64,NA,NA,NA,NA,10.943
1983-06-30,168.11,NA,NA,NA,NA,10.899
1983-07-01,168.91,NA,NA,NA,NA,11.063
1983-07-05,166.6,NA,NA,NA,NA,11.19
1983-07-06,168.48,NA,NA,NA,NA,11.107
1983-07-07,167.56,NA,NA,NA,NA,11.252
1983-07-08,167.08,NA,NA,NA,NA,11.229
1983-07-11,168.11,NA,NA,NA,NA,11.241
1983-07-12,165.53,NA,NA,NA,NA,11.387
1983-07-13,165.46,NA,NA,NA,NA,11.353
1983-07-14,166.01,NA,NA,NA,NA,11.354
1983-07-15,164.29,NA,NA,NA,NA,11.433
1983-07-18,163.95,NA,NA,NA,NA,11.354
1983-07-19,164.83,NA,NA,NA,NA,11.264
1983-07-20,169.29,NA,NA,NA,NA,11.276
1983-07-21,169.06,NA,NA,NA,NA,11.276
1983-07-22,168.89,NA,NA,NA,NA,11.594
1983-07-25,169.53,NA,NA,NA,NA,11.4
1983-07-26,170.35,NA,NA,NA,NA,11.48
1983-07-27,167.59,NA,NA,NA,NA,11.515
1983-07-28,165.04,NA,NA,NA,NA,11.63
1983-07-29,162.56,NA,NA,NA,NA,11.764
1983-08-01,162.04,NA,NA,NA,NA,11.77
1983-08-02,162.01,NA,NA,NA,NA,11.741
1983-08-03,163.44,NA,NA,NA,NA,NA
1983-08-04,161.33,NA,NA,NA,NA,11.924
1983-08-05,161.74,NA,NA,NA,NA,11.948
1983-08-08,159.18,NA,NA,NA,NA,12.02
1983-08-09,160.13,NA,NA,NA,NA,11.973
1983-08-10,161.54,NA,NA,NA,NA,11.973
1983-08-11,161.55,NA,NA,NA,NA,11.878
1983-08-12,162.16,NA,NA,NA,NA,11.668
1983-08-15,163.71,NA,NA,NA,NA,11.748
1983-08-16,163.41,NA,NA,NA,NA,11.705
1983-08-17,165.29,NA,NA,NA,NA,11.571
1983-08-18,163.55,NA,NA,NA,NA,11.646
1983-08-19,163.98,NA,NA,NA,NA,11.566
1983-08-22,164.34,NA,NA,NA,NA,11.512
1983-08-23,162.77,NA,NA,NA,NA,11.523
1983-08-24,161.25,NA,NA,NA,NA,11.517
1983-08-25,160.84,NA,NA,NA,NA,11.634
1983-08-26,162.14,NA,NA,NA,NA,11.751
1983-08-29,162.25,NA,NA,NA,NA,11.81
1983-08-30,162.58,NA,NA,NA,NA,11.891
1983-08-31,164.4,NA,NA,NA,NA,11.94
1983-09-01,164.23,NA,NA,NA,NA,11.956
1983-09-02,165,NA,NA,NA,NA,11.755
1983-09-06,167.89,NA,NA,NA,NA,11.809
1983-09-07,167.96,NA,NA,NA,NA,11.674
1983-09-08,167.77,NA,NA,NA,NA,11.712
1983-09-09,166.92,NA,NA,NA,NA,11.446
1983-09-12,165.48,NA,NA,NA,NA,11.53
1983-09-13,164.8,NA,NA,NA,NA,11.604
1983-09-14,165.36,NA,NA,NA,NA,11.743
1983-09-15,164.38,NA,NA,NA,NA,11.732
1983-09-16,166.24,NA,NA,NA,NA,11.711
1983-09-19,167.62,NA,NA,NA,NA,11.608
1983-09-20,169.25,NA,NA,NA,NA,11.518
1983-09-21,168.41,NA,NA,NA,NA,11.603
1983-09-22,169.76,NA,NA,NA,NA,11.518
1983-09-23,169.51,NA,NA,NA,NA,11.381
1983-09-26,170.07,NA,NA,NA,NA,11.422
1983-09-27,168.43,NA,NA,NA,NA,11.391
1983-09-28,168.01,NA,NA,NA,NA,11.485
1983-09-29,167.23,NA,NA,NA,NA,11.438
1983-09-30,166.07,NA,NA,NA,NA,11.39
1983-10-03,165.8,NA,NA,NA,NA,11.437
1983-10-04,166.27,NA,NA,NA,NA,11.358
1983-10-05,167.74,NA,NA,NA,NA,11.306
1983-10-06,170.28,NA,NA,NA,NA,11.274
1983-10-07,170.8,NA,NA,NA,NA,11.368
1983-10-10,172.65,NA,NA,NA,NA,NA
1983-10-11,170.34,NA,NA,NA,NA,11.547
1983-10-12,169.63,NA,NA,NA,NA,11.536
1983-10-13,169.88,NA,NA,NA,NA,11.611
1983-10-14,169.86,NA,NA,NA,NA,11.441
1983-10-17,170.43,NA,NA,NA,NA,11.43
1983-10-18,167.81,NA,NA,NA,NA,11.483
1983-10-19,166.73,NA,NA,NA,NA,11.477
1983-10-20,166.98,NA,NA,NA,NA,11.44
1983-10-21,165.95,NA,NA,NA,NA,11.568
1983-10-24,165.99,NA,NA,NA,NA,11.637
1983-10-25,166.47,NA,NA,NA,NA,11.642
1983-10-26,165.38,NA,NA,NA,NA,11.674
1983-10-27,164.84,NA,NA,NA,NA,11.631
