"date","sp500","copper_future","copper_spot","oil_future","vix","us10y"
1927-12-30,17.66,NA,NA,NA,NA,NA
1928-01-03,17.76,NA,NA,NA,NA,NA
1928-01-04,17.72,NA,NA,NA,NA,NA
1928-01-05,17.55,NA,NA,NA,NA,NA
1928-01-06,17.66,NA,NA,NA,NA,NA
1928-01-09,17.5,NA,NA,NA,NA,NA
1928-01-10,17.37,NA,NA,NA,NA,NA
1928-01-11,17.35,NA,NA,NA,NA,NA
1928-01-12,17.47,NA,NA,NA,NA,NA
1928-01-13,17.58,NA,NA,NA,NA,NA
1928-01-16,17.29,NA,NA,NA,NA,NA
1928-01-17,17.3,NA,NA,NA,NA,NA
1928-01-18,17.26,NA,NA,NA,NA,NA
1928-01-19,17.38,NA,NA,NA,NA,NA
1928-01-20,17.48,NA,NA,NA,NA,NA
1928-01-23,17.64,NA,NA,NA,NA,NA
1928-01-24,17.71,NA,NA,NA,NA,NA
1928-01-25,17.52,NA,NA,NA,NA,NA
1928-01-26,17.63,NA,NA,NA,NA,NA
1928-01-27,17.69,NA,NA,NA,NA,NA
1928-01-30,17.49,NA,NA,NA,NA,NA
1928-01-31,17.57,NA,NA,NA,NA,NA
1928-02-01,17.53,NA,NA,NA,NA,NA
1928-02-02,17.63,NA,NA,NA,NA,NA
1928-02-03,17.4,NA,NA,NA,NA,NA
1928-02-06,17.45,NA,NA,NA,NA,NA
1928-02-07,17.44,NA,NA,NA,NA,NA
1928-02-08,17.49,NA,NA,NA,NA,NA
1928-02-09,17.55,NA,NA,NA,NA,NA
1928-02-10,17.54,NA,NA,NA,NA,NA
1928-02-14,17.44,NA,NA,NA,NA,NA
1928-02-15,17.4,NA,NA,NA,NA,NA
1928-02-16,17.35,NA,NA,NA,NA,NA
1928-02-17,17.04,NA,NA,NA,NA,NA
1928-02-20,16.95,NA,NA,NA,NA,NA
1928-02-21,17.11,NA,NA,NA,NA,NA
1928-02-23,17.13,NA,NA,NA,NA,NA
1928-02-24,17.18,NA,NA,NA,NA,NA
1928-02-27,17.11,NA,NA,NA,NA,NA
1928-02-28,17.16,NA,NA,NA,NA,NA
1928-02-29,17.26,NA,NA,NA,NA,NA
1928-03-01,17.3,NA,NA,NA,NA,NA
1928-03-02,17.3,NA,NA,NA,NA,NA
1928-03-05,17.57,NA,NA,NA,NA,NA
1928-03-06,17.67,NA,NA,NA,NA,NA
1928-03-07,17.58,NA,NA,NA,NA,NA
1928-03-08,17.64,NA,NA,NA,NA,NA
1928-03-09,17.93,NA,NA,NA,NA,NA
1928-03-12,18,NA,NA,NA,NA,NA
1928-03-13,17.92,NA,NA,NA,NA,NA
1928-03-14,17.93,NA,NA,NA,NA,NA
1928-03-15,18.07,NA,NA,NA,NA,NA
1928-03-16,18.26,NA,NA,NA,NA,NA
1928-03-19,18.36,NA,NA,NA,NA,NA
1928-03-20,18.46,NA,NA,NA,NA,NA
1928-03-21,18.65,NA,NA,NA,NA,NA
1928-03-22,18.6,NA,NA,NA,NA,NA
1928-03-23,18.78,NA,NA,NA,NA,NA
1928-03-26,19.05,NA,NA,NA,NA,NA
1928-03-27,18.94,NA,NA,NA,NA,NA
1928-03-28,18.89,NA,NA,NA,NA,NA
1928-03-29,18.95,NA,NA,NA,NA,NA
1928-03-30,19.28,NA,NA,NA,NA,NA
1928-04-02,18.91,NA,NA,NA,NA,NA
1928-04-03,19.02,NA,NA,NA,NA,NA
1928-04-04,18.99,NA,NA,NA,NA,NA
1928-04-05,19.23,NA,NA,NA,NA,NA
1928-04-09,19.27,NA,NA,NA,NA,NA
1928-04-10,19.1,NA,NA,NA,NA,NA
1928-04-11,19.44,NA,NA,NA,NA,NA
1928-04-12,19.41,NA,NA,NA,NA,NA
1928-04-13,19.73,NA,NA,NA,NA,NA
1928-04-16,19.68,NA,NA,NA,NA,NA
1928-04-17,19.52,NA,NA,NA,NA,NA
1928-04-18,19.52,NA,NA,NA,NA,NA
1928-04-19,19.63,NA,NA,NA,NA,NA
1928-04-20,19.34,NA,NA,NA,NA,NA
1928-04-23,19.15,NA,NA,NA,NA,NA
1928-04-24,19.25,NA,NA,NA,NA,NA
1928-04-25,19.33,NA,NA,NA,NA,NA
1928-04-26,19.47,NA,NA,NA,NA,NA
1928-04-27,19.68,NA,NA,NA,NA,NA
1928-04-30,19.75,NA,NA,NA,NA,NA
1928-05-01,19.78,NA,NA,NA,NA,NA
1928-05-02,19.83,NA,NA,NA,NA,NA
1928-05-03,19.93,NA,NA,NA,NA,NA
1928-05-04,20.24,NA,NA,NA,NA,NA
1928-05-07,20.41,NA,NA,NA,NA,NA
1928-05-08,20.27,NA,NA,NA,NA,NA
1928-05-09,20.24,NA,NA,NA,NA,NA
1928-05-10,20.21,NA,NA,NA,NA,NA
1928-05-11,20.36,NA,NA,NA,NA,NA
1928-05-14,20.44,NA,NA,NA,NA,NA
1928-05-15,20.39,NA,NA,NA,NA,NA
1928-05-16,20.05,NA,NA,NA,NA,NA
1928-05-17,20.12,NA,NA,NA,NA,NA
1928-05-18,19.92,NA,NA,NA,NA,NA
1928-05-21,19.63,NA,NA,NA,NA,NA
1928-05-22,19.36,NA,NA,NA,NA,NA
1928-05-23,19.75,NA,NA,NA,NA,NA
1928-05-24,19.87,NA,NA,NA,NA,NA
1928-05-25,19.9,NA,NA,NA,NA,NA
1928-05-28,19.57,NA,NA,NA,NA,NA
1928-05-29,19.82,NA,NA,NA,NA,NA
1928-05-31,20,NA,NA,NA,NA,NA
1928-06-01,20.07,NA,NA,NA,NA,NA
1928-06-04,19.8,NA,NA,NA,NA,NA
1928-06-05,19.85,NA,NA,NA,NA,NA
1928-06-06,19.66,NA,NA,NA,NA,NA
1928-06-07,19.61,NA,NA,NA,NA,NA
1928-06-08,19.37,NA,NA,NA,NA,NA
1928-06-11,18.68,NA,NA,NA,NA,NA
1928-06-12,18.34,NA,NA,NA,NA,NA
1928-06-13,18.89,NA,NA,NA,NA,NA
1928-06-14,19.05,NA,NA,NA,NA,NA
1928-06-15,18.74,NA,NA,NA,NA,NA
1928-06-18,18.4,NA,NA,NA,NA,NA
1928-06-19,18.34,NA,NA,NA,NA,NA
1928-06-20,18.57,NA,NA,NA,NA,NA
1928-06-21,18.56,NA,NA,NA,NA,NA
1928-06-22,18.54,NA,NA,NA,NA,NA
1928-06-25,18.47,NA,NA,NA,NA,NA
1928-06-26,18.68,NA,NA,NA,NA,NA
1928-06-27,18.86,NA,NA,NA,NA,NA
1928-06-28,19.07,NA,NA,NA,NA,NA
1928-06-29,19.14,NA,NA,NA,NA,NA
1928-07-02,18.98,NA,NA,NA,NA,NA
1928-07-03,19.29,NA,NA,NA,NA,NA
1928-07-05,19.48,NA,NA,NA,NA,NA
1928-07-06,19.39,NA,NA,NA,NA,NA
1928-07-09,19.46,NA,NA,NA,NA,NA
1928-07-10,19.43,NA,NA,NA,NA,NA
1928-07-11,18.95,NA,NA,NA,NA,NA
1928-07-12,18.81,NA,NA,NA,NA,NA
1928-07-13,18.96,NA,NA,NA,NA,NA
1928-07-16,18.7,NA,NA,NA,NA,NA
1928-07-17,18.8,NA,NA,NA,NA,NA
1928-07-18,19.03,NA,NA,NA,NA,NA
1928-07-19,18.99,NA,NA,NA,NA,NA
1928-07-20,19.03,NA,NA,NA,NA,NA
1928-07-23,19.12,NA,NA,NA,NA,NA
1928-07-24,19.09,NA,NA,NA,NA,NA
1928-07-25,19.2,NA,NA,NA,NA,NA
1928-07-26,19.24,NA,NA,NA,NA,NA
1928-07-27,19.42,NA,NA,NA,NA,NA
1928-07-30,19.47,NA,NA,NA,NA,NA
1928-07-31,19.43,NA,NA,NA,NA,NA
1928-08-01,19.42,NA,NA,NA,NA,NA
1928-08-02,19.33,NA,NA,NA,NA,NA
1928-08-03,19.36,NA,NA,NA,NA,NA
1928-08-06,19.58,NA,NA,NA,NA,NA
1928-08-07,19.49,NA,NA,NA,NA,NA
1928-08-08,19.25,NA,NA,NA,NA,NA
1928-08-09,19.3,NA,NA,NA,NA,NA
1928-08-10,19.25,NA,NA,NA,NA,NA
1928-08-13,19.29,NA,NA,NA,NA,NA
1928-08-14,19.13,NA,NA,NA,NA,NA
1928-08-15,19.47,NA,NA,NA,NA,NA
1928-08-16,19.61,NA,NA,NA,NA,NA
1928-08-17,19.64,NA,NA,NA,NA,NA
1928-08-20,19.77,NA,NA,NA,NA,NA
1928-08-21,20.02,NA,NA,NA,NA,NA
1928-08-22,20,NA,NA,NA,NA,NA
1928-08-23,20.02,NA,NA,NA,NA,NA
1928-08-24,20.34,NA,NA,NA,NA,NA
1928-08-27,20.38,NA,NA,NA,NA,NA
1928-08-28,20.54,NA,NA,NA,NA,NA
1928-08-29,20.58,NA,NA,NA,NA,NA
1928-08-30,20.61,NA,NA,NA,NA,NA
1928-08-31,20.87,NA,NA,NA,NA,NA
1928-09-04,20.97,NA,NA,NA,NA,NA
1928-09-05,21.07,NA,NA,NA,NA,NA
1928-09-06,20.94,NA,NA,NA,NA,NA
1928-09-07,21.09,NA,NA,NA,NA,NA
1928-09-10,20.92,NA,NA,NA,NA,NA
1928-09-11,21.08,NA,NA,NA,NA,NA
1928-09-12,21.16,NA,NA,NA,NA,NA
1928-09-13,21.14,NA,NA,NA,NA,NA
1928-09-14,21.14,NA,NA,NA,NA,NA
1928-09-17,21.33,NA,NA,NA,NA,NA
1928-09-18,21.18,NA,NA,NA,NA,NA
1928-09-19,21.18,NA,NA,NA,NA,NA
1928-09-20,21.22,NA,NA,NA,NA,NA
1928-09-21,21.36,NA,NA,NA,NA,NA
1928-09-24,21.43,NA,NA,NA,NA,NA
1928-09-25,21.41,NA,NA,NA,NA,NA
1928-09-26,21.4,NA,NA,NA,NA,NA
1928-09-27,21.13,NA,NA,NA,NA,NA
1928-09-28,21.14,NA,NA,NA,NA,NA
1928-10-01,21.36,NA,NA,NA,NA,NA
1928-10-02,21.26,NA,NA,NA,NA,NA
1928-10-03,21.19,NA,NA,NA,NA,NA
1928-10-04,21.26,NA,NA,NA,NA,NA
1928-10-05,21.22,NA,NA,NA,NA,NA
1928-10-08,21.11,NA,NA,NA,NA,NA
1928-10-09,21.18,NA,NA,NA,NA,NA
1928-10-10,21.41,NA,NA,NA,NA,NA
1928-10-11,21.51,NA,NA,NA,NA,NA
1928-10-15,21.65,NA,NA,NA,NA,NA
1928-10-16,21.72,NA,NA,NA,NA,NA
1928-10-17,21.79,NA,NA,NA,NA,NA
1928-10-18,21.84,NA,NA,NA,NA,NA
1928-10-19,21.96,NA,NA,NA,NA,NA
1928-10-22,21.81,NA,NA,NA,NA,NA
1928-10-23,21.95,NA,NA,NA,NA,NA
1928-10-24,21.99,NA,NA,NA,NA,NA
1928-10-25,21.91,NA,NA,NA,NA,NA
1928-10-26,21.65,NA,NA,NA,NA,NA
1928-10-29,22,NA,NA,NA,NA,NA
1928-10-30,21.76,NA,NA,NA,NA,NA
1928-10-31,21.68,NA,NA,NA,NA,NA
1928-11-01,21.99,NA,NA,NA,NA,NA
1928-11-02,21.95,NA,NA,NA,NA,NA
1928-11-05,22.24,NA,NA,NA,NA,NA
1928-11-06,22.5,NA,NA,NA,NA,NA
1928-11-08,22.39,NA,NA,NA,NA,NA
1928-11-09,22.55,NA,NA,NA,NA,NA
1928-11-12,22.84,NA,NA,NA,NA,NA
1928-11-13,22.91,NA,NA,NA,NA,NA
1928-11-14,22.91,NA,NA,NA,NA,NA
1928-11-15,23.03,NA,NA,NA,NA,NA
1928-11-16,23.37,NA,NA,NA,NA,NA
1928-11-19,23.37,NA,NA,NA,NA,NA
1928-11-20,23.57,NA,NA,NA,NA,NA
1928-11-21,23.22,NA,NA,NA,NA,NA
1928-11-22,23.52,NA,NA,NA,NA,NA
1928-11-23,23.7,NA,NA,NA,NA,NA
1928-11-26,23.8,NA,NA,NA,NA,NA
1928-11-27,23.91,NA,NA,NA,NA,NA
1928-11-28,24.19,NA,NA,NA,NA,NA
1928-11-30,24.28,NA,NA,NA,NA,NA
1928-12-03,23.85,NA,NA,NA,NA,NA
1928-12-04,23.91,NA,NA,NA,NA,NA
1928-12-05,23.81,NA,NA,NA,NA,NA
1928-12-06,22.91,NA,NA,NA,NA,NA
1928-12-07,22.36,NA,NA,NA,NA,NA
1928-12-10,22.31,NA,NA,NA,NA,NA
1928-12-11,22.74,NA,NA,NA,NA,NA
1928-12-12,22.52,NA,NA,NA,NA,NA
1928-12-13,22.48,NA,NA,NA,NA,NA
1928-12-14,22.53,NA,NA,NA,NA,NA
1928-12-17,22.44,NA,NA,NA,NA,NA
1928-12-18,22.7,NA,NA,NA,NA,NA
1928-12-19,22.98,NA,NA,NA,NA,NA
1928-12-20,23.07,NA,NA,NA,NA,NA
1928-12-21,23.33,NA,NA,NA,NA,NA
1928-12-24,23.54,NA,NA,NA,NA,NA
1928-12-26,23.44,NA,NA,NA,NA,NA
1928-12-27,23.64,NA,NA,NA,NA,NA
1928-12-28,23.98,NA,NA,NA,NA,NA
1928-12-31,24.35,NA,NA,NA,NA,NA
1929-01-02,24.81,NA,NA,NA,NA,NA
1929-01-03,24.86,NA,NA,NA,NA,NA
1929-01-04,24.85,NA,NA,NA,NA,NA
1929-01-07,24.25,NA,NA,NA,NA,NA
1929-01-08,24.17,NA,NA,NA,NA,NA
1929-01-09,24.54,NA,NA,NA,NA,NA
1929-01-10,24.58,NA,NA,NA,NA,NA
1929-01-11,24.54,NA,NA,NA,NA,NA
1929-01-14,24.59,NA,NA,NA,NA,NA
1929-01-15,24.23,NA,NA,NA,NA,NA
1929-01-16,24.56,NA,NA,NA,NA,NA
1929-01-17,24.69,NA,NA,NA,NA,NA
1929-01-18,24.77,NA,NA,NA,NA,NA
1929-01-21,24.86,NA,NA,NA,NA,NA
1929-01-22,25.07,NA,NA,NA,NA,NA
1929-01-23,25.22,NA,NA,NA,NA,NA
1929-01-24,25.06,NA,NA,NA,NA,NA
1929-01-25,25.48,NA,NA,NA,NA,NA
1929-01-28,25.35,NA,NA,NA,NA,NA
1929-01-29,25.36,NA,NA,NA,NA,NA
1929-01-30,25.45,NA,NA,NA,NA,NA
1929-01-31,25.74,NA,NA,NA,NA,NA
1929-02-01,25.84,NA,NA,NA,NA,NA
1929-02-04,25.64,NA,NA,NA,NA,NA
1929-02-05,25.7,NA,NA,NA,NA,NA
1929-02-06,25.49,NA,NA,NA,NA,NA
1929-02-07,24.71,NA,NA,NA,NA,NA
1929-02-08,24.44,NA,NA,NA,NA,NA
1929-02-11,24.98,NA,NA,NA,NA,NA
1929-02-13,24.95,NA,NA,NA,NA,NA
1929-02-14,24.85,NA,NA,NA,NA,NA
1929-02-15,24.35,NA,NA,NA,NA,NA
1929-02-18,24.39,NA,NA,NA,NA,NA
1929-02-19,24.38,NA,NA,NA,NA,NA
1929-02-20,24.59,NA,NA,NA,NA,NA
1929-02-21,24.86,NA,NA,NA,NA,NA
1929-02-25,24.91,NA,NA,NA,NA,NA
1929-02-26,24.95,NA,NA,NA,NA,NA
1929-02-27,25.25,NA,NA,NA,NA,NA
1929-02-28,25.59,NA,NA,NA,NA,NA
1929-03-01,25.83,NA,NA,NA,NA,NA
1929-03-04,25.49,NA,NA,NA,NA,NA
1929-03-05,25.32,NA,NA,NA,NA,NA
1929-03-06,24.92,NA,NA,NA,NA,NA
1929-03-07,25.15,NA,NA,NA,NA,NA
1929-03-08,25.31,NA,NA,NA,NA,NA
1929-03-11,24.95,NA,NA,NA,NA,NA
1929-03-12,24.97,NA,NA,NA,NA,NA
1929-03-13,25.24,NA,NA,NA,NA,NA
1929-03-14,25.73,NA,NA,NA,NA,NA
1929-03-15,26.08,NA,NA,NA,NA,NA
1929-03-18,26.04,NA,NA,NA,NA,NA
1929-03-19,26.03,NA,NA,NA,NA,NA
1929-03-20,26.02,NA,NA,NA,NA,NA
1929-03-21,25.9,NA,NA,NA,NA,NA
1929-03-22,25.55,NA,NA,NA,NA,NA
1929-03-25,24.51,NA,NA,NA,NA,NA
1929-03-26,24.35,NA,NA,NA,NA,NA
1929-03-27,25.09,NA,NA,NA,NA,NA
1929-03-28,25.53,NA,NA,NA,NA,NA
1929-04-01,24.88,NA,NA,NA,NA,NA
1929-04-02,25.17,NA,NA,NA,NA,NA
1929-04-03,24.86,NA,NA,NA,NA,NA
1929-04-04,25.3,NA,NA,NA,NA,NA
1929-04-05,25.05,NA,NA,NA,NA,NA
1929-04-08,24.83,NA,NA,NA,NA,NA
1929-04-09,24.63,NA,NA,NA,NA,NA
1929-04-10,24.78,NA,NA,NA,NA,NA
1929-04-11,25.06,NA,NA,NA,NA,NA
1929-04-12,25.15,NA,NA,NA,NA,NA
1929-04-15,25,NA,NA,NA,NA,NA
1929-04-16,25.06,NA,NA,NA,NA,NA
1929-04-17,25.32,NA,NA,NA,NA,NA
1929-04-18,25.43,NA,NA,NA,NA,NA
1929-04-19,25.41,NA,NA,NA,NA,NA
1929-04-22,25.7,NA,NA,NA,NA,NA
1929-04-23,25.85,NA,NA,NA,NA,NA
1929-04-24,25.75,NA,NA,NA,NA,NA
1929-04-25,25.63,NA,NA,NA,NA,NA
1929-04-26,25.58,NA,NA,NA,NA,NA
1929-04-29,25.53,NA,NA,NA,NA,NA
1929-04-30,25.94,NA,NA,NA,NA,NA
1929-05-01,25.99,NA,NA,NA,NA,NA
1929-05-02,26.11,NA,NA,NA,NA,NA
1929-05-03,26.37,NA,NA,NA,NA,NA
1929-05-06,26.32,NA,NA,NA,NA,NA
1929-05-07,26.07,NA,NA,NA,NA,NA
1929-05-08,26.18,NA,NA,NA,NA,NA
1929-05-09,26.02,NA,NA,NA,NA,NA
1929-05-10,26.34,NA,NA,NA,NA,NA
1929-05-13,25.64,NA,NA,NA,NA,NA
1929-05-14,25.95,NA,NA,NA,NA,NA
1929-05-15,25.84,NA,NA,NA,NA,NA
1929-05-16,25.97,NA,NA,NA,NA,NA
1929-05-17,26.09,NA,NA,NA,NA,NA
1929-05-20,25.39,NA,NA,NA,NA,NA
1929-05-21,25.7,NA,NA,NA,NA,NA
1929-05-22,24.76,NA,NA,NA,NA,NA
1929-05-23,25.31,NA,NA,NA,NA,NA
1929-05-24,25.12,NA,NA,NA,NA,NA
1929-05-27,24.2,NA,NA,NA,NA,NA
1929-05-28,24.59,NA,NA,NA,NA,NA
1929-05-29,24.62,NA,NA,NA,NA,NA
1929-05-31,24.83,NA,NA,NA,NA,NA
1929-06-03,25.27,NA,NA,NA,NA,NA
1929-06-04,25.64,NA,NA,NA,NA,NA
1929-06-05,25.59,NA,NA,NA,NA,NA
1929-06-06,25.64,NA,NA,NA,NA,NA
1929-06-07,25.53,NA,NA,NA,NA,NA
1929-06-10,25.27,NA,NA,NA,NA,NA
1929-06-11,25.43,NA,NA,NA,NA,NA
1929-06-12,25.45,NA,NA,NA,NA,NA
1929-06-13,25.84,NA,NA,NA,NA,NA
1929-06-14,25.93,NA,NA,NA,NA,NA
1929-06-17,26.41,NA,NA,NA,NA,NA
1929-06-18,26.42,NA,NA,NA,NA,NA
1929-06-19,26.32,NA,NA,NA,NA,NA
1929-06-20,26.47,NA,NA,NA,NA,NA
1929-06-21,26.62,NA,NA,NA,NA,NA
1929-06-24,26.62,NA,NA,NA,NA,NA
1929-06-25,26.9,NA,NA,NA,NA,NA
1929-06-26,27.06,NA,NA,NA,NA,NA
1929-06-27,27.11,NA,NA,NA,NA,NA
1929-06-28,27.41,NA,NA,NA,NA,NA
1929-07-01,27.77,NA,NA,NA,NA,NA
1929-07-02,28.06,NA,NA,NA,NA,NA
1929-07-03,28.18,NA,NA,NA,NA,NA
1929-07-05,28.32,NA,NA,NA,NA,NA
1929-07-08,28.37,NA,NA,NA,NA,NA
1929-07-09,28.28,NA,NA,NA,NA,NA
1929-07-10,28.2,NA,NA,NA,NA,NA
1929-07-11,28.26,NA,NA,NA,NA,NA
1929-07-12,28.57,NA,NA,NA,NA,NA
1929-07-15,28.45,NA,NA,NA,NA,NA
1929-07-16,28.65,NA,NA,NA,NA,NA
1929-07-17,28.72,NA,NA,NA,NA,NA
1929-07-18,28.66,NA,NA,NA,NA,NA
1929-07-19,28.76,NA,NA,NA,NA,NA
1929-07-22,28.43,NA,NA,NA,NA,NA
1929-07-23,28.83,NA,NA,NA,NA,NA
1929-07-24,28.64,NA,NA,NA,NA,NA
1929-07-25,28.77,NA,NA,NA,NA,NA
1929-07-26,28.66,NA,NA,NA,NA,NA
1929-07-29,28.18,NA,NA,NA,NA,NA
1929-07-30,28.5,NA,NA,NA,NA,NA
1929-07-31,28.88,NA,NA,NA,NA,NA
1929-08-01,29.08,NA,NA,NA,NA,NA
1929-08-02,29.56,NA,NA,NA,NA,NA
1929-08-05,29.54,NA,NA,NA,NA,NA
1929-08-06,29.43,NA,NA,NA,NA,NA
1929-08-07,29.13,NA,NA,NA,NA,NA
1929-08-08,29.47,NA,NA,NA,NA,NA
1929-08-09,28.38,NA,NA,NA,NA,NA
1929-08-12,29.27,NA,NA,NA,NA,NA
1929-08-13,29.53,NA,NA,NA,NA,NA
1929-08-14,29.62,NA,NA,NA,NA,NA
1929-08-15,29.67,NA,NA,NA,NA,NA
1929-08-16,30.22,NA,NA,NA,NA,NA
1929-08-19,30.5,NA,NA,NA,NA,NA
1929-08-20,30.68,NA,NA,NA,NA,NA
1929-08-21,30.55,NA,NA,NA,NA,NA
1929-08-22,30.79,NA,NA,NA,NA,NA
1929-08-23,31.09,NA,NA,NA,NA,NA
1929-08-26,31.07,NA,NA,NA,NA,NA
1929-08-27,31.05,NA,NA,NA,NA,NA
1929-08-28,30.99,NA,NA,NA,NA,NA
1929-08-29,31.29,NA,NA,NA,NA,NA
1929-08-30,31.71,NA,NA,NA,NA,NA
1929-09-03,31.82,NA,NA,NA,NA,NA
1929-09-04,31.72,NA,NA,NA,NA,NA
1929-09-05,31.02,NA,NA,NA,NA,NA
1929-09-06,31.83,NA,NA,NA,NA,NA
1929-09-09,31.67,NA,NA,NA,NA,NA
1929-09-10,31.1,NA,NA,NA,NA,NA
1929-09-11,31.53,NA,NA,NA,NA,NA
1929-09-12,31.17,NA,NA,NA,NA,NA
1929-09-13,31.38,NA,NA,NA,NA,NA
1929-09-16,31.86,NA,NA,NA,NA,NA
1929-09-17,31.6,NA,NA,NA,NA,NA
1929-09-18,31.68,NA,NA,NA,NA,NA
1929-09-19,31.73,NA,NA,NA,NA,NA
1929-09-20,31.39,NA,NA,NA,NA,NA
1929-09-23,31.38,NA,NA,NA,NA,NA
1929-09-24,30.8,NA,NA,NA,NA,NA
1929-09-25,30.85,NA,NA,NA,NA,NA
1929-09-26,31.13,NA,NA,NA,NA,NA
1929-09-27,30.27,NA,NA,NA,NA,NA
1929-09-30,30.16,NA,NA,NA,NA,NA
1929-10-01,29.98,NA,NA,NA,NA,NA
1929-10-02,30.2,NA,NA,NA,NA,NA
1929-10-03,28.95,NA,NA,NA,NA,NA
1929-10-04,28.65,NA,NA,NA,NA,NA
1929-10-07,30.44,NA,NA,NA,NA,NA
1929-10-08,30.34,NA,NA,NA,NA,NA
1929-10-09,30.27,NA,NA,NA,NA,NA
1929-10-10,30.81,NA,NA,NA,NA,NA
1929-10-11,30.76,NA,NA,NA,NA,NA
1929-10-14,30.55,NA,NA,NA,NA,NA
1929-10-15,30.3,NA,NA,NA,NA,NA
1929-10-16,29.24,NA,NA,NA,NA,NA
1929-10-17,29.69,NA,NA,NA,NA,NA
1929-10-18,28.84,NA,NA,NA,NA,NA
1929-10-21,27.73,NA,NA,NA,NA,NA
1929-10-22,28.27,NA,NA,NA,NA,NA
1929-10-23,26.6,NA,NA,NA,NA,NA
1929-10-24,25.75,NA,NA,NA,NA,NA
1929-10-25,26.12,NA,NA,NA,NA,NA
1929-10-28,22.74,NA,NA,NA,NA,NA
1929-10-29,20.43,NA,NA,NA,NA,NA
1929-10-30,22.99,NA,NA,NA,NA,NA
1929-10-31,24.15,NA,NA,NA,NA,NA
1929-11-04,22.88,NA,NA,NA,NA,NA
1929-11-06,20.61,NA,NA,NA,NA,NA
1929-11-07,21.37,NA,NA,NA,NA,NA
1929-11-08,21.18,NA,NA,NA,NA,NA
1929-11-11,19.86,NA,NA,NA,NA,NA
1929-11-12,18.73,NA,NA,NA,NA,NA
1929-11-13,17.66,NA,NA,NA,NA,NA
1929-11-14,19.24,NA,NA,NA,NA,NA
1929-11-15,20.3,NA,NA,NA,NA,NA
1929-11-18,20.09,NA,NA,NA,NA,NA
1929-11-19,20.7,NA,NA,NA,NA,NA
1929-11-20,21.27,NA,NA,NA,NA,NA
1929-11-21,21.61,NA,NA,NA,NA,NA
1929-11-22,21.53,NA,NA,NA,NA,NA
1929-11-25,21.28,NA,NA,NA,NA,NA
1929-11-26,20.66,NA,NA,NA,NA,NA
1929-11-27,20.92,NA,NA,NA,NA,NA
1929-12-02,20.95,NA,NA,NA,NA,NA
1929-12-03,21.65,NA,NA,NA,NA,NA
1929-12-04,22.05,NA,NA,NA,NA,NA
1929-12-05,21.87,NA,NA,NA,NA,NA
1929-12-06,22.45,NA,NA,NA,NA,NA
1929-12-09,22.4,NA,NA,NA,NA,NA
1929-12-10,22.57,NA,NA,NA,NA,NA
1929-12-11,22.38,NA,NA,NA,NA,NA
1929-12-12,21.17,NA,NA,NA,NA,NA
1929-12-13,21.7,NA,NA,NA,NA,NA
1929-12-16,21.33,NA,NA,NA,NA,NA
1929-12-17,21.56,NA,NA,NA,NA,NA
1929-12-18,21.42,NA,NA,NA,NA,NA
1929-12-19,20.85,NA,NA,NA,NA,NA
1929-12-20,20.16,NA,NA,NA,NA,NA
1929-12-23,20.26,NA,NA,NA,NA,NA
1929-12-24,20.39,NA,NA,NA,NA,NA
1929-12-26,20.84,NA,NA,NA,NA,NA
1929-12-27,20.82,NA,NA,NA,NA,NA
1929-12-30,20.89,NA,NA,NA,NA,NA
1929-12-31,21.45,NA,NA,NA,NA,NA
1930-01-02,21.18,NA,NA,NA,NA,NA
1930-01-03,21.23,NA,NA,NA,NA,NA
1930-01-06,21.5,NA,NA,NA,NA,NA
1930-01-07,21.31,NA,NA,NA,NA,NA
1930-01-08,21.29,NA,NA,NA,NA,NA
1930-01-09,21.62,NA,NA,NA,NA,NA
1930-01-10,21.55,NA,NA,NA,NA,NA
1930-01-13,21.52,NA,NA,NA,NA,NA
1930-01-14,21.56,NA,NA,NA,NA,NA
1930-01-15,21.65,NA,NA,NA,NA,NA
1930-01-16,21.5,NA,NA,NA,NA,NA
1930-01-17,21.31,NA,NA,NA,NA,NA
1930-01-20,21.5,NA,NA,NA,NA,NA
1930-01-21,21.61,NA,NA,NA,NA,NA
1930-01-22,21.63,NA,NA,NA,NA,NA
1930-01-23,21.84,NA,NA,NA,NA,NA
1930-01-24,22.04,NA,NA,NA,NA,NA
1930-01-27,22.21,NA,NA,NA,NA,NA
1930-01-28,22.1,NA,NA,NA,NA,NA
1930-01-29,22.35,NA,NA,NA,NA,NA
1930-01-30,22.47,NA,NA,NA,NA,NA
1930-01-31,22.79,NA,NA,NA,NA,NA
1930-02-03,22.74,NA,NA,NA,NA,NA
1930-02-04,23.01,NA,NA,NA,NA,NA
1930-02-05,23.31,NA,NA,NA,NA,NA
1930-02-06,23.06,NA,NA,NA,NA,NA
1930-02-07,22.97,NA,NA,NA,NA,NA
1930-02-10,23.12,NA,NA,NA,NA,NA
1930-02-11,23.32,NA,NA,NA,NA,NA
1930-02-13,23.36,NA,NA,NA,NA,NA
1930-02-14,23.35,NA,NA,NA,NA,NA
1930-02-17,23.26,NA,NA,NA,NA,NA
1930-02-18,23.28,NA,NA,NA,NA,NA
1930-02-19,23.07,NA,NA,NA,NA,NA
1930-02-20,22.64,NA,NA,NA,NA,NA
1930-02-21,22.92,NA,NA,NA,NA,NA
1930-02-24,22.68,NA,NA,NA,NA,NA
