"date","SPY","XLB","XLE","XLF","XLI","XLK","XLP","XLU","XLV","XLY"
2001-02-09,29.25,13.375,131.84,10.3,16.96,23.6622,30.12,16.31,27.17,16.01
2001-02-12,29.49,13.75,133.35,10.3,16.735,23.9951,30.47,16.45,27.4,16.025
2001-02-13,29.52,13.935,132.26,10.27,16.7,23.8571,30.79,16.17,27.03,16.16
2001-02-14,29.2,13.8,132.06,10.155,16.58,23.581,30.47,16.55,26.78,15.89
2001-02-15,29.32,13.795,133.34,10.545,16.365,23.581,30.99,17.05,26.54,15.915
2001-02-16,29.19,13.62,130.4,10.31,16.51,23.5891,30.08,15.995,26.63,16.005
2001-02-20,29.16,13.8,128.39,10.275,16.415,22.7202,30.19,15.135,26.76,16.08
2001-02-21,29.01,13.205,125.62,10.1,16.305,22.0463,29.82,14.75,26.68,15.89
2001-02-22,28.46,13,125.81,10.175,16.225,22.2005,29.54,14.775,26.48,16.06
2001-02-23,28.38,13.215,124.96,10.125,16.02,22.095,29.5,14.665,26.28,15.97
2001-02-26,28.53,13.62,127.62,10.5,16.195,22.5822,30.09,14.9,26.53,16.15
2001-02-27,29.04,13.55,126.44,10.515,16.095,22.8258,30.02,14.33,26.55,16.17
2001-02-28,28.66,13.265,123.95,10.56,15.87,22.2899,29.49,14.005,26.64,15.985
2001-03-01,28.56,13.05,124.6,10.57,16.05,22.3142,29.28,14.4,26.39,15.81
2001-03-02,28.61,13.15,123.61,10.82,16.415,22.3467,29.45,13.9,26.64,15.85
2001-03-05,28.45,13.01,124.74,11.015,16.505,22.233,29.82,14.2,26.54,15.82
2001-03-06,28.55,13.34,126.08,10.99,16.59,22.298,30.25,14.8,26,15.8
2001-03-07,28.68,13.67,126.98,11.315,16.945,22.769,30.61,14.82,25.83,15.725
2001-03-08,28.84,13.89,127.12,11.355,17.115,22.8583,30.8,14.525,26.05,16.02
2001-03-09,28.59,13.75,123.36,11.26,17.035,22.3305,30.15,13.575,26.21,15.74
2001-03-12,27.16,13.24,118.08,10.81,16.47,21.2342,28.5,12.85,25.4,15.92
2001-03-13,27.17,13.18,120.02,10.72,16.275,21.8027,28.54,13.49,25.27,15.55
2001-03-14,26.65,12.895,117.65,10.445,16.03,20.7958,27.94,13.16,24.65,15.015
2001-03-15,27.44,13.04,117.68,10.215,16.04,21.421,27.81,13.005,24.68,15.28
2001-03-16,27.07,12.75,115.01,10.125,15.725,21.0718,27.01,12.72,24.31,15.05
2001-03-19,27.07,12.9,117.35,10.365,15.925,21.3154,27.55,13.115,24.59,15.24
2001-03-20,26.5,12.93,114.2,10.425,16.065,20.7227,26.99,12.485,24,15.02
2001-03-21,25.8,12.85,112.26,10.1,15.605,20.1218,26.29,12.545,23.4,14.685
2001-03-22,25.23,12.45,111.12,9.78,15.145,19.6021,25.58,13.12,23.16,14.5
2001-03-23,25.8,12.59,114.48,9.875,15.265,20.4303,26.09,13.4,23.71,14.475
2001-03-26,26.25,12.81,115.94,9.975,15.465,20.7552,26.56,13.225,24.03,14.955
2001-03-27,27.03,13.09,118.31,10.225,15.55,21.3398,26.99,13.65,24.57,15.505
2001-03-28,26.47,12.875,115.04,10.195,15.325,21.2261,26.5,12.64,24.64,15.175
2001-03-29,26.8,13,115.48,10.07,15,21.1774,26.5,12.475,24.7,15.53
2001-03-30,26.82,13.045,116.69,9.985,15.35,21.5509,26.59,12.4,24.72,15.645
2001-04-02,26.49,13.05,114.2,10.04,15.065,21.6484,26.4,12.1,24.39,15.695
2001-04-03,25.9,12.61,110.39,9.835,14.65,20.9176,25.3,11.29,23.94,15.62
2001-04-04,26.06,12.745,110.85,10.025,14.91,20.406,25.42,11.075,24.25,15.68
2001-04-05,26.71,13.03,115.05,10.355,15.3,21.153,26.9,12.245,24.5,15.575
2001-04-06,26.59,12.99,113.3,10.235,15.32,20.6821,26.36,11.675,24.42,15.285
2001-04-09,26.92,12.87,114.56,10.405,15.68,20.674,26.83,11.705,24.63,15.62
2001-04-10,27.45,13,116.65,10.86,15.95,21.2748,27.62,12.49,24.6,15.945
2001-04-11,27.12,12.855,116.73,10.725,15.665,21.4535,27.31,12.945,24.13,15.73
2001-04-12,27.1,12.635,118.85,10.675,15.83,21.6159,27.85,13.27,24.45,15.72
2001-04-16,27.29,12.695,117.6,10.695,16.14,21.4616,27.8,12.95,24.45,15.97
2001-04-17,27.76,12.87,119.26,10.68,16.225,21.6403,28.15,13.085,24.99,16.34
2001-04-18,28.87,13.66,124,11.125,16.14,22.5497,29.36,14.275,24.75,16
2001-04-19,28.9,13.7,125.65,10.945,15.86,22.6715,29.46,15.175,24.65,16.03
2001-04-20,28.98,13.555,124.5,10.915,16.03,22.2817,29.38,15,24.38,15.84
2001-04-23,28.31,13.465,122.24,10.84,16.455,22.0057,28.93,14.17,24.5,15.875
2001-04-24,28.39,13.23,121.58,10.89,16.485,21.892,28.64,13.95,24.05,15.95
2001-04-25,28.72,13.24,123.17,10.85,16.72,22.1275,29.31,14.195,24.69,16.23
2001-04-26,29.08,13.57,123.72,11.2,17.05,22.2168,29.72,13.995,24.92,16.375
2001-04-27,28.8,13.895,125.78,11.21,16.935,22.6959,29.94,14.185,25.06,16.385
2001-04-30,28.8,13.65,124.91,11.05,16.935,22.3305,29.63,14.405,25.2,16.4
2001-05-01,29.25,13.8,127.05,11.175,16.825,22.5172,29.9,14.75,25.48,16.555
2001-05-02,29.34,13.91,126.82,11.175,16.17,22.6959,29.91,15.045,25.33,16.345
2001-05-03,28.77,13.75,125.21,11.155,16.09,22.704,29.47,14.565,25.2,16.135
2001-05-04,28.86,13.875,127.34,11.345,16.345,22.9801,29.92,14.775,25.42,16.3
2001-05-07,28.93,13.77,126.24,11.21,16.39,22.8339,30.03,14.76,25.41,16.385
2001-05-08,28.45,13.76,126.18,11.24,16.375,22.5984,30.08,14.825,25.32,16.15
2001-05-09,28.63,13.55,125.65,11.35,16.665,22.5741,29.91,14.62,25.45,16.175
2001-05-10,28.82,13.94,126.02,11.59,16.545,22.5822,30.24,14.405,25.32,16.185
2001-05-11,28.96,14,125.15,11.36,16.385,22.3711,30.09,14.25,25.18,16.195
2001-05-14,28.83,13.965,125.4,11.44,16.64,22.5578,30.23,14.05,25.4,16.41
2001-05-15,28.96,13.915,125.98,11.525,16.79,22.6959,30.35,14.025,25.25,16.3
2001-05-16,29.76,14.085,128.95,12.125,16.93,23.3049,31.33,14.595,26.02,16.65
2001-05-17,30.02,14.3,129.15,12.25,16.985,23.1831,31.85,14.68,26.15,16.55
2001-05-18,30.1,14.29,129.74,12.19,17.34,23.0532,31.95,14.745,26.01,16.65
2001-05-21,30.56,14.45,131.65,12.295,17.3,23.378,32.26,15.4,25.99,16.71
2001-05-22,30.6,14.5,131.48,12.06,17.125,23.6135,32.16,15.37,25.73,16.65
2001-05-23,30.09,14.24,129.25,11.855,16.865,23.516,31.67,14.995,25.5,16.645
2001-05-24,30.46,14.19,129.63,11.53,16.835,23.6053,31.63,15.11,25.61,16.6
2001-05-25,30.24,14.12,128.1,11.545,16.69,23.2886,31.16,14.825,25.4,16.34
2001-05-29,30.01,14.01,127.08,11.7,16.665,23.3049,31.08,14.27,25.61,16.33
2001-05-30,29.91,13.755,125.3,11.46,16.6,23.11,30.45,13.69,25.75,16.26
2001-05-31,29.9,13.975,125.95,11.475,16.775,23.313,30.87,13.815,25.57,16.515
2001-06-01,29.81,13.925,126.73,11.57,16.7,23.2724,30.78,14.05,25.91,16.375
2001-06-04,29.85,13.88,127.34,11.7,16.925,23.4592,30.98,14.02,25.95,16.385
2001-06-05,30.13,14.045,128.8,11.835,16.975,23.5647,31.31,14.575,26.22,16.145
2001-06-06,29.89,13.9,127.73,11.625,16.545,23.3861,30.95,14.435,25.8,16.015
2001-06-07,30.06,14.005,128.19,11.76,16.35,23.2318,31.09,14.845,25.98,15.88
2001-06-08,29.9,14.055,127,11.715,16.395,23.0938,30.71,14.515,25.83,15.94
2001-06-11,29.75,13.845,126.1,11.55,16.44,22.8745,30.18,14.275,25.47,16.09
2001-06-12,29.68,13.95,125.88,11.45,16.565,22.9476,30.38,14.165,25.77,16.23
2001-06-13,29.54,13.8,124.8,11.49,16.485,22.7608,30.27,13.845,25.57,15.895
2001-06-14,28.99,13.655,122,11.2,16.15,22.3629,30.07,13.35,25.55,15.425
2001-06-15,28.9,13.49,121.85,11.115,16.195,22.3954,29.85,13.225,25.32,15.41
2001-06-18,28.46,13.635,121.26,11.005,16.015,22.4523,29.81,12.895,25.4,15.43
2001-06-19,28.54,13.68,121.79,11.03,16,22.6553,29.5,12.945,25.48,15.49
2001-06-20,29.16,13.88,122.43,11.13,15.7,22.7771,29.63,13.08,25.62,15.53
2001-06-21,29.49,14.13,123.82,11.075,15.465,23.6947,29.76,13.325,25.84,15.125
2001-06-22,29.11,13.99,122.85,10.9,15.765,23.3861,29.5,13.2,25.12,15.295
2001-06-25,29.18,13.81,121.72,10.775,15.58,23.1993,29.11,13.39,24.99,15.115
2001-06-26,28.73,13.625,121.55,10.875,15.675,22.907,29.19,13.465,24.99,15.34
2001-06-27,29.2,13.56,121.48,10.975,15.3,22.9151,29.13,13.495,24.8,15.375
2001-06-28,29.42,13.775,122.15,10.985,14.975,23.2156,29.23,13.76,24.96,15.41
2001-06-29,29.55,13.835,122.6,11.03,15.175,23.0613,28.9,14.085,24.31,15.575
2001-07-02,29.76,13.97,124.13,11.145,15.135,23.3455,29.32,14.075,24.87,15.62
2001-07-03,29.76,13.945,124.1,11.11,15.115,23.3292,29.5,14.025,24.67,15.66
2001-07-05,29.41,13.66,121.68,11.065,15.25,23.1831,29.27,13.575,24.52,15.79
2001-07-06,28.86,13.335,119.05,10.935,15.195,22.7121,28.73,12.95,24.23,15.775
2001-07-09,28.7,13.43,119.7,11.035,14.98,22.7852,28.82,13.115,24.6,15.92
2001-07-10,28.7,13.37,118.26,10.915,15,22.233,28.38,12.715,24.4,15.945
2001-07-11,28.68,13.515,118.38,10.95,14.8,22.1924,28.09,12.78,24.27,16.02
2001-07-12,28.96,14.1,121.19,11.185,14.78,22.5822,28.77,13.63,24.12,15.855
2001-07-13,29.16,14.33,122.24,11.195,14.835,22.8502,29,13.67,24.3,15.815
2001-07-16,29.02,14.37,120.71,11.015,14.59,22.5254,28.51,13.34,24.12,15.925
2001-07-17,29.22,14.45,121.84,10.97,14.525,22.9882,29.09,13.5,24.48,15.95
2001-07-18,28.93,14.46,121.01,11.24,14.37,22.8583,29.18,12.985,25.18,15.785
2001-07-19,28.76,14.56,122.07,11.265,14.52,22.704,29.1,13.225,24.94,15.885
2001-07-20,28.83,14.575,121.34,11.19,14.83,22.5984,29.25,13.15,25.28,15.55
2001-07-23,28.27,14.305,118.95,10.97,14.66,22.4766,28.93,12.83,24.69,15.125
2001-07-24,28.14,14.1,117.8,10.64,14.135,22.1843,28.16,12.66,24.5,14.69
2001-07-25,28.3,14.375,119.1,10.865,14.79,22.3548,28.35,12.93,24.68,15.34
2001-07-26,29.13,14.39,120.35,10.805,15.09,22.5335,28.63,13.175,24.69,15.395
2001-07-27,29.17,14.35,120.81,10.835,15.16,22.6634,28.9,13.155,24.69,15.385
2001-07-30,29.17,14.445,120.85,10.76,15.175,22.5903,28.84,13.115,25,15.56
2001-07-31,28.96,14.45,121.35,11,15,22.842,28.84,13.11,25.05,15.435
2001-08-01,28.93,14.435,122.11,10.95,14.945,22.9395,29,13.46,25.05,15.615
2001-08-02,29.23,14.525,122.61,10.875,14.935,22.907,29.04,13.645,24.9,15.59
2001-08-03,28.99,14.43,121.94,10.85,14.71,23.0044,29.18,13.45,25.08,15.545
2001-08-06,28.8,14.17,120.3,10.865,14.69,22.6715,28.55,13.285,24.95,15.245
2001-08-07,28.88,14.33,120.77,10.785,14.69,22.9151,28.76,13.21,25,15.365
2001-08-08,28.68,14.15,118.53,10.69,14.39,22.4523,28.5,12.785,24.9,15.06
2001-08-09,28.55,14.1,118.88,10.595,14.475,22.5578,28.51,12.79,24.98,15.085
2001-08-10,28.6,14.09,119.29,10.865,14.49,22.5741,29.04,12.77,25.07,15.38
2001-08-13,28.82,13.93,119.32,10.9,14.56,22.5497,28.77,12.82,25.29,15.21
2001-08-14,28.45,13.97,119.27,10.85,14.64,22.5578,28.79,12.655,25.25,15.21
2001-08-15,28.06,13.85,118.24,10.91,14.86,22.4685,28.73,12.37,25.2,15.02
2001-08-16,28.2,13.955,118.65,10.79,14.775,22.4035,28.72,12.435,25.45,15.185
2001-08-17,27.89,13.59,116.75,10.855,14.665,22.0706,28.37,12.065,25.46,15
2001-08-20,28.1,13.76,117.83,10.865,14.56,22.2899,28.35,12.145,25.43,15.12
2001-08-21,28.26,13.42,115.82,10.915,14.55,22.0138,28.31,11.79,25.66,15.125
2001-08-22,28.15,13.455,117.02,10.89,14.56,22.1112,28.26,11.91,25.77,15.1
2001-08-23,28.3,13.385,116.6,10.975,14.69,22.1193,28.35,11.9,25.69,15.065
2001-08-24,28.81,13.64,119.02,11.125,14.81,22.1762,28.87,12.48,26,15.17
2001-08-27,28.45,13.625,118.31,11.145,14.79,21.9569,28.86,12.45,25.95,15.21
2001-08-28,28.05,13.51,116.58,11.04,14.635,21.6078,28.31,12.105,25.64,15.14
2001-08-29,27.8,13.26,115.54,10.9,14.575,21.4129,28.12,11.875,25.25,15.05
2001-08-30,27.23,12.99,113.32,10.86,14.365,21.2667,27.6,11.415,25.36,14.875
2001-08-31,27.49,13.185,114.15,10.955,14.365,21.3317,27.85,11.51,25.17,14.885
2001-09-04,27.37,13.255,113.42,10.955,14.45,21.2424,27.59,11.26,25.2,15.04
2001-09-05,27.39,13.26,113.7,11.095,14.5,21.1124,27.66,11.165,26.1,14.95
2001-09-06,26.59,12.78,110.77,10.82,14.4,20.6252,27.18,10.635,25.3,14.835
2001-09-07,26.07,12.315,108.72,10.48,14.39,20.2192,26.5,10.51,24.9,14.815
2001-09-10,25.73,12.21,110.05,10.275,14.435,20.2598,26.45,10.735,25.45,15.06
2001-09-17,23.58,11.075,104.3,9.515,14.14,19.3666,24,10.05,25.43,14.925
2001-09-18,23.15,11.14,104.05,9.5,13.455,19.123,23.66,9.96,25.12,15.03
2001-09-19,22.77,10.885,101.95,9.35,12.97,18.985,23.07,9.87,24.8,14.915
2001-09-20,21.9,10.51,98.71,8.995,12.605,18.1486,21.75,9.44,24.3,15.105
2001-09-21,21.96,10.525,97.28,8.825,12.54,17.7832,21.68,9.17,23.51,14.565
2001-09-24,22.64,11.105,100.7,9.245,12.21,18.7089,23.13,9.685,23.83,14.615
2001-09-25,22.48,11.135,101.75,9.27,12.075,19.0093,23.28,9.775,23.95,14.835
2001-09-26,22.69,11.17,101.39,9.195,11.99,19.1961,22.87,9.445,24.36,14.48
2001-09-27,23.04,11.2,102.27,9.295,12.465,19.5128,23.12,9.37,24.84,14.3
2001-09-28,23.5,11.485,104.44,9.6,12.91,20.0406,23.67,9.625,25.06,14.63
2001-10-01,23.06,11.475,104.27,9.63,12.73,19.9837,23.46,9.5,25.27,14.755
2001-10-02,23.36,11.795,105.58,9.67,13.01,20.2598,23.92,9.49,25.45,14.915
2001-10-03,24.23,12.21,107.35,9.79,13.19,20.5846,24.5,10.125,25.24,15.075
2001-10-04,24.16,11.95,107.44,9.62,13.5,20.4222,24.53,10.34,25.15,14.925
2001-10-05,23.9,12.05,107.23,9.79,13.6,19.8619,24.51,10.335,25.42,14.955
2001-10-08,23.72,11.805,106.53,9.585,13.625,19.4153,24.22,10.405,25.37,15.095
2001-10-09,23.5,11.815,105.96,9.675,13.65,19.5777,24.13,10.165,25.24,15.02
2001-10-10,24.01,12.305,108.32,9.94,14.255,19.8863,24.57,10.48,25.55,15.05
2001-10-11,24.58,12.7,110,10.265,14.25,20.203,25.3,10.985,25.37,14.83
2001-10-12,24.36,12.425,109.5,10.1,14.155,19.8863,25.06,10.96,25.35,14.74
2001-10-15,24.45,12.39,109.3,10.105,13.895,19.9756,25.23,10.885,25.46,14.705
2001-10-16,24.69,12.515,109.99,10.19,14.06,20.3004,25.17,11,25.32,14.815
2001-10-17,23.95,12.2,107.65,9.995,13.99,20.0974,24.58,10.5,25.11,14.8
2001-10-18,23.57,12.2,107.42,9.98,13.425,20.0731,24.48,10.475,25.3,14.515
2001-10-19,23.49,12.03,107.35,9.855,13.475,19.7483,24.34,10.615,25.6,14.765
2001-10-22,24.15,12.3,109.47,10.085,13.64,20.2273,24.85,10.865,25.85,14.485
2001-10-23,24.3,12.325,108.91,10.215,13.59,20.2761,24.72,10.875,25.52,14.115
2001-10-24,23.91,12.275,108.62,10.185,13.4,20.203,24.84,11.01,25.47,13.99
2001-10-25,24.05,12.39,110.57,10.165,13.74,20.4709,25.23,11.275,25.71,14.085
2001-10-26,24.26,12.52,110.32,10.34,14.005,20.7064,25.7,11.29,25.62,14.13
2001-10-29,23.64,12.085,107.45,10.09,13.875,19.9756,24.75,10.75,25.46,14.105
2001-10-30,23.31,11.855,106.16,10.015,13.41,19.935,24.21,10.53,25.19,13.895
2001-10-31,23.62,12.09,105.8,9.86,13.43,19.7564,24.09,10.675,24.9,13.86
2001-11-01,23.95,12.315,108.51,10.075,13.635,20.0812,24.59,11.045,25.48,13.975
2001-11-02,24.08,12.5,109.25,10.23,13.265,20.1867,24.97,11.06,25.44,14.03
2001-11-05,24.45,12.795,110.68,10.27,13.185,20.6252,25.34,11.4,25.49,14.165
2001-11-06,24.75,12.95,112.4,10.485,13.105,20.877,25.7,11.8,25.54,14.225
2001-11-07,24.61,12.86,112.25,10.48,13.16,20.9582,25.64,11.75,25.57,14.04
2001-11-08,24.82,12.97,112.6,10.49,13.415,21.0231,25.91,11.81,25.33,14.23
2001-11-09,24.67,12.9,112.72,10.52,13.675,20.8851,25.82,11.765,25.39,14.32
2001-11-12,24.73,12.945,112.03,10.375,13.64,20.7876,25.52,11.855,25.43,14.27
2001-11-13,25.45,13.275,114.55,10.655,13.75,21.3479,26.15,12.275,25.43,14.26
2001-11-14,25.75,13.575,114.66,10.83,13.08,21.3073,26.28,12.34,25.3,14.11
2001-11-15,26.05,13.575,114.87,10.875,12.42,21.1774,26.41,12.265,25.45,14.085
2001-11-16,26.05,13.425,114.36,10.93,12.65,21.0718,26.62,12.225,25.68,14.235
2001-11-19,26.5,13.87,115.77,11.045,12.62,21.5022,26.86,12.48,25.75,14.2
2001-11-20,26.5,13.7,114.8,11,13.085,21.3804,26.5,12.13,25.72,14.23
2001-11-21,26.24,13.57,114.04,10.925,12.915,21.1936,26.55,12.01,26.05,14.125
2001-11-23,26.35,13.725,115.68,11.135,13.035,21.5185,26.87,12.195,26.13,14.11
2001-11-26,26.69,13.835,115.93,11,12.82,21.6321,27,12.405,26.15,14.125
2001-11-27,26.6,13.585,115.43,11.085,12.83,21.6809,26.82,12.365,25.86,13.935
2001-11-28,26.19,13.5,113.34,10.975,12.53,21.0312,26.4,11.975,25.55,13.75
2001-11-29,26.25,13.595,114.87,10.97,12.745,21.2586,26.55,12.295,26.04,13.745
2001-11-30,26.36,13.7,114.05,11.11,12.68,21.0394,26.5,12.27,26,13.685
2001-12-03,26.38,13.5,113.37,10.84,12.85,20.747,26.27,12.095,25.99,13.71
2001-12-04,26.72,13.8,115.29,11.05,13.03,21.0312,26.59,12.4725,26,13.865
2001-12-05,27.65,14.21,117.4,11.3,13.3,21.3236,27.16,13.075,25.76,13.965
2001-12-06,27.75,14.05,117.34,11.325,12.905,21.5997,27.49,13.04,25.7,13.835
2001-12-07,27.59,14.055,116.56,11.085,12.99,21.4535,27.19,12.8,25.82,13.85
2001-12-10,26.96,13.87,114.38,10.895,12.81,21.1124,26.77,12.52,25.32,13.755
2001-12-11,27.15,13.775,114.15,10.98,12.6,21.2342,26.65,12.61,25.05,13.535
2001-12-12,27.03,13.8,114.28,10.895,12.63,21.153,26.78,12.66,25.1,13.685
2001-12-13,26.45,13.645,112.06,10.635,12.425,20.8201,26.59,12.21,24.85,13.67
2001-12-14,26.4,13.755,113.13,10.6,12.55,20.7064,26.32,12.26,24.75,13.575
2001-12-17,26.65,13.905,114.3,10.78,12.52,20.9906,26.72,12.495,25.38,13.635
2001-12-18,27.04,14.05,114.98,11.12,12.685,21.1855,27.36,12.545,25.24,13.76
2001-12-19,26.9,14.12,115.79,10.92,12.975,21.5997,27.62,12.365,25.55,14.055
2001-12-20,26.57,14.035,114.65,10.815,12.915,21.5103,27.46,11.94,25.59,13.985
2001-12-21,26.48,14.215,114.95,10.715,12.95,21.2667,27.77,12.1,25.76,13.78
2001-12-24,26.6,14.265,114.73,10.735,13.165,21.2505,27.8,12.055,25.757,13.89
2001-12-26,26.8,14.4,115.36,10.655,13.395,21.3479,27.9,12.15,25.82,13.875
2001-12-27,27.1,14.415,116.06,10.765,13.44,21.3317,27.89,12.255,25.66,14.06
2001-12-28,27.37,14.52,116,10.845,13.5,21.5591,28.05,12.28,25.55,14.01
2001-12-31,26.95,14.3,114.3,10.71,13.35,21.356,27.7,12,25.4,14.015
2002-01-02,27.18,14.345,115.53,10.79,13.25,21.3317,27.7,12.3,25.31,14.215
2002-01-03,27.3,14.3,116.84,10.99,13.17,21.4778,27.69,12.84,25.23,14.29
2002-01-04,27.62,14.535,117.62,11.2,13.23,21.7621,27.7,12.92,25.16,14.225
2002-01-07,27.65,14.45,116.79,11.2,13.225,21.7052,27.51,12.78,24.97,14.24
2002-01-08,27.8,14.5,116.52,11.01,13.11,21.4048,27.43,12.875,24.84,14.065
2002-01-09,27.65,14.3,115.57,10.945,13.125,21.5185,27.28,12.775,24.93,13.94
2002-01-10,27.73,14.4,116.08,10.755,13.025,21.4372,27,12.67,24.97,14.05
2002-01-11,27.55,14.13,114.94,10.625,12.775,21.3154,26.56,12.55,25.03,13.915
2002-01-14,27.35,14.025,114.22,10.275,12.62,21.153,26.26,12.355,25.23,14.045
2002-01-15,27.69,14.115,115.15,10.325,12.825,21.6159,26.29,12.435,25.26,14.05
2002-01-16,27.01,13.875,112.82,10.08,12.56,21.3479,25.4,12.13,25.02,13.99
2002-01-17,27.18,14.04,113.67,10.125,12.555,21.5509,25.51,12.43,25.25,13.85
2002-01-18,26.97,14,113.15,10.035,12.45,21.4697,25.68,12.015,25.15,13.825
2002-01-22,26.9,14.09,112.29,10.11,12.36,21.3966,25.83,11.585,25.43,13.525
2002-01-23,26.8,14.395,113.23,10.275,12.71,21.4941,25.7,11.76,25.52,13.725
2002-01-24,27.02,14.4,113.58,10.485,12.885,21.5185,25.93,11.935,25.15,13.695
2002-01-25,27.05,14.25,113.55,10.795,13.025,21.6565,26.29,11.89,25.1,13.61
2002-01-28,27.1,14.495,113.86,10.785,12.825,21.4372,26.27,11.975,25.1,13.61
2002-01-29,26.59,14.19,110.28,10.645,12.475,20.5034,25.27,11.55,24.79,13.435
2002-01-30,26.48,14.55,111.87,10.73,12.575,20.7633,25.55,11.7,25.09,13.42
2002-01-31,26.75,14.77,113.18,10.96,12.875,21.1124,25.95,11.87,25.23,13.51
2002-02-01,26.7,14.62,112.65,10.91,12.945,20.8526,25.75,11.65,25.25,13.54
2002-02-04,26.19,14.375,109.85,10.81,12.6,20.0974,24.61,11.32,24.98,13.4
2002-02-05,26.33,14.36,109.17,10.67,12.515,20.0974,24.27,11.145,25.27,13.22
2002-02-06,26.19,14.245,108.7,10.7,12.6,19.8132,24.45,11.08,25.15,12.955
2002-02-07,26.7,14.075,108.02,10.675,12.455,20,24.74,10.915,24.88,13.14
2002-02-08,27.25,14.2,110.09,10.89,12.595,20.5278,24.89,11.125,24.94,13.21
2002-02-11,27.5,14.625,111.44,11.185,12.76,20.7064,25.43,11.375,25.34,13.3
2002-02-12,27.25,14.5,111.09,11.11,12.7,20.4709,25.21,11.19,25.33,13.3
2002-02-13,27.7,14.715,112.27,11.23,12.775,20.8851,25.48,11.37,25.49,13.38
2002-02-14,27.78,14.77,112.06,11.205,12.88,20.8445,25.57,11.25,25.49,13.41
2002-02-15,27.35,14.6,110.89,11.25,12.89,20.5197,25.39,10.925,25.5,13.385
2002-02-19,26.9,14.43,108.76,11.035,12.775,19.9594,25.32,10.54,25.18,13.155
2002-02-20,27.55,14.715,110.59,11.195,12.735,20.3329,25.69,10.67,25.69,13.32
2002-02-21,27.35,14.575,108.3,11.3,12.885,20.0974,25.59,10.175,25.37,13.055
2002-02-22,27.6,14.595,109.64,11.4,13.24,19.9756,25.84,10.24,25.79,13.235
2002-02-25,28.08,14.84,111.45,11.46,13.43,20.4872,26.52,10.585,25.83,13.385
2002-02-26,28,15,111.22,11.48,13.36,20.4709,26.62,10.52,25.82,13.37
2002-02-27,27.9,14.975,111.65,11.545,13.35,20.6821,26.94,10.445,25.85,13.46
2002-02-28,27.98,14.85,111.15,11.54,13.315,20.747,26.6,10.328,25.76,13.485
2002-03-01,28.51,14.99,113.74,11.71,13.505,21.0312,27.22,10.845,26.25,13.775
2002-03-04,28.8,15.215,115.75,12.03,13.8,21.7458,28.15,11.24,26.26,13.94
2002-03-05,28.76,14.77,115.38,11.685,13.805,21.7621,27.8,11.275,25.8,13.93
2002-03-06,29.16,14.975,116.75,11.9,14.07,22.1275,28.64,11.385,26.01,14.225
2002-03-07,28.94,15.09,116.5,11.82,14.175,21.9326,28.3,11.345,26,14.14
2002-03-08,29.24,15.175,116.99,11.77,14.11,22.03,28.49,11.645,25.91,14.1
2002-03-11,29.1,15.105,117.24,11.755,14.26,22.1599,28.55,11.68,25.91,14.145
2002-03-12,29,15.135,117.17,11.775,14.385,22.1681,28.49,11.43,25.9,14
2002-03-13,28.9,15.1,116.04,11.625,14.29,21.9651,28.1,11.13,26.1,14
2002-03-14,29.1,15.1,115.88,11.785,14.285,22.0219,28.13,11,26.03,13.95
2002-03-15,29.62,15.275,116.65,11.855,14.34,22.4117,28.07,11.08,26.43,13.955
2002-03-18,29.88,15.28,116.67,11.9,14.45,22.3629,27.96,11.115,26.35,14.02
2002-03-19,29.85,15.345,117.45,12.01,14.625,22.3548,28.26,11.16,26.45,14.085
2002-03-20,29.86,15.285,115.24,11.955,14.47,22.0057,27.95,10.82,25.93,14
2002-03-21,29.67,15.095,115.29,11.76,14.55,22.0138,27.39,11.035,26.13,14.15
2002-03-22,29.51,15.025,115.04,11.665,14.21,22.0057,27.23,10.875,26.16,13.985
2002-03-25,29.07,14.75,113.61,11.515,14.08,21.6565,26.8,10.63,25.9,14.005
2002-03-26,28.9,14.95,114.27,11.73,14.195,21.9245,26.97,10.71,26.1,13.93
2002-03-27,29.33,15.05,114.57,11.975,14.525,22.2087,27.15,10.705,26.02,13.965
2002-03-28,29.59,15.02,114.52,11.855,14.445,22.0463,27.24,10.835,26.1,14.09
2002-04-01,29.32,14.74,114.57,11.79,14.545,22.0057,27.23,10.955,26.05,13.945
2002-04-02,29.15,14.475,113.94,11.74,14.725,22.0869,26.97,10.635,25.87,14.025
2002-04-03,28.77,14.365,113.14,11.575,14.405,21.7621,26.6,10.47,25.89,14.025
2002-04-04,29.18,14.56,112.67,11.43,14.145,21.9569,26.81,10.515,25.59,14.045
2002-04-05,29.53,14.65,112.69,11.585,13.985,22.0625,26.93,10.35,25.38,13.97
2002-04-08,29.65,14.87,112.93,11.635,14.2,22.1275,27.14,10.3,25.46,13.87
2002-04-09,29.69,14.975,112.14,11.625,13.995,22.2655,27.12,10.04,25.44,13.575
2002-04-10,29.96,15.15,113.41,11.875,14.155,22.3467,27.75,10.07,25.86,13.86
2002-04-11,29.46,14.92,110.59,11.74,14.01,21.7945,26.86,9.735,25.51,13.445
2002-04-12,29.56,15.225,111.42,11.68,13.55,22.0706,26.82,9.9,25.65,13.535
2002-04-15,29.54,14.995,110.57,11.65,13.815,21.7864,26.54,9.925,25.63,13.325
2002-04-16,29.74,15.215,113.2,11.855,14.075,22.233,27.01,10.375,25.9,13.65
