"date","stocks","bonds","gold","oil","usd"
2013-05-01,126.581657409668,78.4894027709961,141.110000610352,259.119995117188,18.5291843414307
2013-05-02,127.757286071777,78.4964599609375,141.919998168945,267.920013427734,18.6544952392578
2013-05-03,129.05290222168,78.2075424194336,142.089996337891,272.079986572266,18.6461391448975
2013-05-06,129.380737304688,78.0807189941406,142.149993896484,273.119995117188,18.6879138946533
2013-05-07,130.036560058594,78.038444519043,140.380004882812,272.079986572266,18.6879138946533
2013-05-08,130.628295898438,78.1089096069336,142.460006713867,275.200012207031,18.6043701171875
2013-05-09,130.260467529297,78.0032196044922,140.809997558594,273.359985351562,18.7798023223877
2013-05-10,130.684326171875,77.8481979370117,139.600006103516,273.119995117188,18.8800525665283
2013-05-13,130.788284301758,77.777717590332,138.429992675781,270.880004882812,18.9134712219238
2013-05-14,132.139831542969,77.5945053100586,137.809997558594,268.480010986328,18.988655090332
2013-05-15,132.8515625,77.7072677612305,134.630004882812,268.880004882812,19.0387783050537
2013-05-16,132.227813720703,77.9186248779297,134.089996337891,270.959991455078,19.0304260253906
2013-05-17,133.507400512695,77.7283782958984,131.070007324219,273.679992675781,19.1473808288574
2013-05-20,133.499359130859,77.6508865356445,135.119995117188,275.519989013672,19.0304260253906
2013-05-21,133.691314697266,77.7143096923828,132.880004882812,272.880004882812,19.0387783050537
2013-05-22,132.699615478516,77.4535827636719,131.940002441406,267.679992675781,19.1223201751709
2013-05-23,132.315765380859,77.4254150390625,134.610000610352,268.320007324219,18.9970073699951
2013-05-24,132.20378112793,77.4254150390625,133.759994506836,266.959991455078,18.97194480896
2013-05-28,132.995559692383,76.9463043212891,133.490005493164,270.320007324219,19.1056098937988
2013-05-29,132.131820678711,77.0519866943359,134.830001831055,264.799987792969,18.9635944366455
2013-05-30,132.619674682617,77.0307846069336,136.699996948242,266,18.8382816314697
2013-05-31,130.716293334961,76.8828430175781,133.919998168945,260.880004882812,18.8884105682373
2013-06-03,131.435989379883,76.9216918945312,136.509994506836,265.279998779297,18.7547454833984
2013-06-04,130.804214477539,76.7522506713867,135.229995727539,265.600006103516,18.7630958557129
2013-06-05,128.972869873047,76.7098770141602,135.520004272461,266.079986572266,18.7296829223633
2013-06-06,130.140502929688,76.9075241088867,136.529998779297,268.959991455078,18.4874134063721
2013-06-07,131.795959472656,76.6675567626953,133.279998779297,273.279998779297,18.5124759674072
2013-06-10,131.795959472656,76.5122146606445,133.940002441406,272,18.5208320617676
2013-06-11,130.436386108398,76.5192947387695,133.25,270.320007324219,18.3621063232422
2013-06-12,129.356735229492,76.3922424316406,134.25,272.239990234375,18.3537483215332
2013-06-13,131.324066162109,76.766357421875,133.740005493164,274.640014648438,18.2952766418457
2013-06-14,130.500335693359,76.7875595092773,134.429992675781,277.920013427734,18.278564453125
2013-06-17,131.508041381836,76.7310485839844,133.770004272461,278.079986572266,18.2451515197754
2013-06-18,132.54768371582,76.7028503417969,132.130004882812,279.679992675781,18.2618560791016
2013-06-19,130.716293334961,76.1874847412109,130.589996337891,278.239990234375,18.4289398193359
2013-06-20,127.477355957031,75.6792755126953,123.599998474121,269.040008544922,18.5375385284424
2013-06-21,127.88663482666,75.2557525634766,125.050003051758,265.839996337891,18.6628513336182
2013-06-24,126.270606994629,74.9522171020508,123.930000305176,269.119995117188,18.679557800293
2013-06-25,127.484619140625,75.036865234375,123.470001220703,269.920013427734,18.7129726409912
2013-06-26,128.746856689453,75.3545684814453,118.279998779297,270.399993896484,18.8132209777832
2013-06-27,129.502578735352,75.6722259521484,115.940002441406,274.640014648438,18.8048667907715
2013-06-28,128.971969604492,75.6792755126953,119.110000610352,273.440002441406,18.8466396331787
2013-07-01,129.727661132812,75.7839584350586,121.129997253418,277.359985351562,18.8048667907715
2013-07-02,129.607086181641,75.7839584350586,120.050003051758,281.679992675781,18.93017578125
2013-07-03,129.663345336914,75.6778717041016,120.73999786377,286.720001220703,18.8549880981445
2013-07-05,131.062240600586,74.8504791259766,118.089996337891,292.480010986328,19.130672454834
2013-07-08,131.809967041016,75.2393798828125,119.51000213623,291.279998779297,19.0805511474609
2013-07-09,132.75862121582,75.3172073364258,120.620002746582,294.160003662109,19.1557369232178
2013-07-10,132.806854248047,75.1191787719727,120.949996948242,299.440002441406,19.0304260253906
2013-07-11,134.615737915039,75.6212768554688,124.23999786377,296.079986572266,18.7296829223633
2013-07-12,134.672058105469,75.5364303588867,124.129997253418,300.480010986328,18.7714519500732
2013-07-15,135.186599731445,75.6991195678711,124.180000305176,301.359985351562,18.788158416748
2013-07-16,134.680130004883,75.8193130493164,124.889999389648,299.839996337891,18.6544952392578
2013-07-17,135.025833129883,75.9819717407227,123.319999694824,302.399993896484,18.6962642669678
2013-07-18,135.765441894531,75.8404998779297,124.01000213623,306.720001220703,18.7296829223633
2013-07-19,136.006607055664,76.0385360717773,125.110000610352,307.600006103516,18.679557800293
2013-07-22,136.271987915039,76.1375350952148,128.839996337891,303.359985351562,18.5960178375244
2013-07-23,135.982513427734,76.0951080322266,129.710006713867,304.720001220703,18.5375385284424
2013-07-24,135.48405456543,75.8476104736328,127.480003356934,299.200012207031,18.6043701171875
2013-07-25,135.813674926758,75.8759078979492,128.669998168945,300.640014648438,18.4790630340576
2013-07-26,135.958389282227,75.8546676635742,128.779998779297,297.679992675781,18.4623527526855
2013-07-29,135.540390014648,75.8546676635742,128.470001220703,297.040008544922,18.4623527526855
2013-07-30,135.540390014648,75.8263854980469,128.119995117188,293.359985351562,18.5041236877441
2013-07-31,135.636795043945,75.8829879760742,127.959999084473,298.880004882812,18.4539985656738
2013-08-01,137.204559326172,75.4542617797852,126.610000610352,306.160003662109,18.6127281188965
2013-08-02,137.437744140625,75.7093276977539,126.360000610352,303.519989013672,18.5124759674072
2013-08-05,137.236709594727,75.7447738647461,125.699996948242,302.640014648438,18.4874134063721
2013-08-06,136.456802368164,75.6668243408203,123.970001220703,299.679992675781,18.4372901916504
2013-08-07,136.014755249023,75.7660522460938,124.150001525879,296.079986572266,18.3621063232422
2013-08-08,136.513168334961,75.8723373413086,126.860000610352,294.720001220703,18.3036251068115
2013-08-09,136.119171142578,75.9219207763672,126.860000610352,300.720001220703,18.3203353881836
2013-08-12,135.958389282227,75.8723373413086,129.130004882812,302.079986572266,18.3704605102539
2013-08-13,136.360412597656,75.5676574707031,127.73999786377,303.200012207031,18.4623527526855
2013-08-14,135.660934448242,75.4684066772461,129,304.720001220703,18.4539985656738
2013-08-15,133.763595581055,75.1992416381836,131.690002441406,305.920013427734,18.3286895751953
2013-08-16,133.321395874023,74.9865646362305,132.580001831055,307.200012207031,18.3621063232422
2013-08-19,132.469207763672,74.7528076171875,132.009994506836,305.359985351562,18.3537483215332
2013-08-20,133.120361328125,74.9724578857422,132.449996948242,300.160003662109,18.2702140808105
2013-08-21,132.300323486328,74.6961517333984,132.070007324219,297.359985351562,18.3621063232422
2013-08-22,133.506271362305,74.788215637207,132.809997558594,300.320007324219,18.4038772583008
2013-08-23,133.956512451172,75.0361709594727,134.899993896484,303.600006103516,18.3704605102539
2013-08-26,133.458053588867,75.1708374023438,135.449996948242,303.679992675781,18.3704605102539
2013-08-27,131.311538696289,75.3692932128906,136.75,310.959991455078,18.3119812011719
2013-08-28,131.777755737305,75.2275772094727,136.710006713867,312.640014648438,18.3871669769287
2013-08-29,131.986785888672,75.3762893676758,135.869995117188,308.640014648438,18.5124759674072
2013-08-30,131.568740844727,75.255859375,134.619995117188,307.839996337891,18.5375385284424
2013-09-03,132.163681030273,75.0698471069336,136.419998168945,310.079986572266,18.5960178375244
2013-09-04,133.257110595703,74.96337890625,134.660003662109,306.720001220703,18.5291843414307
2013-09-05,133.42594909668,74.4593811035156,132.199996948242,309.519989013672,18.6544952392578
2013-09-06,133.490219116211,74.7362442016602,134.149993896484,314.880004882812,18.5458946228027
2013-09-09,134.768493652344,74.8853378295898,133.910003662109,311.519989013672,18.4539985656738
2013-09-10,135.765441894531,74.7504501342773,131.740005493164,306.720001220703,18.4539985656738
2013-09-11,136.191497802734,75.0060119628906,131.699996948242,307.839996337891,18.3871669769287
2013-09-12,135.829788208008,74.9208221435547,127.669998168945,310.959991455078,18.3871669769287
2013-09-13,136.13525390625,75.0272674560547,127.819999694824,310.799987792969,18.3704605102539
2013-09-16,136.923141479492,75.1834869384766,126.449996948242,304.880004882812,18.3286895751953
2013-09-17,137.534194946289,75.2544784545898,126.5,301.920013427734,18.2952766418457
2013-09-18,139.126037597656,75.8862991333008,132.009994506836,309.440002441406,18.0864219665527
2013-09-19,138.892807006836,75.7939453125,131.75,304.640014648438,18.1114864349365
2013-09-20,137.921768188477,75.7939453125,127.959999084473,302.160003662109,18.1198387145996
2013-09-23,137.283584594727,75.8507461547852,127.550003051758,298.160003662109,18.1281909942627
2013-09-24,136.960388183594,76.0281982421875,127.660003662109,297.760009765625,18.1616077423096
2013-09-25,136.564559936523,76.1347198486328,128.789993286133,295.040008544922,18.1031322479248
2013-09-26,137.08967590332,76.1204986572266,127.790000915527,296.640014648438,18.1449012756348
2013-09-27,136.459503173828,76.1630935668945,128.970001220703,295.679992675781,18.078067779541
2013-09-30,135.732376098633,76.0992050170898,128.179992675781,294.799987792969,18.0697154998779
2013-10-01,136.806976318359,76.0429840087891,124.589996337891,293.440002441406,18.0530052185059
2013-10-02,136.677688598633,76.142578125,127.059997558594,299.359985351562,17.9861736297607
2013-10-03,135.417373657227,76.1994857788086,127.180000305176,297.119995117188,17.9694690704346
2013-10-04,136.443374633789,76.1354751586914,126.529998779297,298.480010986328,18.0530052185059
2013-10-07,135.263870239258,76.1212539672852,127.639999389648,297.119995117188,18.0028839111328
2013-10-08,133.688522338867,76.0857620239258,127.400001525879,298.480010986328,18.0112342834473
2013-10-09,133.785446166992,76.0288391113281,126.110000610352,292.399993896484,18.0947761535645
2013-10-10,136.669555664062,76.1141662597656,124.269996643066,296.799987792969,18.1281909942627
2013-10-11,137.550170898438,76.142578125,122.599998474121,294,18.0947761535645
2013-10-14,138.099533081055,76.000373840332,122.830001831055,294.959991455078,18.0613613128662
2013-10-15,137.097793579102,75.9648361206055,123.730003356934,291.760009765625,18.1281909942627
2013-10-16,139.012435913086,76.2919540405273,123.540000915527,295.359985351562,18.1198387145996
2013-10-17,139.941513061523,76.5052719116211,127.419998168945,291.040008544922,17.9193420410156
2013-10-18,140.886688232422,76.6332702636719,126.849998474121,291.600006103516,17.9193420410156
2013-10-21,140.894775390625,76.5621337890625,126.980003356934,287.519989013672,17.9360485076904
