quintile,SR,corr
Q1,0.42674442399146933,0.16129420993283297
Q2,0.468071885744582,0.3205838202654795
Q3,-0.1258221950125314,0.5983035997090075
Q4,0.20670907232998412,0.42209796047062337
Q5,-0.060674661414125745,0.29830694116863227
