quintile,SR,corr
Q1,0.38312474511308814,-0.05790205191433589
Q2,0.2436865447573266,0.37211848352495247
Q3,0.03609999459715708,0.5797129884295991
Q4,0.2721456057018131,0.4729881060940915
Q5,-0.11034519926396967,0.061955348288382
