date,w_SPX,w_BOND,w_GOLD,w_OIL,w_USD,pnl,cum_pnl,K_market,regime_market,max_p_market,G_market,K_macro,regime_macro,max_p_macro,G_macro,turnover,macro_stress,gamma_eff
2005-01-03,0.0,0.5042263108105673,0.26996921601424567,0.10506065897562414,0.12074381419956276,-0.0053905598889612775,-0.0053905598889612775,5,4,0.9999978929448922,5,5,1,0.9999963372418822,5,0.0,0.06439043070783884,6.287808614156777
2005-01-04,8.650459010082709e-07,0.5042270315668121,0.26996982735843483,0.10505774221431764,0.12074453381453432,-0.0013643356243151531,-0.00675489551327643,5,4,0.9999970423065057,5,5,1,0.9999281768419653,5,2.9167613065097213e-06,0.08588478329057936,6.717695665811587
2005-01-05,1.933579641656149e-07,0.5042270300784425,0.2699698433071614,0.10505839777234409,0.12074453548408794,0.0014252765760744514,-0.005329618937201979,5,4,0.999999742624593,5,5,1,0.9999999993034049,5,6.731763065605348e-07,0.04207759460098677,5.841551892019735
2005-01-06,0.0,0.5042229698963797,0.2699662798681673,0.10506993040429279,0.12074081983116013,0.002808407329546106,-0.002521211607655873,5,4,0.9999994615194028,5,5,1,0.999996970331233,5,1.1532631948778559e-05,0.06330291522179762,6.266058304435953
2005-01-07,1.1233987099387124e-06,0.5042285274044818,0.2699712726814802,0.10505283432372219,0.12074624219160572,-0.0018993062132799316,-0.004420517820935804,5,4,0.9999997347002123,5,5,1,0.9999908255570241,5,1.709608057054096e-05,0.06796215497919171,6.359243099583835
2005-01-10,3.277595359680723e-07,0.5042290086351102,0.2699717295198398,0.10505221632048661,0.1207467177650275,0.003977885232393029,-0.0004426325885427754,5,4,0.9999993439225673,5,5,1,0.9999923927288993,5,1.4136424096842287e-06,0.06883888824810913,6.376777764962183
2005-01-11,1.0920870926219968e-07,0.5042292261918175,0.2699719310011696,0.10505180165368858,0.120746931944615,-5.5646259065914245e-05,-0.0004982788476086896,5,4,0.9999998221095251,5,5,1,0.9999834792478806,5,6.332176246988765e-07,0.07473882891487052,6.49477657829741
2005-01-12,0.0,0.5042277878953149,0.2699706524571723,0.10505594558699462,0.12074561406051829,0.0033889299537869042,0.002890651106178215,5,4,0.9999993478313617,5,5,1,0.9999950468433227,5,4.143933306016851e-06,0.06606265344213819,6.321253068842764
2005-01-13,2.0542301262659724e-07,0.5042288198399799,0.26997160022669014,0.10505274975919074,0.12074662475112653,0.005131197577170138,0.008021848683348352,5,4,0.9999986207508414,5,5,1,0.9999893602402311,5,3.1958278038361453e-06,0.07128373676660592,6.425674735332119
2005-01-14,0.0,0.5042280555535402,0.26997092158591396,0.10505510797563607,0.12074591488490982,-0.002393790417880487,0.005628058265467865,5,4,0.9999958778019156,5,5,1,0.9999936703942055,5,2.358216445271618e-06,0.06660649574195923,6.332129914839184
2005-01-17,0.0,0.5042279452003767,0.2699708262277929,0.10505541411551539,0.1207458144563151,-0.0009956705111884567,0.004632387754279408,5,4,0.9999956938627748,5,5,1,0.9999939810399832,5,3.0613987930111497e-07,0.0643747771434291,6.287495542868582
2005-01-18,0.0,0.5042278250081931,0.26997072218180396,0.10505574777824553,0.12074570503175745,0.0019282891632778011,0.006560676917557209,5,4,0.9999992142996057,5,5,1,0.9999949499435328,5,3.3366273018836656e-07,0.06560005608305353,6.312001121661071
2005-01-19,0.0,0.5042276950887362,0.2699706096833668,0.10505610848940906,0.12074558673848793,-3.972629695490383e-05,0.006520950620602305,5,4,0.9999992329878026,5,5,1,0.9999944007836833,5,3.607111635495208e-07,0.06592279228600431,6.318455845720086
2005-01-20,0.0,0.504225252882626,0.26996843531186193,0.10506295287907756,0.12074335892643448,-0.0008876773774761885,0.005633273243126117,5,4,0.9999994931967209,5,5,1,0.9999876730966141,5,6.844389668511641e-06,0.07063326746136772,6.412665349227354
2005-01-21,4.6506150231512787e-07,0.5042276157565067,0.26997063064455573,0.10505561417299716,0.1207456743644381,0.008121486626388511,0.013754759869514629,5,4,0.9999995707969704,5,5,1,0.9999728923933181,5,7.338706080401522e-06,0.07397824765749375,6.4795649531498745
2005-01-24,5.482096982246973e-07,0.5042299278605467,0.2699727852195126,0.10504879674111847,0.12074794196912415,-0.00024101905030854355,0.013513740819206085,5,4,0.9999998030310447,5,5,1,0.9999758111715749,5,6.817431878773913e-06,0.07468328075633118,6.493665615126623
2005-01-25,1.6161931880470143e-06,0.5042308179206677,0.2699735526840234,0.1050451837683921,0.12074882943372875,-0.00409641003407917,0.009417330785126915,5,4,0.9999989697919333,5,5,1,0.9999350764182321,5,3.6129727263080755e-06,0.08575902098202323,6.715180419640465
2005-01-26,1.6337990479601751e-06,0.5042375597293491,0.26997984058429114,0.10502552281810183,0.12075544306920985,0.0023658760426134794,0.011783206827740395,5,4,0.9999998610490296,5,5,1,0.9999592333475753,5,1.9660950290228345e-05,0.07805638564980033,6.561127712996006
2005-01-27,3.5546895100500977e-09,0.5042359020078089,0.2699783359039205,0.10503193411114425,0.12075382442243672,0.0003716722293605003,0.012154879057100896,5,4,0.9999998549346659,5,5,1,0.9999852184037266,5,6.411293042448012e-06,0.07206399660456544,6.441279932091309
2005-01-28,0.0,0.5042334155487475,0.2699761285269745,0.10503890121050694,0.120751554713771,-0.0008907909415797495,0.011264088115521147,5,4,0.9999999754514012,5,5,1,0.9999853813581523,5,6.967099362671966e-06,0.07290251720920318,6.458050344184063
2005-01-31,5.584665342239329e-07,0.5042363427383084,0.2699788251074561,0.10502985064852802,0.12075442303917334,-0.002875962351566559,0.008388125763954587,5,4,0.9999999766943938,5,5,1,0.9999522579175145,5,9.050561979014581e-06,0.08487102132009028,6.697420426401806
2005-02-01,0.0,0.5042352106065213,0.26997781433899093,0.1050336214520845,0.12075335360240323,0.0004981518254043907,0.008886277589358978,5,4,0.9999999435800644,5,5,1,0.9999877325412522,5,3.7708035565331193e-06,0.07210281920729125,6.4420563841458245
2005-02-02,0.0,0.5042349146320508,0.26997755936521955,0.1050344409757587,0.12075308502697094,-0.0021435092494687894,0.006742768339890189,5,4,0.9999999511945743,5,5,1,0.9999992865157092,5,8.195236741795342e-07,0.05312734240555622,6.062546848111125
2005-02-03,0.0,0.5042346417998527,0.2699773236520434,0.10503519759272245,0.12075283695538153,-0.00598495758322525,0.0007578107566649384,5,4,0.999999826202416,5,5,1,0.9999969196365881,5,7.566169637346354e-07,0.06088664257435473,6.217732851487094
2005-02-04,0.0,0.5042343845663139,0.26997710104377837,0.1050359115412436,0.1207526028486642,0.002602063818092442,0.0033598745747573803,5,4,0.9999997704874297,5,5,1,0.9999927170006605,5,7.139485211637986e-07,0.06435911990763014,6.287182398152603
2005-02-07,0.0,0.5042341162293572,0.2699768690956209,0.10503665587514067,0.12075235879988128,-4.716836533452597e-05,0.0033127062094228544,5,4,0.9999998272277821,5,5,1,0.9999964672613505,5,7.443338970528068e-07,0.061875024818619784,6.2375004963723955
2005-02-08,0.0,0.5042338745308128,0.2699766598688517,0.1050373268226829,0.12075213877765248,0.0007262980166486689,0.004039004226071523,5,4,0.9999999143749875,5,5,1,0.9999941079340529,5,6.709475423027911e-07,0.0649692771042801,6.299385542085602
