date,Q1,Q2,Q3,Q4,Q5
1978-08-31,-7.500000000000001e-4,0.0024166666666666672,-0.012416666666666666,0.005450000000000001,0.00925
1978-09-30,-0.014016666666666669,0.002316666666666666,0.009183333333333333,-0.008783333333333332,0.004616666666666667
1978-10-31,0.02626666666666666,-0.007199999999999998,0.022633333333333328,-0.012866666666666667,0.022633333333333328
1978-11-30,0.0015166666666666672,-0.003916666666666665,-0.00755,0.014816666666666667,0.01605
1978-12-31,0.006333333333333333,-8.000000000000016e-4,-0.011233333333333333,-0.0041333333333333335,0.0075
1979-01-31,0.021166666666666667,-0.013366666666666666,0.01186666666666667,-0.013366666666666666,5.999999999999998e-4
1979-02-28,2.3333333333333336e-4,0.008799999999999999,-0.0013000000000000002,0.0050999999999999995,-0.010566666666666663
1979-03-31,0.007466666666666667,-0.011433333333333335,-0.009633333333333334,9.333333333333334e-4,0.010566666666666669
1979-04-30,-0.0023,0.0030333333333333336,0.001733333333333333,0.001733333333333333,0.0095
1979-05-31,-0.0033833333333333324,0.00155,0.0021499999999999987,0.006750000000000002,-0.0028500000000000005
1979-06-30,0.0049166666666666655,5.16666666666667e-4,0.00545,-0.0026166666666666664,0.005183333333333332
1979-07-31,-0.009866666666666668,0.0020666666666666663,0.009866666666666668,-0.005366666666666668,-7e-4
1979-08-31,-0.02036666666666667,-9.333333333333343e-4,0.013233333333333333,-0.0019000000000000009,-0.005233333333333332
1979-09-30,-0.012783333333333332,-0.009983333333333332,0.011316666666666668,0.01445,0.010383333333333333
1979-10-31,0.0183,-0.023933333333333334,0.021500000000000002,0.0183,-0.0183
1979-11-30,-0.007866666666666668,0.017933333333333332,-0.007866666666666668,-0.007966666666666665,0.007866666666666668
1979-12-31,-0.006333333333333333,-0.0019,-0.008566666666666665,-0.006333333333333333,0.022066666666666665
1980-01-31,0.01568333333333333,0.009416666666666665,0.021583333333333333,0.02161666666666667,0.0032833333333333325
1980-02-29,0.025333333333333336,0.019933333333333334,-0.025333333333333336,0.022166666666666668,0.018066666666666665
1980-03-31,0.010750000000000001,-0.017450000000000004,-0.03221666666666667,0.010750000000000001,-0.010750000000000001
1980-04-30,-0.0032333333333333333,0.0032333333333333333,0.009966666666666665,-0.0105,0.0032333333333333333
1980-05-31,-0.0152,0.012933333333333333,0.009,-0.013766666666666668,-0.011666666666666667
1980-06-30,-0.003133333333333334,-0.0022333333333333337,0.0023999999999999994,-0.007766666666666667,-0.0070999999999999995
1980-07-31,-0.004716666666666667,-0.03791666666666666,-0.00375,-0.02438333333333333,-0.02438333333333333
1980-08-31,0.013166666666666669,-0.005399999999999999,5.00000000000001e-4,-9.333333333333334e-4,-0.006766666666666668
1980-09-30,-0.004933333333333335,-0.009166666666666668,0.002366666666666665,-0.01126666666666667,0.0066999999999999985
1980-10-31,0.024050000000000002,-2.833333333333345e-4,0.009516666666666666,-0.0037500000000000033,0.0056166666666666665
1980-11-30,-0.011816666666666665,0.0059833333333333336,-9.166666666666629e-4,-0.015116666666666662,0.06561666666666666
1980-12-31,0.004683333333333335,0.005616666666666668,0.004683333333333335,0.0013833333333333336,-0.027983333333333332
1981-01-31,0.013883333333333329,0.034083333333333334,0.02488333333333333,0.002616666666666663,-0.03994999999999999
1981-02-28,0.002433333333333333,0.0022999999999999995,8e-4,0.0033000000000000004,0.0033000000000000004
1981-03-31,-0.0056166666666666665,0.013349999999999999,-0.013183333333333337,0.006583333333333333,0.008516666666666667
1981-04-30,0.007483333333333332,0.0025833333333333337,-0.0010500000000000004,-0.005549999999999999,-0.0010500000000000004
1981-05-31,0.007183333333333333,0.008616666666666667,-0.0026833333333333327,7.499999999999995e-4,0.007183333333333333
1981-06-30,0.008099999999999996,2.999999999999993e-4,-0.004000000000000001,0.006899999999999999,-0.0301
1981-07-31,-0.005483333333333333,-0.01715,-0.01715,0.009016666666666668,-0.00705
1981-08-31,0.023566666666666666,0.017499999999999998,-0.006933333333333334,1.666666666666674e-4,-0.006933333333333334
1981-09-30,3.166666666666671e-4,0.024050000000000005,0.024050000000000005,0.032516666666666666,3.166666666666671e-4
1981-10-31,0.0017166666666666656,-0.014683333333333335,0.004516666666666668,-0.011883333333333334,0.035050000000000005
1981-11-30,0.004666666666666667,0.007300000000000001,0.0017,0.0017,0.0017
1981-12-31,-0.0031,0.011266666666666668,0.01163333333333333,-0.007,0.011966666666666667
1982-01-31,0.0019166666666666655,0.017450000000000004,-0.00505,0.01635,0.017450000000000004
1982-02-28,0.030399999999999996,0.04223333333333334,-0.04223333333333334,0.030399999999999996,0.010866666666666665
1982-03-31,-0.0026166666666666677,0.020183333333333334,0.010583333333333333,0.015916666666666666,-0.010516666666666667
1982-04-30,0.005466666666666667,-0.01186666666666667,0.003933333333333334,-0.010900000000000002,-0.010900000000000002
1982-05-31,-5.166666666666676e-4,0.011216666666666666,-5.166666666666676e-4,0.012583333333333335,0.014416666666666666
1982-06-30,0.008833333333333334,0.009133333333333334,-0.004500000000000001,0.0194,0.021099999999999997
1982-07-31,0.0152,0.0152,0.004533333333333333,0.015166666666666667,0.0030666666666666668
1982-08-31,0.004166666666666667,0.010333333333333333,0.015400000000000006,-0.02176666666666667,-0.026833333333333338
1982-09-30,-0.0037000000000000006,0.017366666666666666,0.0044,0.005699999999999999,0.0044
1982-10-31,0.015149999999999999,-0.021650000000000003,0.021349999999999997,-0.020649999999999998,-0.02231666666666667
1982-11-30,0.024166666666666666,0.0010333333333333306,0.011166666666666667,0.005166666666666667,-0.006066666666666665
1982-12-31,0.0022333333333333333,0.0022333333333333333,0.0024333333333333334,-0.0023000000000000004,3.6666666666666656e-4
1983-01-31,0.009350000000000004,0.006150000000000003,-0.005283333333333334,-0.01905,-0.002616666666666667
1983-02-28,0.01865,-0.002983333333333333,0.01745,-0.002983333333333333,0.010016666666666667
1983-03-31,0.002316666666666668,0.006849999999999999,0.016216666666666667,0.01165,0.007483333333333334
1983-04-30,0.017866666666666666,-0.005966666666666669,-0.005966666666666669,-0.005733333333333333,-0.009733333333333335
1983-05-31,9.666666666666678e-4,0.005633333333333334,-7.333333333333329e-4,0.012166666666666668,-0.015566666666666666
1983-06-30,-0.0019333333333333344,0.006566666666666665,0.018266666666666667,-0.007533333333333334,-0.018266666666666667
1983-07-31,0.003766666666666667,0.003766666666666667,0.013799999999999998,-0.0243,0.014266666666666669
1983-08-31,-0.0099,0.030266666666666664,-0.028533333333333338,-0.002066666666666668,0.014133333333333333
1983-09-30,0.004833333333333333,0.006499999999999999,0.002466666666666667,0.002466666666666667,0.002466666666666667
1983-10-31,-0.004766666666666668,-0.004766666666666668,-0.0226,0.003933333333333335,0.019166666666666665
1983-11-30,0.0074666666666666675,0.005666666666666667,-7.333333333333333e-4,-0.0058,2.666666666666666e-4
1983-12-31,9.833333333333337e-4,0.005416666666666668,0.006883333333333334,0.006150000000000002,0.002716666666666667
1984-01-31,0.008316666666666667,0.011250000000000001,0.014716666666666664,-0.019816666666666666,0.019816666666666666
1984-02-29,1.1666666666666683e-4,0.005383333333333335,-0.011250000000000001,-0.0033499999999999992,0.01975
1984-03-31,-1.6666666666666682e-4,0.0036666666666666666,0.005566666666666667,0.0014999999999999996,0.0051333333333333335
1984-04-30,0.009916666666666667,0.0073500000000000015,0.009083333333333334,6.16666666666667e-4,-0.00505
1984-05-31,-0.0018666666666666675,-0.011600000000000004,0.016733333333333336,0.008333333333333337,-0.004433333333333333
1984-06-30,3.333333333333335e-4,-0.0057,-0.006233333333333334,-0.009933333333333334,0.0095000000000000015
1984-07-31,0.006516666666666668,-0.012416666666666668,0.01575,0.004016666666666666,-0.011216666666666666
1984-08-31,0.004083333333333335,-0.031650000000000005,-0.03015,-0.031650000000000005,0.026183333333333336
1984-09-30,0.015150000000000002,0.01971666666666667,0.022516666666666667,0.010183333333333334,0.017949999999999997
1984-10-31,-8.166666666666669e-4,0.004483333333333332,0.010249999999999999,0.001983333333333333,0.003816666666666666
1984-11-30,0.0062499999999999995,-0.010483333333333332,0.01835,0.01835,-7.499999999999993e-4
1984-12-31,0.0036500000000000005,-6.16666666666667e-4,9.5e-4,-0.0042833333333333334,-0.011349999999999999
1985-01-31,-0.008433333333333333,-0.0051333333333333335,-0.01763333333333333,-0.04649999999999999,-0.008966666666666666
1985-02-28,0.0073999999999999995,0.006566666666666668,0.010633333333333333,0.0033333333333333335,-0.004533333333333333
1985-03-31,0.003233333333333333,0.020166666666666666,0.017366666666666666,0.008666666666666668,0.011466666666666667
1985-04-30,0.0106,0.016633333333333333,0.016166666666666666,0.014266666666666669,-0.002266666666666667
1985-05-31,0.014133333333333336,0.009366666666666667,0.009366666666666667,3.3333333333333245e-4,-0.011766666666666667
1985-06-30,0.009833333333333333,0.009833333333333333,0.007033333333333333,-7.333333333333324e-4,-0.011266666666666666
1985-07-31,-0.006516666666666667,-0.006516666666666667,-0.006516666666666667,-0.004116666666666667,-0.012416666666666668
1985-08-31,0.007616666666666665,0.0011833333333333331,0.008616666666666667,0.011983333333333332,0.011516666666666666
1985-09-30,-0.006666666666666667,-0.0050999999999999995,0.0136,0.019733333333333332,0.0099
1985-10-31,0.013316666666666666,0.010383333333333333,0.004883333333333332,0.004883333333333332,-0.00585
1985-11-30,0.009366666666666667,0.019066666666666666,4.666666666666669e-4,-0.020900000000000002,-0.021066666666666668
1985-12-31,0.0016166666666666662,0.0016166666666666662,0.0016166666666666662,0.012383333333333335,-0.014516666666666669
1986-01-31,0.008350000000000002,-0.0014833333333333337,-0.0029833333333333326,-4.5000000000000075e-4,0.003016666666666667
1986-02-28,0.009933333333333334,0.016199999999999996,0.0224,-0.013866666666666666,-0.013866666666666666
1986-03-31,0.002833333333333334,0.013466666666666668,0.010133333333333334,0.01476666666666667,-0.004133333333333334
1986-04-30,0.00345,0.0019499999999999997,-0.0031500000000000005,-0.00345,-0.012816666666666665
1986-05-31,0.014049999999999998,0.010383333333333333,0.014049999999999998,0.002916666666666667,-0.015150000000000002
1986-06-30,0.014383333333333337,0.008850000000000002,0.01501666666666667,0.01501666666666667,-0.0049833333333333335
1986-07-31,-0.003416666666666665,-0.005249999999999998,0.01618333333333333,-0.005249999999999998,0.011716666666666667
1986-08-31,-0.020016666666666665,0.008550000000000002,0.005516666666666665,-0.011683333333333332,0.002783333333333332
1986-09-30,-0.009,-0.008433333333333333,-0.009,-0.009,0.020200000000000006
1986-10-31,0.010549999999999999,0.010583333333333333,0.0029833333333333344,0.015283333333333335,-0.004350000000000002
1986-11-30,0.0011499999999999995,0.005016666666666667,-0.0021166666666666673,-0.0059833333333333336,0.0034833333333333335
1986-12-31,-0.002166666666666666,-0.002166666666666666,-0.0036666666666666666,0.0087,0.005166666666666667
1987-01-31,0.01413333333333333,0.014699999999999998,-0.021400000000000002,0.0253,-0.0341
1987-02-28,-0.003516666666666666,-0.00615,-0.00615,-0.018083333333333333,-0.03191666666666667
1987-03-31,0.017900000000000003,0.013566666666666666,-0.0015333333333333334,0.008133333333333333,0.008133333333333333
1987-04-30,-0.005316666666666667,-0.003583333333333332,-0.005316666666666667,0.0016499999999999996,0.0033833333333333332
1987-05-31,0.001,0.002933333333333333,-0.001,0.0025666666666666663,-6.333333333333333e-4
1987-06-30,-0.0041333333333333335,0.005333333333333335,0.015933333333333338,-0.009333333333333334,-6.666666666666561e-5
1987-07-31,0.012016666666666667,0.012016666666666667,0.015583333333333333,0.001383333333333333,0.002783333333333334
1987-08-31,0.0019000000000000004,0.0019000000000000004,0.013699999999999999,-0.006466666666666667,-0.016866666666666665
1987-09-30,-2.166666666666671e-4,-0.0017166666666666673,-0.001083333333333333,0.008383333333333333,0.011316666666666668
1987-10-31,-0.050233333333333345,-0.050233333333333345,-0.050233333333333345,0.019433333333333337,-0.06416666666666669
1987-11-30,0.01856666666666667,-0.016566666666666664,-8.66666666666667e-4,0.01856666666666667,-0.027033333333333336
1987-12-31,0.0231,0.014899999999999998,0.014899999999999998,0.0044666666666666665,-0.007799999999999998
1988-01-31,0.003566666666666667,0.005433333333333336,0.007533333333333332,-0.008599999999999998,-0.010466666666666666
1988-02-29,0.01593333333333333,0.011099999999999999,0.011099999999999999,3.0000000000000225e-4,-0.016
1988-03-31,0.009416666666666667,0.005516666666666667,0.01145,-6.166666666666678e-4,0.01898333333333333
1988-04-30,0.01195,0.01195,0.012250000000000002,0.01195,0.010383333333333335
1988-05-31,-0.0012666666666666675,-2.6666666666666706e-4,-2.6666666666666706e-4,0.0032,-0.0084
1988-06-30,0.012533333333333336,-0.006100000000000001,-0.004266666666666666,-0.027100000000000003,0.005300000000000002
1988-07-31,0.004083333333333334,0.004083333333333334,0.010483333333333332,0.00825,0.004083333333333334
1988-08-31,-4.999999999999897e-5,1.6666666666667287e-5,0.013883333333333336,0.013816666666666666,-0.012683333333333333
1988-09-30,0.0044666666666666665,-0.0019666666666666665,-0.0014000000000000009,-0.012433333333333333,0.006966666666666666
1988-10-31,0.0021666666666666657,0.006499999999999999,0.006499999999999999,0.006499999999999999,0.007899999999999999
1988-11-30,-0.0015333333333333351,-3.333333333333353e-4,-0.0017333333333333333,0.0011333333333333328,0.007233333333333334
1988-12-31,0.00495,0.003683333333333333,0.003683333333333333,-0.010016666666666669,0.009783333333333335
1989-01-31,0.005499999999999998,0.005499999999999998,0.012666666666666665,-0.011466666666666667,0.003466666666666665
1989-02-28,-0.0031833333333333345,0.005816666666666667,0.007049999999999998,-0.0037499999999999986,0.005816666666666667
1989-03-31,0.009283333333333333,0.009183333333333333,-2.1666666666666592e-4,0.0039499999999999995,0.007716666666666667
1989-04-30,0.0084,0.0068000000000000005,-0.010133333333333333,-0.005199999999999999,0.011733333333333333
1989-05-31,0.006549999999999998,0.006549999999999998,0.009549999999999998,-0.004383333333333334,0.006749999999999999
1989-06-30,-0.0019166666666666666,0.00315,0.0066166666666666665,0.011049999999999999,-0.009283333333333331
1989-07-31,0.0118,0.0118,0.004966666666666668,0.0015666666666666676,-0.012133333333333335
1989-08-31,0.005016666666666666,0.002983333333333333,0.002983333333333333,-0.0045833333333333325,-0.0033833333333333332
1989-09-30,0.006533333333333333,0.006533333333333333,3.3333333333333365e-4,0.009066666666666666,0.009066666666666666
1989-10-31,-0.01131666666666667,8.499999999999997e-4,8.499999999999997e-4,-3.166666666666656e-4,8.499999999999997e-4
1989-11-30,-0.0012833333333333332,0.003316666666666667,0.005783333333333334,0.007516666666666667,0.004050000000000001
1989-12-31,0.005133333333333334,0.012966666666666668,0.005133333333333334,0.001433333333333334,0.004633333333333334
1990-01-31,-0.018133333333333335,-0.018133333333333335,-0.018133333333333335,0.007866666666666666,0.011899999999999999
1990-02-28,0.002916666666666667,0.002916666666666667,-6.5e-4,-9.166666666666664e-4,0.002916666666666667
1990-03-31,-6.166666666666659e-4,-0.0011499999999999993,-0.0011499999999999993,-0.005916666666666667,-0.005916666666666667
1990-04-30,-0.005366666666666668,0.005833333333333333,0.005833333333333333,-0.011299999999999998,0.015566666666666666
1990-05-31,0.008883333333333332,0.008883333333333332,0.0032833333333333325,0.016916666666666663,-0.019249999999999993
1990-06-30,-0.0011166666666666658,-0.009416666666666665,0.0021833333333333336,-0.0011166666666666658,-0.0018500000000000003
1990-07-31,0.006733333333333332,0.006733333333333332,0.006733333333333332,0.006733333333333332,0.0239
1990-08-31,0.020633333333333333,-0.01313333333333333,-0.01313333333333333,-0.01313333333333333,0.03326666666666667
1990-09-30,0.020466666666666664,1.9999999999999996e-4,1.9999999999999996e-4,0.0126,0.032966666666666665
1990-10-31,0.004616666666666666,0.010983333333333333,0.021483333333333337,0.004616666666666666,0.004616666666666666
1990-11-30,-0.031316666666666666,-0.010150000000000001,-0.012083333333333335,-3.166666666666676e-4,-0.031316666666666666
1990-12-31,-0.0042,0.004066666666666667,-0.0048000000000000004,0.009300000000000001,-0.013066666666666666
1991-01-31,-0.0035333333333333328,-0.0035333333333333328,-0.0035333333333333328,-0.03206666666666667,-0.019166666666666665
1991-02-28,0.02545,0.008783333333333329,-0.015250000000000001,-0.004616666666666667,-0.02865
1991-03-31,0.010633333333333333,0.010633333333333333,0.010633333333333333,-0.006633333333333331,0.003466666666666667
1991-04-30,1.6666666666667145e-5,0.0011833333333333338,9.833333333333337e-4,0.0011833333333333338,0.0039499999999999995
1991-05-31,0.004366666666666667,0.004833333333333332,0.006566666666666668,-0.007366666666666667,-0.007833333333333333
1991-06-30,-0.0021833333333333353,-0.0011833333333333342,-0.004783333333333333,-0.0011833333333333342,0.008450000000000001
1991-07-31,0.0106,-1.999999999999988e-4,0.0106,-0.008866666666666667,-0.0035333333333333328
1991-08-31,0.008433333333333333,7.000000000000006e-4,0.008433333333333333,7.000000000000006e-4,-0.002133333333333333
1991-09-30,-0.008,-0.002166666666666667,-0.0074333333333333335,-0.002166666666666667,-0.002133333333333334
1991-10-31,0.004900000000000001,0.004900000000000001,0.004900000000000001,0.004900000000000001,0.0032666666666666673
1991-11-30,-0.007816666666666668,-0.007816666666666668,-0.007816666666666668,-0.007816666666666668,0.00545
1991-12-31,-0.03406666666666666,0.021733333333333327,0.0322,0.03583333333333333,-0.018666666666666668
1992-01-31,0.018916666666666665,0.021416666666666664,0.021416666666666664,0.025316666666666664,-0.0033499999999999992
1992-02-29,0.01753333333333333,0.01753333333333333,0.013900000000000001,0.009566666666666664,0.013666666666666666
1992-03-31,0.002483333333333333,0.011349999999999999,-0.003583333333333334,0.005650000000000001,0.011349999999999999
1992-04-30,0.002,-0.0016333333333333332,0.021166666666666667,-0.0016333333333333332,-0.0035
1992-05-31,0.0018833333333333332,0.0010833333333333335,0.0020833333333333333,0.005116666666666667,4.166666666666666e-4
1992-06-30,-6.499999999999994e-4,-0.002549999999999999,0.003483333333333333,-0.002549999999999999,0.014616666666666668
1992-07-31,0.004533333333333334,0.007266666666666667,0.007266666666666667,0.007266666666666667,-0.007300000000000001
1992-08-31,-0.003849999999999999,-0.002549999999999999,-0.003849999999999999,-0.003849999999999999,-0.006816666666666665
1992-09-30,0.001599999999999999,0.004833333333333333,0.006399999999999999,0.006399999999999999,-0.004499999999999999
1992-10-31,0.006516666666666666,0.006516666666666666,0.006516666666666666,-4.499999999999996e-4,0.003116666666666667
1992-11-30,-0.006050000000000001,0.006883333333333331,0.006883333333333331,0.008683333333333331,-0.019850000000000003
1992-12-31,0.017433333333333332,0.017433333333333332,0.006833333333333333,0.014066666666666667,0.008633333333333333
1993-01-31,0.02443333333333333,0.02443333333333333,0.02443333333333333,0.0047666666666666664,0.021199999999999997
1993-02-28,0.01681666666666667,0.028050000000000002,0.01681666666666667,0.018383333333333335,0.027650000000000004
