"date","dominant_regime","regime_prob","rolling_dd","daily_return","cum_return_window"
2009-03-13,4,1,-0.0453587149327063,-0.000970189640308262,-0.0299122907432318
2009-03-14,4,1,-0.0453587149327063,0,-0.0299122907432318
2006-05-31,1,1,-0.0453336443078403,-0.00407700900055793,-0.0351571544931579
2006-05-24,1,1,-0.0453336443078403,-0.0147245065774703,-0.0242802408060897
2006-05-25,1,1,-0.0453336443078403,0.00956096397147438,-0.013579576923459
2006-05-26,1,1,-0.0453336443078403,0.00289539686947262,-0.0154599471704748
2006-05-27,1,1,-0.0453336443078403,0,-0.0154599471704748
2006-05-28,1,1,-0.0453336443078403,0,-0.0154599471704748
2006-05-29,1,1,-0.0453336443078403,-0.000516774079723325,-0.0123163062550202
2006-05-30,1,1,-0.0453336443078403,-0.0018683723921715,-0.0257859577489047
2013-06-20,4,1,-0.0450550515069262,-0.0249504653775767,-0.0462169597667836
2013-06-21,4,1,-0.0450550515069262,0.00139992482478042,-0.0334972168711191
2013-06-22,4,1,-0.0450550515069262,0,-0.0334972168711191
2013-06-23,4,1,-0.0450550515069262,0,-0.0334972168711191
2009-04-09,1,1,-0.0447255092731093,-0.00368395010407996,-0.0404133056168861
2009-04-10,1,1,-0.0447255092731093,0.0010622569382452,-0.0373004183865019
2009-04-11,1,1,-0.0447255092731093,0,-0.0373004183865019
2008-09-22,1,1,-0.0443879402849185,0.0307808109561836,0.0300936867159588
2008-08-04,1,1,-0.0442314115431279,-0.0120994975520131,-0.0520991715254673
2008-07-30,1,1,-0.0436648543538622,0.00551652812042432,-0.0170271278217477
2008-07-31,1,1,-0.0436648543538622,-0.00178406760602053,-0.033222998954799
2008-07-29,1,1,-0.0436648543538622,-0.00415453837764048,-0.0235694044970586
2008-08-01,1,1,-0.0436648543538622,-6.72801339957866e-05,-0.0376336313896267
2008-08-02,1,1,-0.0436648543538622,0,-0.0376336313896267
2008-08-03,1,1,-0.0436648543538622,0,-0.0376336313896267
2011-09-23,4,1,-0.0436398246680477,-0.0186832627501126,-0.0393108704187219
2011-09-24,4,1,-0.0436398246680477,0,-0.0393108704187219
2011-09-25,3,0.999999999999981,-0.0436398246680477,0,-0.0393108704187219
2008-11-26,1,1,-0.0434990768334315,0.0153498021742809,0.00888832605956921
2008-11-27,1,1,-0.0434990768334315,0.00120125718380096,0.0323921934825701
2008-11-28,1,1,-0.0434990768334315,0.00612879334501039,0.033587300431777
2008-11-29,1,1,-0.0434990768334315,0,0.033587300431777
2008-11-30,1,1,-0.0434990768334315,0,0.033587300431777
2006-09-26,1,1,-0.0434537577007794,0.00324321294627774,-0.0374733720930417
2006-09-14,1,1,-0.0434011035072125,-0.00993378291497155,-0.0412213783970626
2006-09-15,1,1,-0.0434011035072125,0.00242898757612938,-0.0402589068670189
2006-09-16,1,1,-0.0434011035072125,0,-0.0402589068670189
2006-09-17,1,1,-0.0434011035072125,0,-0.0402589068670189
2006-09-18,1,1,-0.0434011035072125,0.006118619430787,-0.0262936138120968
2008-09-23,1,1,-0.0433674063639422,-0.0297290640898769,0.0128741211619674
2001-09-24,2,0.999999999997565,-0.0433034239926214,-0.00445060160378061,-0.0311663732220444
2001-09-27,2,0.999999998998352,-0.0433034239926214,0.00565743429241276,-0.0155742814311754
2001-10-04,2,0.999999999960047,-0.0433034239926214,0.00117368511241161,-0.0114371893346723
2001-09-25,2,0.999999999920268,-0.0433034239926214,0.0030095585515818,-0.025295805494106
2001-09-26,2,0.999999999190419,-0.0433034239926214,0.00484611979900015,-0.0218894152990868
2001-09-28,2,0.999999952713749,-0.0433034239926214,0.00849827566388447,-0.00445250778137585
2001-09-29,2,0.999999999999936,-0.0433034239926214,0,-0.00445250778137585
2001-09-30,2,0.999999999920885,-0.0433034239926214,0,-0.00445250778137585
2001-10-01,2,0.999999999991226,-0.0433034239926214,-0.00133029094570271,-0.00404674215560276
2001-10-02,2,0.999999931286779,-0.0433034239926214,0.000498661979058266,-0.0150446883569343
2001-10-03,2,0.999999996874614,-0.0433034239926214,0.00362500064950013,-0.00405349938814132
2001-10-05,2,0.999999620175392,-0.0433034239926214,-0.000333394838660165,-0.0176583737291351
2001-10-06,2,0.999999809084835,-0.0433034239926214,0,-0.0176583737291351
2009-12-23,3,0.999999999999998,-0.0432481513435166,0.00214802423134176,-0.0439512452514274
2006-02-20,1,1,-0.0431050212740144,0.00125683486524406,-0.0287997569789503
2011-10-11,4,1,-0.0430890957446655,-0.00160691062476697,-0.0312279276257019
2009-03-15,4,1,-0.0428531851087435,0,-0.0299122907432318
2008-08-05,1,1,-0.0428415383888944,-0.00625221087842994,-0.0504836224215578
2009-12-21,3,0.999999999999998,-0.0424976905619471,-0.0117192276116437,-0.037363893795176
2013-07-09,4,1,-0.0420128292295421,0.00489707871474337,-0.0330870848365913
2008-12-24,1,1,-0.0419226867153945,0.00874746515779588,0.00128054448258579
2008-12-25,1,1,-0.0419226867153945,-0.000706034063678826,0.0128288473631599
2008-12-26,1,1,-0.0419226867153945,0.0140977891145206,0.0419441442538561
2008-12-27,1,1,-0.0419226867153945,0,0.0419441442538561
2008-12-28,1,1,-0.0419226867153945,0,0.0419441442538561
2008-12-29,1,1,-0.0419226867153945,0.00371680502398477,0.0304107056813051
2008-12-30,1,1,-0.0419226867153945,0.00095023252015595,0.0351222550446503
2009-01-01,1,1,-0.0419226867153945,0.000931922296840865,-0.00319602345157971
2009-01-02,1,1,-0.0419226867153945,-0.00695331142925286,-0.00795682558287731
2009-01-03,1,1,-0.0419226867153945,0,-0.00795682558287731
2009-01-04,1,1,-0.0419226867153945,0,-0.00795682558287731
2009-01-05,1,1,-0.0419226867153945,-0.00839611991975927,-0.0196622603461784
2008-12-23,1,1,-0.0419226867153945,-0.00610606294733095,-0.00963900845182292
2008-12-31,1,1,-0.0419226867153945,-0.00240361871978082,0.0147479858599221
2008-07-25,1,1,-0.0418327273525108,-0.00340830207516334,-0.0328930918919118
2008-07-26,1,1,-0.0418327273525108,0,-0.0328930918919118
2008-07-27,1,1,-0.0418327273525108,0,-0.0328930918919118
2008-07-28,1,1,-0.0418327273525108,0.00232241137628914,-0.0239169062219636
2008-07-24,1,1,-0.0407199039480773,0.0022954786707298,-0.0290780650159683
2008-07-23,1,1,-0.0407199039480773,-0.0125092339091056,-0.0337191512202321
2008-08-06,1,1,-0.0405389032185313,0.00134968958443724,-0.0414918488044571
2008-08-07,1,1,-0.0405389032185313,-0.000277068172759334,-0.0344149527038843
2006-05-19,1,1,-0.0404842139371509,-0.0117596794224525,-0.0157243780472856
2006-05-20,1,1,-0.0404842139371509,0,-0.0157243780472856
2006-05-21,1,1,-0.0404842139371509,0,-0.0157243780472856
2006-05-22,1,1,-0.0404842139371509,0.00156343022231322,-0.018828773982496
2006-05-23,1,1,-0.0404842139371509,0.00831164598446769,-0.0170727412563998
2003-03-21,2,0.999464020562184,-0.0402312870554311,-0.00769962633996167,-0.0388535099758575
2003-03-22,2,0.999859103843602,-0.0402312870554311,0,-0.0388535099758575
2003-03-23,2,0.999999995884616,-0.0402312870554311,0,-0.0388535099758575
2003-03-24,2,0.999999952317282,-0.0402312870554311,0.00736264642282256,-0.0291090459552003
2003-03-25,2,0.983324950200033,-0.0402312870554311,0.00843257709954176,-0.0223741340976027
2003-03-26,2,0.998189881754776,-0.0402312870554311,-0.00963927708044333,-0.0331630336412739
2007-01-18,1,1,-0.0397525356509403,-0.00796489605507115,-0.0341651455111275
2007-01-11,1,1,-0.0397525356509403,-0.00640884182377012,-0.0356739526575804
2007-01-12,1,1,-0.0397525356509403,0.0112192882112884,-0.0226916072979564
2007-01-13,1,1,-0.0397525356509403,0,-0.0226916072979564
2007-01-14,1,1,-0.0397525356509403,0,-0.0226916072979564
2007-01-15,1,1,-0.0397525356509403,-0.000428507198847312,-0.0229221053409981
2007-01-16,1,1,-0.0397525356509403,-0.00609128819857027,-0.030093570121591
2007-01-17,1,1,-0.0397525356509403,0.00624957692415267,-0.0235481400498149
2007-01-19,1,1,-0.0397525356509403,0.0086765414964477,-0.0266308456892559
2007-01-20,1,1,-0.0397525356509403,0,-0.0266308456892559
2007-01-21,1,1,-0.0397525356509403,0,-0.0266308456892559
2007-01-22,1,1,-0.0397525356509403,-0.00478496568511345,-0.031443660771226
2006-06-27,1,1,-0.0397184824150302,-0.00177467414878465,-0.027632601178735
2006-02-21,1,1,-0.0396418910138597,0.00242117412075293,-0.0240987258506521
2009-03-04,4,1,-0.0394097074865606,-0.00528797382236027,-0.0102123816822325
2009-03-05,4,1,-0.0394097074865606,0.0173519871232492,0.000286095669033613
2009-03-06,4,1,-0.0394097074865606,-0.000201621718838284,0.00766484677919485
2009-03-07,4,1,-0.0394097074865606,0,0.00766484677919485
2009-03-08,4,1,-0.0394097074865606,0,0.00766484677919485
2009-03-09,4,1,-0.0394097074865606,-0.00575162628059376,0.000332887226996156
2008-12-03,1,1,-0.0393261235873953,-0.00217208777661283,0.027809371904373
2008-09-24,1,1,-0.0388949959802019,-0.00360867905611668,0.0102859760268271
2008-09-25,1,1,-0.0388949959802019,0.00723048647922016,0.0261074040107739
2008-09-26,1,1,-0.0388949959802019,-0.00541515622447548,0.0190276315526242
2008-09-27,1,1,-0.0388949959802019,0,0.0190276315526242
2008-09-28,1,1,-0.0388949959802019,0,0.0190276315526242
2011-12-15,4,1,-0.0388822647906096,-0.00279916991972325,-0.0240953567286094
2011-12-16,4,1,-0.0388822647906096,0.00683649112292869,-0.0141584008580057
2011-12-17,4,1,-0.0388822647906096,0,-0.0141584008580057
2011-12-18,3,0.999999999999877,-0.0388822647906096,0,-0.0141584008580057
2011-12-19,3,0.999999999999875,-0.0388822647906096,0.000267084030764513,-0.0224787916993142
2011-12-20,4,1,-0.0388822647906096,0.00748916508056476,-0.0166877459185294
2011-12-23,4,1,-0.0388822647906096,-0.00117497468587347,-0.0239141390211635
2011-12-24,4,1,-0.0388822647906096,0,-0.0239141390211635
2011-12-25,3,0.999999999999877,-0.0388822647906096,0,-0.0239141390211635
2011-12-26,3,0.999999999999865,-0.0388822647906096,0.000163247447751336,-0.0201698623179838
2011-12-27,4,1,-0.0388822647906096,-0.000200664956307052,-0.0213264419548475
2011-12-21,4,1,-0.0388822647906096,0.000394630839559545,-0.0222843070628608
2011-12-22,4,1,-0.0388822647906096,0.00018526754973274,-0.0197759807904567
2001-09-21,1,0.890239655896355,-0.0388528223888408,-0.00428302369202613,-0.0263737147682984
2001-09-22,2,0.971573433354388,-0.0388528223888408,0,-0.0263737147682984
2001-09-23,2,0.999370604049558,-0.0388528223888408,0,-0.0263737147682984
2009-01-06,1,1,-0.0387394892315483,0.00253010251628592,-0.0294074542182822
2020-03-09,4,1,-0.0383476399561102,-0.0212928338164946,-0.0311359256591879
2020-03-10,4,1,-0.0383476399561102,0.00596843087077586,-0.0272720508143571
2003-03-28,2,1,-0.0379883617920145,0.00231362734503502,-0.026887991369053
2003-03-29,2,1,-0.0379883617920145,0,-0.026887991369053
2003-03-27,2,0.999928312638683,-0.0379883617920144,0.00263079663600544,-0.0314445439775047
2003-03-30,2,1,-0.0378964577581414,0,-0.026887991369053
2008-04-01,1,1,-0.0378953176979318,-0.00581691004732542,-0.0299304995442794
2008-04-02,1,1,-0.0378953176979318,0.0110817882510186,-0.0233369479675634
2009-04-12,1,1,-0.0378106468117745,0,-0.0373004183865019
2008-08-24,1,1,-0.037668407089132,0,-0.0360254169477417
2008-12-01,1,1,-0.0376305627793957,-0.0376305627793957,-0.0095078830312848
2008-12-02,1,1,-0.0376305627793957,0.000476526968613222,0.007371846590508
2009-04-13,1,1,-0.0375507699829213,0.00754435766867702,-0.02284119825649
2009-04-15,1,1,-0.0375507699829213,0.00239924609030203,-0.0159994789862337
2009-04-16,1,1,-0.0375507699829213,-0.0100557141092125,-0.026216179271458
2009-04-17,1,1,-0.0375507699829213,-0.00473674284706704,-0.0277820631839797
2009-04-18,1,1,-0.0375507699829213,0,-0.0277820631839797
2009-04-19,1,1,-0.0375507699829213,0,-0.0277820631839797
2009-04-20,1,1,-0.0375507699829213,0.0117427631476927,-0.0174814432670107
2009-04-21,1,1,-0.0375507699829213,-0.00217073252094946,-0.0205482683282903
2009-04-14,1,1,-0.0375507699829213,-0.000747094107057379,-0.0191201216934693
2018-12-21,3,1,-0.0374805302659237,-0.00570516968792996,-0.0319112519635987
2018-12-22,3,1,-0.0374805302659237,0,-0.0319112519635987
2018-12-23,3,1,-0.0374805302659237,0,-0.0319112519635987
2012-05-16,4,1,-0.0372361846102186,-0.00191029276223795,-0.029889053593145
2012-05-17,4,1,-0.0372361846102186,0.0077250611289709,-0.0262680975828885
2012-05-18,4,1,-0.0372361846102186,0.00171663829328487,-0.0270613878780048
2012-05-19,4,1,-0.0372361846102186,0,-0.0270613878780048
2012-05-20,3,0.999999999999856,-0.0372361846102186,0,-0.0270613878780048
2012-05-21,3,0.999999999999849,-0.0372361846102186,0.00179565044733878,-0.0258028907955198
2007-03-13,1,1,-0.0372059678635155,-0.00979242145196983,-0.0163561700397391
2007-03-14,1,1,-0.0372059678635155,0.0019167095347454,-0.0263095980967014
2007-03-15,1,1,-0.0372059678635155,-0.000112898544231463,-0.027588002395963
2007-03-16,1,1,-0.0372059678635155,-1.73626044408583e-05,-0.0298560127311855
2007-03-17,1,1,-0.0372059678635155,0,-0.0298560127311855
2007-03-18,1,1,-0.0372059678635155,0,-0.0298560127311855
2006-02-13,1,1,-0.0370547846443093,-0.00783821405271521,-0.0302632770412951
2006-02-14,1,1,-0.0370547846443093,0.000593957815884322,-0.0261659958311588
2008-04-04,1,1,-0.0369422457039735,0.00809994076907195,-0.017026591960099
2008-04-05,1,1,-0.0369422457039735,0,-0.017026591960099
2008-04-06,1,1,-0.0369422457039735,0,-0.017026591960099
2008-04-07,1,1,-0.0369422457039735,0.00503559357359864,-0.00858785432924939
2008-04-03,1,1,-0.0369422457039734,-0.000995351250438819,-0.027808880697352
2009-04-03,1,1,-0.0366790034247258,-0.0105677077854806,-0.0218330547380072
2009-04-04,1,1,-0.0366790034247258,0,-0.0218330547380072
2009-04-05,1,1,-0.0366790034247258,0,-0.0218330547380072
2009-12-15,3,0.999999999999876,-0.0366408379765796,0.000523576169294754,-0.0205798545022104
2009-12-11,3,0.999999999999996,-0.0366408379765796,-0.0071010001516379,-0.0200128900274677
2009-12-12,3,0.999999999999955,-0.0366408379765796,0,-0.0200128900274677
2009-12-13,3,0.999999999999845,-0.0366408379765796,0,-0.0200128900274677
2009-12-14,3,0.999999999999988,-0.0366408379765796,0.00380333962470236,-0.0187054868890973
2009-12-16,3,0.999999999999984,-0.0366408379765796,0.00453838447156985,-0.0225110748101826
2009-12-17,3,0.999999999999983,-0.0366408379765796,-0.00565210307026258,-0.0294078364302157
2009-12-18,3,0.999999999999972,-0.0366408379765796,0.00264917783097179,-0.0262813406860619
2009-12-19,3,0.999999999999919,-0.0366408379765796,0,-0.0262813406860619
2009-12-20,3,0.999999999999991,-0.0366408379765796,0,-0.0262813406860619
2006-06-01,1,1,-0.0364414449834689,-0.0060890868611374,-0.0454285258004834
2006-06-02,1,1,-0.0364414449834689,0.0127983300506977,-0.0236431149327712
2006-06-03,1,1,-0.0364414449834689,0,-0.0236431149327712
2006-09-12,1,1,-0.0364390137593937,-0.00405122322149042,-0.0371485786716962
2006-09-13,1,1,-0.0364390137593937,0.00297169316715269,-0.0294212397463487
2018-12-25,3,1,-0.036253086221582,2.94589600358108e-05,-0.0344328019005538
2018-12-26,3,1,-0.036253086221582,0.0125735848998133,-0.0226642578548458
2018-12-24,3,1,-0.036253086221582,-0.00503594610369307,-0.0425164763696168
2011-12-14,4,1,-0.0360830948708864,-0.0163895521003602,-0.0209167069538526
2012-05-22,4,1,-0.0360406828591053,-0.00829544496103572,-0.0342942797016598
2018-02-08,4,1,-0.0360363959192557,-0.00982183093864349,-0.0313313564962735
2018-02-09,4,1,-0.0360363959192557,0.00330442843740048,-0.0279319126094454
2018-02-10,4,1,-0.0360363959192557,0,-0.0279319126094454
2018-02-11,4,1,-0.0360363959192557,0,-0.0279319126094454
2018-02-12,4,1,-0.0360363959192557,0.0031389642125874,-0.0269031718702897
2018-02-15,4,1,-0.0359841367422713,0.00186171562564856,-0.0212656107290355
2018-02-13,4,1,-0.0359841367422713,0.00104550416896148,-0.0285474991003064
2018-02-14,4,1,-0.0359841367422713,0.00292921922197887,-0.0237828081010438
2018-02-16,4,1,-0.0359841367422713,0.000723113915388517,-0.022981191160306
2018-02-17,4,1,-0.0359841367422713,0,-0.022981191160306
2008-12-22,1,1,-0.0358166237680635,-0.00200016400736877,-0.00305641853587875
2007-03-05,1,1,-0.0354882705299922,-0.00940085700064878,-0.00935946871210322
2007-03-06,1,1,-0.0354882705299922,0.0100777252828747,-0.00519929503122781
2007-03-07,1,1,-0.0354882705299922,0.00267655662121741,-0.00418952329744588
2007-03-08,1,1,-0.0354882705299922,0.00317105211646425,-0.0011372393349988
2007-03-09,1,1,-0.0354882705299922,-0.0061355939585859,-0.0115833708734081
2007-03-10,1,1,-0.0354882705299922,0,-0.0115833708734081
2007-03-11,1,1,-0.0354882705299922,0,-0.0115833708734081
2007-03-12,1,1,-0.0354882705299922,-0.00171501594352388,-0.0145200740537807
2012-05-15,4,1,-0.0353258918479806,-0.00383638841325115,-0.0261757833691657
2006-02-22,1,1,-0.0347448241331052,-0.00394466784539461,-0.024580263435892
2008-09-04,1,1,-0.0346963647992436,-0.00859094150472665,-0.0149877479614148
2008-09-05,1,1,-0.0346963647992436,0.00166461623367415,-0.00563585694533405
2008-09-06,1,1,-0.0346963647992436,0,-0.00563585694533405
2008-09-07,1,1,-0.0346963647992436,0,-0.00563585694533405
2008-09-08,1,1,-0.0346963647992436,0.0024539148873122,-0.00545839880956472
2006-02-23,1,1,-0.0346108234292485,-0.00758032777718088,-0.0272635243323183
2006-02-24,1,1,-0.0346108234292485,0.0154306434845358,-0.01118407008189
2006-02-25,1,1,-0.0346108234292485,0,-0.01118407008189
2006-02-26,1,1,-0.0346108234292485,0,-0.01118407008189
2001-09-20,1,0.943966251645618,-0.0345697986968146,-0.0102893988338367,-0.0236534442431065
2012-03-14,4,1,-0.0342329191259704,-0.0125333895527715,-0.0299494852963981
2012-03-16,4,1,-0.0342329191259704,0.00205564401721441,-0.0289811155455055
2012-03-17,4,1,-0.0342329191259704,0,-0.0289811155455055
2012-03-18,3,0.999999999999851,-0.0342329191259704,0,-0.0289811155455055
2012-03-15,4,1,-0.0342329191259704,0.00303604726590224,-0.0297573673895698
2012-03-19,3,0.999999999999852,-0.0342329191259704,-0.000292865258140014,-0.0289006072901487
2009-03-03,4,1,-0.0341217336642003,-0.00530623590058002,0.00843312773679639
2006-09-27,1,1,-0.033898694461325,0.0113763443279151,-0.0191534904104604
2008-06-04,1,1,-0.0338775546537715,-0.00403649078171139,-0.00174740211840604
2008-06-05,1,1,-0.0338775546537715,0.00931178375009377,-0.0026161714787733
2008-06-06,1,1,-0.0338775546537715,0.0161106778377823,0.00369792887056352
2008-06-07,1,1,-0.0338775546537715,0,0.00369792887056352
2008-06-08,1,1,-0.0338775546537715,0,0.00369792887056352
2008-06-09,1,1,-0.0338775546537715,-0.00927423301920275,-0.0073287825784867
2008-06-10,1,1,-0.0338775546537715,-0.0144649597514126,-0.0280394485550753
2008-12-21,1,1,-0.0338164597606948,0,-0.0386868173079057
2001-02-21,1,1,-0.0337014175065537,-0.00402436277942283,-0.0280325142738838
2006-06-29,1,1,-0.0336749110521385,0.0168660006964375,0.00265427418445767
2006-06-28,1,1,-0.0336749110521385,-3.244872168067e-05,-0.0211425068665769
2006-06-30,1,1,-0.0336749110521385,0.00776206122433897,0.00952912641709135
2006-07-01,1,1,-0.0336749110521385,0,0.00952912641709135
2013-05-03,4,1,-0.0336644233294406,0.000617968716176813,0.00283485100340748
2013-05-04,4,1,-0.0336644233294406,0,0.00283485100340748
2013-05-02,4,1,-0.0336644233294406,0.00587274382932177,-0.0155619065479637
2007-01-10,1,1,-0.0333436938271702,-0.00635818785929286,-0.0328645971232944
2006-09-11,1,1,-0.0330973554502058,-0.0116699970132525,-0.033886963348093
2003-03-31,2,1,-0.0330788353222465,0.00423002565450132,-0.0225660616806787
2003-04-01,2,1,-0.0330788353222465,-0.00435971335801826,-0.0217914228570928
2008-08-25,1,1,-0.0327658857951393,-0.000948843630709148,-0.0248747630264377
2008-08-26,1,1,-0.0327658857951393,0.00444779733033834,-0.0141747548176694
2018-02-18,4,1,-0.0326339523496838,0,-0.022981191160306
2022-03-28,3,0.999999999999912,-0.0326190209359218,-0.00219089309671902,-0.0291524705755857
2003-03-20,2,0.818296587139998,-0.0325316607154694,-0.00740068557461496,-0.0251453522958442
2008-08-27,1,1,-0.0324888176223799,0.00470729676455807,-0.0108171476375486
2025-04-11,4,1,-0.0322902829342056,3.32546354133486e-05,-0.00150909642604573
2025-04-12,4,1,-0.0322902829342056,0,-0.00150909642604573
2025-04-13,4,1,-0.0322902829342056,0,-0.00150909642604573
2025-04-16,4,1,-0.0322902829342056,0.0100789654963632,0.0115045991695024
2025-04-21,4,1,-0.0322902829342056,0.00467536423884948,0.00170105030842479
2025-04-22,4,1,-0.0322902829342056,-0.00357801892467752,-0.00225987761360148
2025-04-08,4,1,-0.0322902829342055,-0.00309213959501762,-0.0160879975060636
2025-04-09,4,1,-0.0322902829342055,0.0146885577722257,-0.00477097461181493
2025-04-10,4,1,-0.0322902829342055,0.00217884731046608,-0.00401177794382383
2025-04-14,4,1,-0.0322902829342055,-0.000530150697878827,-0.00105387470393096
2025-04-15,4,1,-0.0322902829342055,0.00279253074768891,0.0012329077313675
2025-04-17,4,1,-0.0322902829342055,-0.0022077936847515,0.00599471215942957
2025-04-18,4,1,-0.0322902829342055,0.000164267294328104,0.00274892275527168
2025-04-19,4,1,-0.0322902829342055,0,0.00274892275527168
2025-04-20,4,1,-0.0322902829342055,0,0.00274892275527168
2008-03-31,1,1,-0.0320784076506064,-0.00821805939971139,-0.0179803919958842
2022-03-22,1,0.994076910057101,-0.0320560545097306,-0.00289532723808712,-0.0194585105945566
2022-03-23,1,0.999999846816067,-0.0320560545097306,0.00502235034550414,-0.00880089350052073
2022-03-24,1,0.999085037338488,-0.0320560545097306,0.00219856397125778,-0.00841295906460261
2022-03-25,1,0.832009028228483,-0.0320560545097306,-0.00559298764623414,-0.02486314850934
2022-03-26,1,0.997226848717072,-0.0320560545097306,0,-0.02486314850934
2022-03-27,3,1,-0.0320560545097306,0,-0.02486314850934
2018-12-27,3,1,-0.0319830507143744,0.00359470975981309,-0.0200553326019198
2018-12-28,3,1,-0.0319830507143744,0.00127455931016328,-0.0145107377845489
2018-12-29,3,1,-0.0319830507143744,0,-0.0145107377845489
2011-10-12,4,1,-0.0319292467772399,-0.000189382966167286,-0.0270788983081165
2018-12-31,3,1,-0.0319024018966953,0.0032165023626289,-0.00952274110837122
2019-01-02,3,1,-0.0319024018966953,0.00301461171787822,-0.00766418191330616
2018-12-30,3,1,-0.0319024018966953,0,-0.0145107377845489
2019-01-01,3,1,-0.0319024018966953,-5.30187667873276e-06,-0.00986541837814646
2018-12-20,3,1,-0.0317753605779937,-0.00622318649051677,-0.0232589334422749
2009-03-16,1,1,-0.0317492386479181,-0.00594534767131932,-0.0333521085905883
2025-10-29,4,1,-0.0315989913613266,-0.00410391466269415,-0.00485888281539143
2025-10-30,4,1,-0.0315989913613266,0.00890729278400319,0.00949738979259827
2025-10-31,4,1,-0.0315989913613266,-0.00190282035507751,0.00471220742856035
2025-11-01,4,1,-0.0315989913613266,0,0.00471220742856035
2025-11-02,4,1,-0.0315989913613266,0,0.00471220742856035
2025-11-03,4,1,-0.0315989913613266,0.00065139718596893,-0.00377106336125878
2025-11-04,4,1,-0.0315989913613266,-0.00617419821859385,-0.0136983470376918
2025-11-05,4,1,-0.0315989913613266,0.00347938386482471,-0.013971243706496
2025-11-07,4,1,-0.0315989913613266,0.00182751989685367,-0.0157813255348043
2025-11-08,4,1,-0.0315989913613266,0,-0.0157813255348043
2025-11-09,4,1,-0.0315989913613266,0,-0.0157813255348043
2025-11-06,4,1,-0.0315989913613266,-0.00102221451367332,-0.0239400428084731
2020-03-02,4,1,-0.031573312118988,0.0126842819231258,-0.0082478308771417
2020-03-03,4,1,-0.031573312118988,-0.00169221346798232,-0.00918586617005736
2020-03-05,4,1,-0.031573312118988,-0.0056776029946905,-0.00570241209794626
2020-03-06,4,1,-0.031573312118988,-0.00167402088792457,-0.0100581940993821
2020-03-07,4,1,-0.031573312118988,0,-0.0100581940993821
2020-03-08,4,1,-0.031573312118988,0,-0.0100581940993821
2020-02-28,4,1,-0.031573312118988,-0.00252553624260127,-0.0182790601905768
2020-02-29,4,1,-0.031573312118988,0,-0.0182790601905768
2020-03-01,4,1,-0.031573312118988,0,-0.0182790601905768
2020-03-04,4,1,-0.031573312118988,0.0108780614068439,0.00119095804920223
2012-05-14,3,0.999999999999816,-0.0314895034347295,-0.00567168346853584,-0.0219924372337159
2022-10-20,4,1,-0.0313955078730988,-0.00398813852752179,-0.0186470210284104
2022-10-21,4,0.99999999999993,-0.0313955078730988,0.00841842950476439,-0.00710327792707995
2022-10-22,4,1,-0.0313955078730988,0,-0.00710327792707995
2022-10-23,4,1,-0.0313955078730988,0,-0.00710327792707995
2022-10-24,4,1,-0.0313955078730988,-0.00479910634540074,-0.0241074600684959
2000-01-28,1,0.999999999999576,-0.0313727504844252,-0.00778681084730436,0.00755289939401091
2000-01-29,1,0.999999233571983,-0.0313727504844252,0,0.00755289939401091
2000-01-30,2,0.999999999999729,-0.0313727504844252,0,0.00755289939401091
2000-01-31,2,0.999999999999889,-0.0313727504844252,0.00839696145756378,0.0153809795850674
2000-02-01,1,0.997785728908839,-0.0313727504844252,0.00541327887911461,0.0150585255225222
2000-02-02,1,0.999164731818763,-0.0313727504844252,0.00102534666800823,0.0139246588431575
2000-02-03,1,0.999998120267998,-0.0313727504844252,0.00769913123910547,0.014223649087817
2000-02-04,1,0.9775487099785,-0.0313727504844252,0.020127720114858,0.0228234091888479
2000-02-05,3,1,-0.0313727504844252,0,0.0228234091888479
2000-02-06,2,0.999899134177144,-0.0313727504844252,0,0.0228234091888479
2000-02-07,2,0.999999999999752,-0.0313727504844252,-0.0121482825713836,0.00903858415081879
2000-02-08,3,1,-0.0313727504844252,0.000402900631713731,0.0026209148539366
2000-02-09,3,1,-0.0313727504844252,-0.000699738739492945,-8.97037441597104e-05
2011-12-28,4,1,-0.0309169227304091,-0.00894614968111908,-0.0338681680426077
2011-12-29,4,1,-0.0309169227304091,0.00155126412899556,-0.0227615889992601
2011-12-30,4,1,-0.0309169227304091,0.00244501833418859,-0.021906543519223
2011-12-31,4,1,-0.0309169227304091,0,-0.021906543519223
2000-02-11,3,1,-0.0307389346848595,-0.00834353887681545,0.00149195311705035
2000-02-12,3,1,-0.0307389346848595,0,0.00149195311705035
2000-02-10,3,1,-0.0307389346848595,0.0103571089992381,0.00920167619430011
2001-10-07,2,0.999999881505333,-0.0307096204314504,0,-0.0176583737291351
2011-02-01,4,1,-0.0305172941040643,-0.00219612533354122,-0.0185195820457144
2011-01-27,4,1,-0.0305172941040643,-0.00899543536648518,-0.0205869079354063
2011-01-28,4,1,-0.0305172941040643,0.011315206344445,-0.0121317276041822
2011-01-29,4,1,-0.0305172941040643,0,-0.0121317276041822
2011-01-30,4,1,-0.0305172941040643,0,-0.0121317276041822
2011-01-31,3,0.999999999999899,-0.0305172941040643,0.00175770986457673,-0.0141151168153359
2001-06-08,2,0.999999951642337,-0.0305169266995534,0.0029647050986802,-0.0146472652981373
2001-06-09,2,0.999999999999996,-0.0305169266995534,0,-0.0146472652981373
2001-06-10,2,0.999999999952784,-0.0305169266995534,0,-0.0146472652981373
