regime,Days,Frac of Sample,Ann Mean,Ann Vol,Sharpe,Hit Rate,Max DD (within)
0,435,0.07940854326396495,0.03317830086337364,0.06431024997837176,0.5159099968439225,0.5724137931034483,-0.07362971144348185
1,597,0.10898138006571742,0.07343812281235333,0.06930943420851053,1.0595689266690889,0.542713567839196,-0.09578501565503383
2,858,0.1566265060240964,0.0076747386377788735,0.08276363167025365,0.09273081041630123,0.5268065268065268,-0.1088075201155686
3,2415,0.4408543263964951,0.02772477552423437,0.07251250375433951,0.3823447555770708,0.5420289855072464,-0.11087614862903716
4,1173,0.21412924424972618,0.07916568590240777,0.0695972937829782,1.1374822439111816,0.5404944586530265,-0.08659399997116901
