date,w_SPX,w_BOND,w_GOLD,w_OIL,w_USD,pnl,cum_pnl,K,regime,max_p,G,turnover
2005-02-04,0.10005412,0.78866995,0.05753299,0.00519770,0.04854524,0.00667024,0.00733669,4,1,0.99987308,5,0.00001717
2005-02-07,0.10096106,0.78778364,0.05753211,0.00517821,0.04854497,0.00138546,0.00872215,5,1,1.00000000,5,0.00090694
2005-02-08,0.10097625,0.78778141,0.05752951,0.00516986,0.04854297,0.00128028,0.01000243,5,1,0.99999999,5,0.00001519
2005-02-09,0.10099202,0.78777909,0.05752681,0.00516119,0.04854088,0.00267330,0.01267573,5,1,0.99999999,5,0.00001577
2005-02-10,0.10101518,0.78777568,0.05752284,0.00514850,0.04853781,-0.00434772,0.00832800,5,1,1.00000000,5,0.00002315
2005-02-11,0.10103483,0.78777278,0.05751947,0.00513772,0.04853520,-0.00079968,0.00752832,5,1,1.00000000,5,0.00001965
2005-02-14,0.08973686,0.80000000,0.05751947,0.00420847,0.04853520,0.00207212,0.00960044,4,2,0.99997504,5,0.01222722
2005-02-15,0.08973513,0.80000262,0.05751930,0.00420757,0.04853538,-0.00119946,0.00840098,4,2,0.99995142,5,0.00000280
2005-02-16,0.08973573,0.79999764,0.05752175,0.00420720,0.04853768,-0.00384012,0.00456086,4,2,0.99985901,5,0.00000536
2005-02-17,0.08973742,0.79999220,0.05752368,0.00420742,0.04853930,-0.00215220,0.00240866,4,2,0.99982822,5,0.00000545
2005-02-18,0.08973804,0.80000065,0.05751850,0.00420879,0.04853402,-0.00425576,-0.00184710,4,2,0.99983873,5,0.00001045
2005-02-21,0.10153661,0.78821519,0.05751789,0.00419650,0.04853381,0.00007318,-0.00177391,4,1,0.99999993,5,0.01179857
2005-02-22,0.10155510,0.78821247,0.05751471,0.00418637,0.04853135,-0.00246227,-0.00423618,4,1,0.99999997,5,0.00001849
2005-02-23,0.10157352,0.78820920,0.05751074,0.00417812,0.04852843,0.00191863,-0.00231755,4,1,1.00000000,5,0.00001843
2005-02-24,0.10158278,0.78820614,0.05750672,0.00417864,0.04852572,0.00009230,-0.00222526,4,1,0.99999993,5,0.00000977
2005-02-25,0.10157856,0.78820323,0.05750382,0.00419172,0.04852268,0.00218906,-0.00003619,4,1,0.99999985,5,0.00001308
2005-02-28,0.12321640,0.78819384,0.05749808,0.03109169,0.00000000,-0.00591236,-0.00594855,4,0,0.99981901,5,0.04853781
2005-03-01,0.12321638,0.78819383,0.05749806,0.03109171,0.00000002,-0.00026924,-0.00621779,4,0,0.99991656,5,0.00000004
2005-03-02,0.12321637,0.78819383,0.05749805,0.03109173,0.00000003,0.00001687,-0.00620093,4,0,0.99993136,5,0.00000003
2005-03-03,0.12320859,0.78818341,0.05749113,0.03111687,0.00000000,0.00052984,-0.00567108,4,0,0.99983891,5,0.00002515
2005-03-04,0.12319927,0.78815765,0.05498367,0.03365941,0.00000000,0.00596608,0.00029499,4,0,0.99752432,5,0.00254254
2005-03-07,0.11477039,0.80000000,0.06720531,0.01802430,0.00000000,0.00104590,0.00134089,4,2,0.99998888,5,0.02406399
2005-03-08,0.11477040,0.80000000,0.06720531,0.01802428,0.00000000,-0.00366729,-0.00232640,4,2,0.99999009,5,0.00000002
2005-03-09,0.10961642,0.80001157,0.07234440,0.01802370,0.00000391,-0.00980502,-0.01213142,4,2,0.99999676,5,0.00515456
2005-03-10,0.10677733,0.79999391,0.07520520,0.01802355,0.00000000,0.00398877,-0.00814265,4,2,0.99947374,5,0.00286080
2005-03-11,0.10626928,0.80000747,0.07569906,0.01802402,0.00000017,-0.00505550,-0.01319815,4,2,0.99970497,5,0.00050805
2005-03-14,0.10205603,0.79999961,0.07991915,0.01802521,0.00000000,0.00129277,-0.01190538,6,2,0.99909638,5,0.00422128
2005-03-15,0.10205564,0.80000000,0.07991915,0.01802521,0.00000000,-0.00222851,-0.01413388,6,2,0.99683811,5,0.00000039
2005-03-16,0.10205564,0.80000000,0.07991915,0.01802521,0.00000000,0.00154430,-0.01258959,6,2,0.98398944,5,0.00000000
2005-03-17,0.10205564,0.80000000,0.07991915,0.01802521,0.00000000,0.00279932,-0.00979027,6,2,0.96927201,5,0.00000000
2005-03-18,0.10205564,0.80000000,0.07991915,0.01802521,0.00000000,-0.00211582,-0.01190609,6,2,0.95957892,5,0.00000000
2005-03-21,0.10204793,0.79998904,0.06938903,0.02857401,0.00000000,-0.00267280,-0.01457889,3,0,1.00000000,5,0.01054880
2005-03-22,0.10204095,0.79997789,0.06938281,0.02859836,0.00000000,-0.00724749,-0.02182638,3,0,1.00000000,5,0.00002435
2005-03-23,0.10203522,0.79997625,0.06884998,0.02913856,0.00000000,-0.00213901,-0.02396539,3,0,1.00000000,5,0.00054020
2005-03-24,0.10203042,0.79997615,0.06884641,0.02914702,0.00000000,0.00160317,-0.02236221,3,0,1.00000000,5,0.00000846
2005-03-25,0.10203003,0.79997766,0.06884595,0.02914636,0.00000000,0.00040735,-0.02195486,3,0,1.00000000,5,0.00000151
2005-03-28,0.10202970,0.79997896,0.06884556,0.02914578,0.00000000,-0.00241417,-0.02436903,6,0,0.99999996,5,0.00000130
2005-03-29,0.10202444,0.79997790,0.06884172,0.02915594,0.00000000,0.00155991,-0.02280912,6,0,0.99999993,5,0.00001015
2005-03-30,0.10202415,0.79997920,0.06884135,0.02915530,0.00000000,0.00312064,-0.01968848,6,0,0.99999978,5,0.00000129
