from,0,1,2,3,4
0,0.9955722070844687,0.0013623978201634877,0.0,0.0,0.0030653950953678476
1,0.002407704654895666,0.9887640449438202,0.002407704654895666,0.0008025682182985554,0.0056179775280898875
2,0.0,0.008492569002123142,0.9893842887473461,0.0,0.0021231422505307855
3,0.014705882352941176,0.0,0.0,0.8676470588235294,0.11764705882352941
4,0.013227513227513227,0.007936507936507936,0.0026455026455026454,0.010582010582010581,0.9656084656084656
