"date","bonds"
2004-06-03,309.366
2004-06-04,307.947
2004-06-07,308.25
2004-06-08,308.145
2004-06-09,307.163
2004-06-10,307.671
2004-06-11,307.79
2004-06-14,306.003
2004-06-15,310.417
2004-06-16,309.399
2004-06-17,310.376
2004-06-18,310.087
2004-06-21,310.559
2004-06-22,310.262
2004-06-23,310.445
2004-06-24,311.819
2004-06-25,311.854
2004-06-28,309.682
2004-06-29,310.779
2004-06-30,312.729
2004-07-01,314.042
2004-07-02,316.577
2004-07-05,316.616
2004-07-06,316.307
2004-07-07,316.479
2004-07-08,316.591
2004-07-09,316.83
2004-07-12,317.398
2004-07-13,316.524
2004-07-14,316.468
2004-07-15,316.483
2004-07-16,319.655
2004-07-19,319.694
2004-07-20,317.619
2004-07-21,316.697
2004-07-22,317.361
2004-07-23,318.117
2004-07-26,317.207
2004-07-27,314.29
2004-07-28,314.522
2004-07-29,314.85
2004-07-30,317.385
2004-08-02,317.965
2004-08-03,318.75
2004-08-04,318.645
2004-08-05,319.369
2004-08-06,324.055
2004-08-09,323.385
2004-08-10,322.428
2004-08-11,322.671
2004-08-12,323.384
2004-08-13,324.548
2004-08-16,323.446
2004-08-17,324.783
2004-08-18,324.246
2004-08-19,324.646
2004-08-20,324.284
2004-08-23,323.17
2004-08-24,323.101
2004-08-25,323.633
2004-08-26,324.478
2004-08-27,324.561
2004-08-30,325.585
2004-08-31,327.199
2004-09-01,327.236
2004-09-02,325.505
2004-09-03,323.091
2004-09-06,323.128
2004-09-07,324.352
2004-09-08,326.486
2004-09-09,325.614
2004-09-10,326.193
2004-09-13,326.899
2004-09-14,327.517
2004-09-15,326.594
2004-09-16,329.208
2004-09-17,327.855
2004-09-20,329.711
2004-09-21,330.304
2004-09-22,331.579
2004-09-23,330.732
2004-09-24,330.642
2004-09-27,331.588
2004-09-28,331.221
2004-09-29,329.212
2004-09-30,328.466
2004-10-01,326.709
2004-10-04,327.2
2004-10-05,327.238
2004-10-06,325.961
2004-10-07,325.493
2004-10-08,328.485
2004-10-11,328.522
2004-10-12,329.317
2004-10-13,330.01
2004-10-14,331.664
2004-10-15,330.816
2004-10-18,330.904
2004-10-19,331.244
2004-10-20,332.544
2004-10-21,332.429
2004-10-22,332.844
2004-10-25,333.235
2004-10-26,332.818
2004-10-27,330.278
2004-10-28,330.555
2004-10-29,331.943
2004-11-01,330.363
2004-11-02,330.817
2004-11-03,330.993
2004-11-04,331.081
2004-11-05,328.111
2004-11-08,327.353
2004-11-09,327.377
2004-11-10,326.657
2004-11-11,326.694
2004-11-12,328.056
2004-11-15,328.308
2004-11-16,327.966
2004-11-17,329.632
2004-11-18,330.338
2004-11-19,328.291
2004-11-22,329.111
2004-11-23,328.63
2004-11-24,328.364
2004-11-25,328.401
2004-11-26,327.427
2004-11-29,325.039
2004-11-30,324.42
2004-12-01,323.948
2004-12-02,323.475
2004-12-03,326.856
2004-12-06,327.711
2004-12-07,328.106
2004-12-08,330.645
2004-12-09,329.866
2004-12-10,330.147
2004-12-13,330.313
2004-12-14,330.874
2004-12-15,332.341
2004-12-16,329.534
2004-12-17,329.075
2004-12-20,329.266
2004-12-21,330.12
2004-12-22,329.342
2004-12-23,328.883
2004-12-24,328.998
2004-12-27,327.135
2004-12-28,327.224
2004-12-29,326.446
2004-12-30,328.014
2004-12-31,329.341
2005-01-03,329.341
2005-01-04,327.696
2005-01-05,327.886
2005-01-06,328.014
2005-01-07,327.836
2005-01-10,328.052
2005-01-11,328.932
2005-01-12,329.226
2005-01-13,330.514
2005-01-14,329.914
2005-01-17,329.952
2005-01-18,330.488
2005-01-19,330.768
2005-01-20,331.368
2005-01-21,332.095
2005-01-24,332.592
2005-01-25,330.984
2005-01-26,330.908
2005-01-27,330.55
2005-01-28,332.413
2005-01-31,332.604
2005-02-01,332.566
2005-02-02,332.464
2005-02-03,331.953
2005-02-04,334.415
2005-02-07,334.977
2005-02-08,335.461
2005-02-09,336.979
2005-02-10,334.567
2005-02-11,333.84
2005-02-14,334.568
2005-02-15,333.968
2005-02-16,332.361
2005-02-17,331.62
2005-02-18,329.847
2005-02-21,329.885
2005-02-22,329.196
2005-02-23,329.706
2005-02-24,329.375
2005-02-25,329.757
2005-02-28,327.563
2005-03-01,327.232
2005-03-02,327.111
2005-03-03,326.99
2005-03-04,328.996
2005-03-07,329.295
2005-03-08,327.438
2005-03-09,323.792
2005-03-10,325.355
2005-03-11,323.376
2005-03-14,323.938
2005-03-15,323.331
2005-03-16,324
2005-03-17,325.26
2005-03-18,324.358
2005-03-21,324.027
2005-03-22,321.881
2005-03-23,321.997
2005-03-24,322.481
2005-03-25,322.593
2005-03-28,321.656
2005-03-29,322.64
2005-03-30,323.519
2005-03-31,325.187
2005-04-01,326.402
2005-04-04,326.334
2005-04-05,326.016
2005-04-06,326.948
2005-04-07,326.117
2005-04-08,325.768
2005-04-11,326.91
2005-04-12,329.13
2005-04-13,328.877
2005-04-14,329.282
2005-04-15,331.656
2005-04-18,332.377
2005-04-19,333.624
2005-04-20,333.398
2005-04-21,331.173
2005-04-22,332.441
2005-04-25,332.531
2005-04-26,332.226
2005-04-27,332.973
2005-04-28,334.746
2005-04-29,334.081
2005-05-02,334.329
2005-05-03,334.09
2005-05-04,334.613
2005-05-05,335.321
2005-05-06,332.697
2005-05-09,332.392
2005-05-10,333.968
2005-05-11,334.438
2005-05-12,335.001
2005-05-13,336.205
2005-05-16,336.123
2005-05-17,336.371
2005-05-18,337.618
2005-05-19,336.563
2005-05-20,336.214
2005-05-23,337.698
2005-05-24,338.643
2005-05-25,337.719
2005-05-26,337.559
2005-05-27,337.855
2005-05-30,337.892
2005-05-31,339.862
2005-06-01,342.576
2005-06-02,343.139
2005-06-03,340.837
2005-06-06,341.294
2005-06-07,342.749
2005-06-08,341.947
2005-06-09,341.276
2005-06-10,339.184
2005-06-13,338.132
2005-06-14,337.08
2005-06-15,337.433
2005-06-16,338.467
2005-06-17,338.58
2005-06-20,337.974
2005-06-21,339.364
2005-06-22,342.314
2005-06-23,341.985
2005-06-24,343.305
2005-06-27,343.762
2005-06-28,341.962
2005-06-29,341.37
2005-06-30,342.641
2005-07-01,340.129
2005-07-04,340.167
2005-07-05,338.288
2005-07-06,339.296
2005-07-07,340.147
2005-07-08,338.528
2005-07-11,338.775
2005-07-12,337.763
2005-07-13,337.171
2005-07-14,336.788
2005-07-15,337.059
2005-07-18,335.784
2005-07-19,336.661
2005-07-20,337.381
2005-07-21,334.531
2005-07-22,335.956
2005-07-25,335.416
2005-07-26,335.611
2005-07-27,335.111
2005-07-28,336.893
2005-07-29,334.644
2005-08-01,333.737
2005-08-02,333.354
2005-08-03,334.337
2005-08-04,333.902
2005-08-05,332.072
2005-08-08,331.375
2005-08-09,332.095
2005-08-10,332.185
2005-08-11,333.731
2005-08-12,335.76
2005-08-15,334.879
2005-08-16,336.11
2005-08-17,334.914
2005-08-18,336.54
2005-08-19,336.823
2005-08-22,336.808
2005-08-23,337.423
2005-08-24,337.683
2005-08-25,338.206
2005-08-26,337.505
2005-08-29,337.949
2005-08-30,340.139
2005-08-31,342.224
2005-09-01,342.262
2005-09-02,342.038
2005-09-05,342.076
2005-09-06,340.569
2005-09-07,339.167
2005-09-08,339.179
2005-09-09,339.649
2005-09-12,338.496
2005-09-13,339.504
2005-09-14,338.678
2005-09-15,337.459
2005-09-16,336.266
2005-09-19,336.697
2005-09-20,336.775
2005-09-21,338.372
2005-09-22,338.672
2005-09-23,336.902
2005-09-26,335.736
2005-09-27,335.46
2005-09-28,336.651
2005-09-29,335.93
2005-09-30,335.025
2005-10-03,333.544
2005-10-04,333.844
2005-10-05,334.302
2005-10-06,334.183
2005-10-07,334.404
2005-10-10,334.442
2005-10-11,333.853
2005-10-12,332.372
2005-10-13,331.573
2005-10-14,331.309
2005-10-17,331.36
2005-10-18,331.661
2005-10-19,332.118
2005-10-20,332.248
2005-10-21,334.21
2005-10-24,332.756
2005-10-25,331.198
2005-10-26,329.088
2005-10-27,329.965
2005-10-28,329.806
2005-10-31,330.119
2005-11-01,329.647
2005-11-02,328.887
2005-11-03,328.035
2005-11-04,327.785
2005-11-07,328.347
2005-11-08,330.271
2005-11-09,328.529
2005-11-10,330.4
2005-11-11,330.516
2005-11-14,329.219
2005-11-15,330.547
2005-11-16,332.456
2005-11-17,333.171
2005-11-18,332.102
2005-11-21,333.283
2005-11-22,334.206
2005-11-23,332.977
2005-11-24,333.017
2005-11-25,334.308
2005-11-28,335.023
2005-11-29,333.042
2005-11-30,332.668
2005-12-01,332.086
2005-12-02,332.262
2005-12-05,331.11
2005-12-06,333.005
2005-12-07,332.385
2005-12-08,333.878
2005-12-09,332.031
2005-12-12,331.774
2005-12-13,332.204
2005-12-14,334.436
2005-12-15,334.036
2005-12-16,334.704
2005-12-19,334.901
2005-12-20,334.32
2005-12-21,333.843
2005-12-22,335.232
2005-12-23,336.807
2005-12-26,336.848
2005-12-27,337.927
2005-12-28,336.983
2005-12-29,337.075
2005-12-30,336.654
2006-01-02,336.695
2006-01-03,337.385
2006-01-04,337.84
2006-01-05,337.83
2006-01-06,337.422
2006-01-09,337.424
2006-01-10,336.168
2006-01-11,335.406
2006-01-12,336.717
2006-01-13,338.449
2006-01-16,338.49
2006-01-17,338.997
2006-01-18,338.805
2006-01-19,337.834
2006-01-20,338.425
2006-01-23,338.518
2006-01-24,337.729
2006-01-25,335.436
2006-01-26,334.284
2006-01-27,334.978
2006-01-30,334.189
2006-01-31,334.399
2006-02-01,333.545
2006-02-02,333.638
2006-02-03,334.488
2006-02-06,334.27
2006-02-07,333.689
2006-02-08,333.004
2006-02-09,333.447
2006-02-10,332.401
2006-02-13,332.349
2006-02-14,331.499
2006-02-15,331.895
2006-02-16,332.145
2006-02-17,333.733
2006-02-20,333.775
2006-02-21,333.241
2006-02-22,334.119
2006-02-23,333.219
2006-02-24,333.292
2006-02-27,332.758
2006-02-28,333.949
2006-03-01,332.893
2006-03-02,331.68
2006-03-03,330.55
2006-03-06,329.179
2006-03-07,329.273
2006-03-08,329.366
2006-03-09,329.512
2006-03-10,328.958
2006-03-13,328.502
2006-03-14,330.609
2006-03-15,329.761
2006-03-16,332.051
2006-03-17,331.391
2006-03-20,331.903
2006-03-21,330.429
2006-03-22,330.783
2006-03-23,329.936
2006-03-24,331.682
2006-03-27,331.044
2006-03-28,329.046
2006-03-29,328.356
2006-03-30,327.168
2006-03-31,327.397
2006-04-03,326.838
2006-04-04,326.932
2006-04-05,327.862
2006-04-06,326.543
2006-04-07,324.891
2006-04-10,324.932
2006-04-11,325.758
2006-04-12,324.701
2006-04-13,323.227
2006-04-14,323.351
2006-04-17,324.124
2006-04-18,324.95
2006-04-19,323.684
2006-04-20,323.464
2006-04-21,324.268
2006-04-24,324.963
2006-04-25,322.887
2006-04-26,322.092
2006-04-27,322.656
2006-04-28,323.147
2006-05-01,321.672
2006-05-02,322.184
2006-05-03,321.389
2006-05-04,321.326
2006-05-05,322.444
2006-05-08,322.276
2006-05-09,322.109
2006-05-10,322.202
2006-05-11,321.511
2006-05-12,320.277
2006-05-15,321.244
2006-05-16,322.471
2006-05-17,321.308
2006-05-18,323.365
2006-05-19,323.952
2006-05-22,324.474
2006-05-23,323.764
2006-05-24,324.614
2006-05-25,323.652
2006-05-26,324.34
2006-05-29,324.384
2006-05-30,323.574
2006-05-31,322.914
2006-06-01,323.109
2006-06-02,326.085
2006-06-05,325.375
2006-06-06,325.923
2006-06-07,325.439
2006-06-08,326.339
2006-06-09,326.675
2006-06-12,326.619
2006-06-13,327.342
2006-06-14,325.149
2006-06-15,323.986
2006-06-16,323.366
2006-06-19,323.009
2006-06-20,322.751
2006-06-21,322.846
2006-06-22,321.835
2006-06-23,321.214
2006-06-26,321.008
2006-06-27,321.757
2006-06-28,320.946
2006-06-29,322.047
2006-06-30,323.715
2006-07-03,323.433
2006-07-04,323.477
2006-07-05,321.712
2006-07-06,322.762
2006-07-07,324.204
2006-07-10,324.299
2006-07-11,325.098
2006-07-12,325.142
2006-07-13,325.841
2006-07-14,326.302
2006-07-17,326.12
2006-07-18,324.606
2006-07-19,326.461
2006-07-20,327.26
2006-07-21,326.992
2006-07-24,327.037
2006-07-25,326.578
2006-07-26,327.327
2006-07-27,327.271
2006-07-28,328.663
2006-07-31,328.733
2006-08-01,328.903
2006-08-02,329.451
2006-08-03,329.797
2006-08-04,331.189
2006-08-07,330.705
2006-08-08,330.75
2006-08-09,330.417
2006-08-10,330.374
2006-08-11,329.337
2006-08-14,328.455
2006-08-15,330.38
2006-08-16,331.979
2006-08-17,332.126
2006-08-18,333.088
2006-08-21,333.546
2006-08-22,333.771
2006-08-23,333.737
2006-08-24,334.066
2006-08-25,334.561
2006-08-28,334.423
2006-08-29,334.777
2006-08-30,335.392
2006-08-31,336.291
2006-09-01,336.552
2006-09-04,336.595
2006-09-05,335.188
2006-09-06,334.713
2006-09-07,334.912
2006-09-08,335.666
2006-09-11,334.932
2006-09-12,335.702
2006-09-13,335.901
2006-09-14,335.271
2006-09-15,335.247
2006-09-18,334.98
2006-09-19,336.967
2006-09-20,337.192
2006-09-21,339.361
2006-09-22,340.841
2006-09-25,341.973
2006-09-26,341.239
2006-09-27,341.024
2006-09-28,340.238
2006-09-29,340.163
2006-10-02,340.621
2006-10-03,340.768
2006-10-04,342.108
2006-10-05,341.011
2006-10-06,338.81
2006-10-09,338.853
2006-10-10,337.549
2006-10-11,336.608
2006-10-12,336.859
2006-10-13,336.265
2006-10-16,336.775
2006-10-17,337.13
2006-10-18,337.485
2006-10-19,336.958
2006-10-20,337.142
2006-10-23,336.097
2006-10-24,336.192
2006-10-25,337.48
2006-10-26,338.95
2006-10-27,340.248
2006-10-30,340.344
2006-10-31,342.098
2006-11-01,343.385
2006-11-02,342.444
2006-11-03,339.518
2006-11-06,339.717
2006-11-07,341.057
2006-11-08,341.774
2006-11-09,341.792
2006-11-10,342.935
2006-11-13,342.427
2006-11-14,343.469
2006-11-15,342.085
2006-11-16,341.034
2006-11-17,342.606
2006-11-20,342.837
2006-11-21,343.387
2006-11-22,343.698
2006-11-23,343.741
2006-11-24,344.406
2006-11-27,344.717
2006-11-28,345.588
2006-11-29,345.258
2006-11-30,346.983
2006-12-01,348.022
2006-12-04,347.878
2006-12-05,347.682
2006-12-06,346.657
2006-12-07,346.647
2006-12-08,344.855
2006-12-11,345.807
2006-12-12,346.651
2006-12-13,344.345
2006-12-14,343.908
2006-12-15,343.985
2006-12-18,344.242
2006-12-19,344.019
2006-12-20,344.169
2006-12-21,345.441
2006-12-22,343.542
2006-12-25,343.586
2006-12-26,344.217
2006-12-27,342.871
2006-12-28,341.9
2006-12-29,341.604
2007-01-01,341.647
2007-01-02,342.224
2007-01-03,342.909
2007-01-04,344.18
2007-01-05,343.51
2007-01-08,343.233
2007-01-09,343.384
2007-01-10,342.733
2007-01-11,341.334
2007-01-12,340.504
2007-01-15,340.548
2007-01-16,341.178
2007-01-17,340.261
2007-01-18,341.239
2007-01-19,340.809
2007-01-22,341.226
2007-01-23,340.095
2007-01-24,339.951
2007-01-25,338.526
2007-01-26,338.336
2007-01-29,338.06
2007-01-30,338.53
2007-01-31,339.909
2007-02-01,339.632
2007-02-02,339.976
2007-02-05,340.554
2007-02-06,341.719
2007-02-07,342.296
2007-02-08,342.406
2007-02-09,340.949
2007-02-12,340.41
2007-02-13,340.14
2007-02-14,342.351
2007-02-15,343.031
2007-02-16,343.594
2007-02-19,343.638
2007-02-20,343.951
2007-02-21,343.672
2007-02-22,342.691
2007-02-23,344.225
2007-02-26,345.563
2007-02-27,348.79
2007-02-28,347.809
2007-03-01,347.745
2007-03-02,349.01
2007-03-05,348.946
2007-03-06,348.72
2007-03-07,349.546
2007-03-08,349.401
2007-03-09,347.214
2007-03-12,348.336
2007-03-13,349.945
2007-03-14,349.288
2007-03-15,348.927
2007-03-16,348.763
2007-03-19,348.106
2007-03-20,348.797
2007-03-21,349.623
2007-03-22,347.752
2007-03-23,347.237
2007-03-26,347.956
2007-03-27,347.325
2007-03-28,347.153
2007-03-29,346.874
2007-03-30,346.521
2007-04-02,346.727
2007-04-03,346.177
2007-04-04,346.598
2007-04-05,345.996
2007-04-06,344.078
2007-04-09,344.338
2007-04-10,344.921
2007-04-11,344.587
2007-04-12,344.685
2007-04-13,344.17
2007-04-16,344.915
2007-04-17,346.199
2007-04-18,347.16
2007-04-19,346.773
2007-04-20,346.851
2007-04-23,347.488
2007-04-24,348.287
2007-04-25,347.684
2007-04-26,346.649
2007-04-27,346.404
2007-04-30,348.335
2007-05-01,348.056
2007-05-02,347.992
2007-05-03,347.281
2007-05-04,348.33
2007-05-07,348.481
2007-05-08,348.579
2007-05-09,347.437
2007-05-10,348.042
2007-05-11,347.409
2007-05-14,346.886
2007-05-15,346.388
2007-05-16,346.542
2007-05-17,345.236
2007-05-18,344.017
2007-05-21,344.527
2007-05-22,343.469
2007-05-23,342.714
2007-05-24,342.867
2007-05-25,342.748
2007-05-28,342.791
2007-05-29,342.366
2007-05-30,342.436
2007-05-31,342.177
2007-06-01,340.655
2007-06-04,341.413
2007-06-05,340.19
2007-06-06,340.398
2007-06-07,337.029
2007-06-08,336.607
2007-06-11,336.155
2007-06-12,333.198
2007-06-13,334.562
2007-06-14,334.165
2007-06-15,335.56
2007-06-18,336.318
2007-06-19,337.819
2007-06-20,336.954
2007-06-21,335.924
2007-06-22,336.658
2007-06-25,338.242
2007-06-26,337.707
2007-06-27,338.603
2007-06-28,337.352
2007-06-29,339.765
2007-07-02,340.826
2007-07-03,339.493
2007-07-04,339.536
2007-07-05,336.992
2007-07-06,335.855
2007-07-09,336.861
2007-07-10,340.151
2007-07-11,339.093
2007-07-12,338.091
2007-07-13,338.522
2007-07-16,340.244
2007-07-17,339.379
2007-07-18,341.183
2007-07-19,340.813
2007-07-20,342.758
2007-07-23,342.581
2007-07-24,343.229
2007-07-25,344.263
2007-07-26,347.773
2007-07-27,347.681
2007-07-30,347.229
2007-07-31,348.07
2007-08-01,348.443
2007-08-02,348.706
2007-08-03,350.294
2007-08-06,349.511
2007-08-07,349.169
2007-08-08,346.075
2007-08-09,347.521
2007-08-10,347.875
2007-08-13,347.875
2007-08-14,349.128
2007-08-15,349.84
2007-08-16,352.881
2007-08-17,351.136
2007-08-20,352.052
2007-08-21,353.377
2007-08-22,352.523
2007-08-23,352.705
2007-08-24,352.485
2007-08-27,353.484
2007-08-28,355.38
2007-08-29,354.962
2007-08-30,356.124
2007-08-31,355.223
2007-09-03,355.268
2007-09-04,354.823
2007-09-05,357.346
2007-09-06,356.601
2007-09-07,360.495
2007-09-10,361.765
2007-09-11,360.693
2007-09-12,359.485
2007-09-13,357.324
2007-09-14,358.03
2007-09-17,357.857
2007-09-18,357.684
2007-09-19,356.421
2007-09-20,352.544
2007-09-21,353.659
2007-09-24,353.868
2007-09-25,354.239
2007-09-26,354.256
2007-09-27,355.472
2007-09-28,355.444
2007-10-01,356.142
2007-10-02,356.895
2007-10-03,356.559
2007-10-04,357.039
2007-10-05,354.015
2007-10-08,354.059
2007-10-09,353.832
2007-10-10,353.985
2007-10-11,353.73
2007-10-12,353.103
2007-10-15,353.502
2007-10-16,353.927
2007-10-17,356.996
2007-10-18,358.375
2007-10-19,361.288
2007-10-22,361.524
2007-10-23,361.269
2007-10-24,363.384
2007-10-25,362.748
2007-10-26,361.875
2007-10-29,362.137
2007-10-30,362.236
2007-10-31,359.83
2007-11-01,362.952
2007-11-02,364.966
2007-11-05,364.303
2007-11-06,363.204
2007-11-07,363.848
2007-11-08,365.5
2007-11-09,367.101
2007-11-12,367.101
2007-11-13,365.871
2007-11-14,365.728
2007-11-15,368.875
2007-11-16,369.317
2007-11-19,371.477
2007-11-20,372.32
2007-11-21,373.393
2007-11-22,373.435
2007-11-23,373.678
2007-11-26,378.583
2007-11-27,375.937
2007-11-28,373.577
2007-11-29,376.051
2007-11-30,375.35
2007-12-03,377.68
2007-12-04,377.78
2007-12-05,377.308
2007-12-06,374.49
2007-12-07,371.128
2007-12-10,370.255
2007-12-11,374.875
2007-12-12,372.514
2007-12-13,369.753
2007-12-14,368.051
2007-12-17,369.237
2007-12-18,371.511
2007-12-19,372.984
2007-12-20,374.228
2007-12-21,370.179
2007-12-24,368.964
2007-12-25,369.006
2007-12-26,366.846
2007-12-27,369.463
2007-12-28,372.709
2007-12-31,374.554
2008-01-01,374.596
2008-01-02,378.758
2008-01-03,378.572
2008-01-04,380.216
2008-01-07,380.773
2008-01-08,380.759
2008-01-09,382.289
2008-01-10,379.414
2008-01-11,381.945
2008-01-14,382.502
2008-01-15,385.29
2008-01-16,384.932
2008-01-17,387.263
2008-01-18,387.163
2008-01-21,387.205
2008-01-22,392.225
2008-01-23,394.155
2008-01-24,387.447
2008-01-25,389.291
2008-01-28,389.477
2008-01-29,387.088
2008-01-30,384.728
2008-01-31,387.859
2008-02-01,389.132
2008-02-04,387.859
2008-02-05,389.617
2008-02-06,388.745
2008-02-07,385.126
2008-02-08,387.887
2008-02-11,388.93
2008-02-12,386.966
2008-02-13,386.505
2008-02-14,382.302
2008-02-15,383.666
2008-02-18,383.703
2008-02-19,380.857
2008-02-20,379.729
2008-02-21,383.939
2008-02-22,383.868
2008-02-25,380.162
2008-02-26,381.549
2008-02-27,381.617
2008-02-28,386.04
2008-02-29,392.163
2008-03-03,392.016
2008-03-04,390.95
2008-03-05,386.787
2008-03-06,389.063
2008-03-07,392.15
2008-03-10,395.561
2008-03-11,390.416
2008-03-12,394.195
2008-03-13,392.423
2008-03-14,396.369
2008-03-17,399.932
2008-03-18,395.095
2008-03-19,398.352
2008-03-20,399.463
2008-03-21,399.576
2008-03-24,393.358
2008-03-25,394.285
2008-03-26,394.23
2008-03-27,393.103
2008-03-28,395.362
2008-03-31,396.503
2008-04-01,392.677
2008-04-02,391.55
2008-04-03,391.342
2008-04-04,395.012
2008-04-07,392.688
2008-04-08,392.664
2008-04-09,395.738
2008-04-10,393.629
2008-04-11,395.643
2008-04-14,394.577
2008-04-15,392.499
2008-04-16,388.427
2008-04-17,387.453
2008-04-18,387.137
2008-04-21,388.094
2008-04-22,388.009
2008-04-23,387.648
2008-04-24,384.711
2008-04-25,383.536
2008-04-28,384.708
2008-04-29,384.991
2008-04-30,387.021
2008-05-01,387.458
2008-05-02,384.535
2008-05-05,384.542
2008-05-06,383.046
2008-05-07,383.972
2008-05-08,386.034
2008-05-09,387.473
2008-05-12,387.293
2008-05-13,382.943
2008-05-14,381.893
2008-05-15,385.034
2008-05-16,385.035
2008-05-19,385.375
2008-05-20,387.395
2008-05-21,385.815
2008-05-22,382.885
2008-05-23,385.677
2008-05-26,385.717
2008-05-27,382.997
2008-05-28,380.457
2008-05-29,378.277
2008-05-30,379.388
2008-06-02,381.768
2008-06-03,384.089
2008-06-04,382.779
2008-06-05,380.059
2008-06-06,383.09
2008-06-09,381.42
2008-06-10,378.1
2008-06-11,379.04
2008-06-12,375.001
2008-06-13,373.352
2008-06-16,373.842
2008-06-17,374.632
2008-06-18,376.802
2008-06-19,375.403
2008-06-20,377.504
2008-06-23,376.584
2008-06-24,378.604
2008-06-25,378.314
2008-06-26,380.755
2008-06-27,382.346
2008-06-30,382.716
2008-07-01,382.186
2008-07-02,383.396
2008-07-03,382.927
2008-07-04,383.048
2008-07-07,384.948
2008-07-08,386.128
2008-07-09,387.428
2008-07-10,388.368
2008-07-11,384.289
2008-07-14,386.219
2008-07-15,387.49
2008-07-16,384.769
2008-07-17,381.449
2008-07-18,380.281
2008-07-21,380.861
2008-07-22,379.851
2008-07-23,378.511
2008-07-24,382.512
2008-07-25,379.753
2008-07-28,382.542
2008-07-29,381.805
2008-07-30,381.726
2008-07-31,383.857
2008-08-01,384.904
2008-08-04,384.317
2008-08-05,383.341
2008-08-06,382.031
2008-08-07,386.092
2008-08-08,385.763
2008-08-11,384.213
2008-08-12,386.683
2008-08-13,386.154
2008-08-14,387.514
2008-08-15,389.015
2008-08-18,390.227
2008-08-19,389.428
2008-08-20,390.94
2008-08-21,389.661
2008-08-22,388.555
2008-08-25,391.329
2008-08-26,391.43
2008-08-27,391.892
2008-08-28,391.153
2008-08-29,390.768
2008-09-01,390.809
2008-09-02,393.102
2008-09-03,394.494
2008-09-04,396.277
2008-09-05,396.162
2008-09-08,395.933
2008-09-09,398.196
2008-09-10,396.766
2008-09-11,397.678
2008-09-12,394.022
2008-09-15,402.347
2008-09-16,401.849
2008-09-17,404.952
2008-09-18,404.183
2008-09-19,392.903
2008-09-22,391.203
2008-09-23,390.734
2008-09-24,392.937
2008-09-25,390.397
2008-09-26,391.573
2008-09-29,397.917
2008-09-30,391.626
2008-10-01,393.618
2008-10-02,398.171
2008-10-03,397.965
2008-10-06,405.4
2008-10-07,402.617
2008-10-08,395.896
2008-10-09,392.121
2008-10-10,391.886
2008-10-13,391.927
2008-10-14,386.469
2008-10-15,386.901
2008-10-16,389.136
2008-10-17,389.472
2008-10-20,390.956
2008-10-21,396.979
2008-10-22,399.605
2008-10-23,402.772
2008-10-24,397.397
2008-10-27,395.967
2008-10-28,393.303
2008-10-29,391.241
2008-10-30,389.66
2008-10-31,388.553
2008-11-03,390.857
2008-11-04,395.398
2008-11-05,397.634
2008-11-06,397.405
2008-11-07,395.396
2008-11-10,395.889
2008-11-11,395.93
2008-11-12,398.917
2008-11-13,397.216
2008-11-14,399.701
2008-11-17,401.645
2008-11-18,406.49
2008-11-19,411.554
2008-11-20,420.299
2008-11-21,418.988
2008-11-24,413.289
2008-11-25,421.722
2008-11-26,425.194
2008-11-27,425.236
2008-11-28,426.857
2008-12-01,435.788
2008-12-02,436.485
2008-12-03,437.118
2008-12-04,441.371
2008-12-05,438.313
2008-12-08,435.391
2008-12-09,437.584
2008-12-10,437.126
2008-12-11,438.727
2008-12-12,441.502
2008-12-15,442.885
2008-12-16,449.415
2008-12-17,455.446
2008-12-18,460.103
2008-12-19,458.295
2008-12-22,457.897
2008-12-23,457.067
2008-12-24,455.983
2008-12-25,456.024
2008-12-26,458.272
2008-12-29,459.87
2008-12-30,460.099
2008-12-31,453.963
2009-01-01,454.004
2009-01-02,447.827
2009-01-05,445.249
2009-01-06,444.667
2009-01-07,445.079
2009-01-08,446.869
2009-01-09,448.49
2009-01-12,452.149
2009-01-13,452.441
2009-01-14,455.789
2009-01-15,456.265
2009-01-16,452.46
2009-01-19,452.501
2009-01-20,451.045
2009-01-21,444.41
2009-01-22,441.891
2009-01-23,440.957
2009-01-26,440.248
2009-01-27,444.781
2009-01-28,439.767
2009-01-29,434.134
2009-01-30,433.26
2009-02-02,437.729
2009-02-03,433.342
2009-02-04,430.888
2009-02-05,431.428
2009-02-06,428.681
2009-02-09,427.161
2009-02-10,433.443
2009-02-11,436.479
2009-02-12,438.951
2009-02-13,433.553
2009-02-16,433.586
2009-02-17,441.84
2009-02-18,439.269
2009-02-19,434.712
2009-02-20,437.898
2009-02-23,437.655
2009-02-24,436.934
2009-02-25,431.421
2009-02-26,430.358
2009-02-27,427.989
2009-03-02,432.613
2009-03-03,431.892
2009-03-04,429.321
2009-03-05,436.549
2009-03-06,436.236
2009-03-09,434.077
2009-03-10,430.616
2009-03-11,433.117
2009-03-12,434.04
2009-03-13,434.275
2009-03-16,431.91
2009-03-17,430.028
2009-03-18,447.805
2009-03-19,445.304
2009-03-20,444.373
2009-03-23,443.104
2009-03-24,443.207
2009-03-25,438.926
2009-03-26,440.397
2009-03-27,439.466
2009-03-30,441.213
2009-03-31,442.343
2009-04-01,443.472
2009-04-02,439.875
2009-04-03,434.152
2009-04-06,433.225
2009-04-07,434.283
2009-04-08,436.579
2009-04-09,433.802
2009-04-10,433.901
2009-04-13,436.815
2009-04-14,438.97
2009-04-15,440.029
2009-04-16,437.392
2009-04-17,433.726
