"date","bonds"
1992-10-28,152.578
1992-10-29,153.184
1992-10-30,152.298
1992-11-02,151.503
1992-11-03,151.578
1992-11-04,151.459
1992-11-05,151.631
1992-11-06,150.696
1992-11-09,150.384
1992-11-10,151.378
1992-11-11,151.405
1992-11-12,152.786
1992-11-13,152.479
1992-11-16,151.684
1992-11-17,152.049
1992-11-18,152.946
1992-11-19,152.683
1992-11-20,152.425
1992-11-23,152.258
1992-11-24,152.769
1992-11-25,152.505
1992-11-26,152.532
1992-11-27,151.694
1992-11-30,151.527
1992-12-01,151.699
1992-12-02,151.774
1992-12-03,151.994
1992-12-04,152.848
1992-12-07,153.503
1992-12-08,154.062
1992-12-09,153.847
1992-12-10,153.729
1992-12-11,153.422
1992-12-14,153.207
1992-12-15,153.234
1992-12-16,153.841
1992-12-17,153.868
1992-12-18,154.093
1992-12-21,154.652
1992-12-22,155.355
1992-12-23,155.092
1992-12-24,154.974
1992-12-25,155.054
1992-12-28,154.743
1992-12-29,155.059
1992-12-30,155.231
1992-12-31,155.016
1993-01-01,155.097
1993-01-04,156.235
1993-01-05,156.214
1993-01-06,155.999
1993-01-07,154.575
1993-01-08,154.849
1993-01-11,155.311
1993-01-12,155.192
1993-01-13,155.364
1993-01-14,155.971
1993-01-15,156.632
1993-01-18,156.658
1993-01-19,156.782
1993-01-20,156.567
1993-01-21,156.739
1993-01-22,157.206
1993-01-25,158.103
1993-01-26,157.985
1993-01-27,158.205
1993-01-28,158.715
1993-01-29,159.279
1993-02-01,159.451
1993-02-02,158.655
1993-02-03,158.779
1993-02-04,159.386
1993-02-05,160.336
1993-02-08,159.783
1993-02-09,159.374
1993-02-10,158.724
1993-02-11,159.09
1993-02-12,159.218
1993-02-15,159.246
1993-02-16,159.424
1993-02-17,160.001
1993-02-18,161.425
1993-02-19,161.759
1993-02-22,162.535
1993-02-23,164.558
1993-02-24,163.489
1993-02-25,163.268
1993-02-26,163.302
1993-03-01,164.381
1993-03-02,164.309
1993-03-03,165.187
1993-03-04,165.866
1993-03-05,164.998
1993-03-08,165.626
1993-03-09,165.003
1993-03-10,164.329
1993-03-11,164.407
1993-03-12,162.738
1993-03-15,162.014
1993-03-16,163.394
1993-03-17,163.922
1993-03-18,165.001
1993-03-19,164.783
1993-03-22,164.761
1993-03-23,165.389
1993-03-24,164.866
1993-03-25,164.644
1993-03-26,163.325
1993-03-29,163.803
1993-03-30,164.281
1993-03-31,164.108
1993-04-01,163.886
1993-04-02,162.717
1993-04-05,163.145
1993-04-06,163.724
1993-04-07,163.901
1993-04-08,165.131
1993-04-09,165.213
1993-04-12,165.842
1993-04-13,165.669
1993-04-14,166.147
1993-04-15,166.425
1993-04-16,166.308
1993-04-19,166.636
1993-04-20,166.614
1993-04-21,166.791
1993-04-22,166.919
1993-04-23,166.551
1993-04-26,165.928
1993-04-27,165.005
1993-04-28,164.932
1993-04-29,165.46
1993-04-30,164.842
1993-05-03,165.921
1993-05-04,166.449
1993-05-05,166.377
1993-05-06,166.905
1993-05-07,166.588
1993-05-10,167.016
1993-05-11,166.993
1993-05-12,166.27
1993-05-13,165.547
1993-05-14,165.53
1993-05-17,165.057
1993-05-18,164.183
1993-05-19,164.661
1993-05-20,164.939
1993-05-21,164.171
1993-05-24,164.149
1993-05-25,164.126
1993-05-26,164.655
1993-05-27,164.882
1993-05-28,164.365
1993-05-31,164.392
1993-06-01,165.421
1993-06-02,165.649
1993-06-03,166.077
1993-06-04,165.159
1993-06-07,165.537
1993-06-08,165.414
1993-06-09,165.742
1993-06-10,165.72
1993-06-11,166.954
1993-06-14,167.032
1993-06-15,167.209
1993-06-16,167.237
1993-06-17,167.515
1993-06-18,167.147
1993-06-21,167.775
1993-06-22,167.903
1993-06-23,167.931
1993-06-24,168.409
1993-06-25,168.892
1993-06-28,169.421
1993-06-29,169.598
1993-06-30,169.526
1993-07-01,169.453
1993-07-02,170.037
1993-07-05,170.064
1993-07-06,169.591
1993-07-07,169.619
1993-07-08,169.897
1993-07-09,170.23
1993-07-12,170.358
1993-07-13,170.135
1993-07-14,170.864
1993-07-15,170.891
1993-07-16,171.024
1993-07-19,171.102
1993-07-20,170.629
1993-07-21,169.655
1993-07-22,168.882
1993-07-23,168.314
1993-07-26,168.692
1993-07-27,168.77
1993-07-28,168.998
1993-07-29,170.127
1993-07-30,170.009
1993-08-02,169.737
1993-08-03,170.014
1993-08-04,169.642
1993-08-05,169.719
1993-08-06,169.852
1993-08-09,170.33
1993-08-10,170.308
1993-08-11,170.636
1993-08-12,170.413
1993-08-13,170.946
1993-08-16,171.387
1993-08-17,171.312
1993-08-18,171.546
1993-08-19,172.09
1993-08-20,172.535
1993-08-23,172.563
1993-08-24,173.261
1993-08-25,173.753
1993-08-26,174.761
1993-08-27,174.329
1993-08-30,174.821
1993-08-31,174.798
1993-09-01,174.771
1993-09-02,175.384
1993-09-03,176.848
1993-09-06,176.874
1993-09-07,177.913
1993-09-08,177.886
1993-09-09,176.368
1993-09-10,177.3
1993-09-13,177.646
1993-09-14,176.235
1993-09-15,175.996
1993-09-16,176.342
1993-09-17,176.209
1993-09-20,175.703
1993-09-21,175.09
1993-09-22,175.383
1993-09-23,175.782
1993-09-24,175.915
1993-09-27,177.54
1993-09-28,177.779
1993-09-29,176.847
1993-09-30,176.288
1993-10-01,177.22
1993-10-04,177.3
1993-10-05,177.113
1993-10-06,177.246
1993-10-07,177.433
1993-10-08,178.524
1993-10-11,178.551
1993-10-12,178.418
1993-10-13,178.391
1993-10-14,179.003
1993-10-15,179.669
1993-10-18,178.577
1993-10-19,178.551
1993-10-20,178.79
1993-10-21,177.645
1993-10-22,176.82
1993-10-25,176.101
1993-10-26,176.66
1993-10-27,176.633
1993-10-28,176.926
1993-10-29,176.793
1993-11-01,175.222
1993-11-02,174.344
1993-11-03,173.838
1993-11-04,173.917
1993-11-05,172.932
1993-11-08,173.651
1993-11-09,174.37
1993-11-10,173.438
1993-11-11,173.464
1993-11-12,174.236
1993-11-15,173.89
1993-11-16,174.343
1993-11-17,174.476
1993-11-18,173.597
1993-11-19,172.186
1993-11-22,171.573
1993-11-23,172.505
1993-11-24,172.319
1993-11-25,172.346
1993-11-26,173.224
1993-11-29,173.41
1993-11-30,172.638
1993-12-01,172.825
1993-12-02,172.958
1993-12-03,173.091
1993-12-06,174.182
1993-12-07,174.262
1993-12-08,174.395
1993-12-09,174.794
1993-12-10,174.182
1993-12-13,173.57
1993-12-14,173.117
1993-12-15,173.037
1993-12-16,172.904
1993-12-17,173.41
1993-12-20,173.17
1993-12-21,172.984
1993-12-22,174.342
1993-12-23,174.688
1993-12-24,174.767
1993-12-27,174.847
1993-12-28,174.874
1993-12-29,174.687
1993-12-30,173.596
1993-12-31,173.569
1994-01-03,172.424
1994-01-04,172.983
1994-01-05,172.744
1994-01-06,173.516
1994-01-07,175.459
1994-01-10,175.912
1994-01-11,175.938
1994-01-12,176.764
1994-01-13,175.406
1994-01-14,174.687
1994-01-17,174.713
1994-01-18,175.166
1994-01-19,175.033
1994-01-20,175.645
1994-01-21,175.512
1994-01-24,175.379
1994-01-25,174.979
1994-01-26,175.165
1994-01-27,175.725
1994-01-28,176.497
1994-01-31,176.204
1994-02-01,175.272
1994-02-02,175.352
1994-02-03,174.846
1994-02-04,173.275
1994-02-07,173.035
1994-02-08,172.529
1994-02-09,172.822
1994-02-10,172.742
1994-02-11,172.929
1994-02-14,172.902
1994-02-15,173.204
1994-02-16,173.177
1994-02-17,171.889
1994-02-18,170.822
1994-02-21,170.85
1994-02-22,171.261
1994-02-23,170.302
1994-02-24,169.344
1994-02-25,169.646
1994-02-28,170.113
1994-03-01,168.517
1994-03-02,168.383
1994-03-03,167.708
1994-03-04,167.521
1994-03-07,168.199
1994-03-08,167.577
1994-03-09,167.605
1994-03-10,166.389
1994-03-11,166.689
1994-03-14,166.23
1994-03-15,166.637
1994-03-16,167.585
1994-03-17,167.613
1994-03-18,166.507
1994-03-21,165.832
1994-03-22,167.212
1994-03-23,167.295
1994-03-24,165.537
1994-03-25,165.35
1994-03-28,165.162
1994-03-29,164.162
1994-03-30,163.432
1994-03-31,163.569
1994-04-01,163.653
1994-04-04,159.081
1994-04-05,161.328
1994-04-06,161.897
1994-04-07,162.683
1994-04-08,161.847
1994-04-11,162.091
1994-04-12,162.769
1994-04-13,162.039
1994-04-14,161.58
1994-04-15,161.773
1994-04-18,159.853
1994-04-19,160.314
1994-04-20,160.883
1994-04-21,162.588
1994-04-22,162.402
1994-04-25,163.242
1994-04-26,163.378
1994-04-27,163.406
1994-04-28,161.324
1994-04-29,161.191
1994-05-02,160.841
1994-05-03,160.436
1994-05-04,160.302
1994-05-05,160.654
1994-05-06,158.033
1994-05-09,156.545
1994-05-10,158.414
1994-05-11,157.251
1994-05-12,157.712
1994-05-13,158.554
1994-05-16,159.231
1994-05-17,161.695
1994-05-18,161.831
1994-05-19,162.617
1994-05-20,161.997
1994-05-23,160.186
1994-05-24,160.484
1994-05-25,160.999
1994-05-26,161.406
1994-05-27,161.058
1994-05-30,161.086
1994-05-31,160.681
1994-06-01,161.259
1994-06-02,161.887
1994-06-03,163.026
1994-06-06,163.803
1994-06-07,163.387
1994-06-08,163.269
1994-06-09,163.151
1994-06-10,162.648
1994-06-13,162.182
1994-06-14,163.009
1994-06-15,161.946
1994-06-16,162.326
1994-06-17,161.574
1994-06-20,161.407
1994-06-21,160.841
1994-06-22,161.818
1994-06-23,162.247
1994-06-24,160.998
1994-06-27,161.477
1994-06-28,160.613
1994-06-29,160.793
1994-06-30,159.731
1994-07-01,159.825
1994-07-04,159.856
1994-07-05,160.185
1994-07-06,160.167
1994-07-07,160.447
1994-07-08,159.148
1994-07-11,158.682
1994-07-12,159.161
1994-07-13,159.392
1994-07-14,161.214
1994-07-15,161.307
1994-07-18,161.886
1994-07-19,162.514
1994-07-20,161.451
1994-07-21,161.184
1994-07-22,161.079
1994-07-25,161.359
1994-07-26,161.291
1994-07-27,160.676
1994-07-28,161.204
1994-07-29,163.238
1994-08-01,163.07
1994-08-02,163.4
1994-08-03,163.581
1994-08-04,163.363
1994-08-05,161.667
1994-08-08,161.648
1994-08-09,161.182
1994-08-10,161.313
1994-08-11,160.797
1994-08-12,161.638
1994-08-15,161.47
1994-08-16,162.695
1994-08-17,163.025
1994-08-18,161.713
1994-08-19,161.906
1994-08-22,161.44
1994-08-23,161.82
1994-08-24,162.597
1994-08-25,161.733
1994-08-26,162.374
1994-08-29,162.505
1994-08-30,162.885
1994-08-31,163.165
1994-09-01,163.196
1994-09-02,163.039
1994-09-05,163.071
1994-09-06,162.395
1994-09-07,162.174
1994-09-08,162.155
1994-09-09,160.633
1994-09-12,160.513
1994-09-13,160.747
1994-09-14,161.082
1994-09-15,161.772
1994-09-16,159.996
1994-09-19,160.382
1994-09-20,159.959
1994-09-21,159.637
1994-09-22,159.668
1994-09-23,159.714
1994-09-26,159.695
1994-09-27,159.373
1994-09-28,159.758
1994-09-29,159.032
1994-09-30,159.431
1994-10-03,158.957
1994-10-04,158.635
1994-10-05,157.908
1994-10-06,157.839
1994-10-07,158.744
1994-10-10,158.775
1994-10-11,159.363
1994-10-12,158.991
1994-10-13,159.528
1994-10-14,159.927
1994-10-17,159.858
1994-10-18,159.738
1994-10-19,159.264
1994-10-20,158.032
1994-10-21,158.077
1994-10-24,157.603
1994-10-25,157.382
1994-10-26,157.363
1994-10-27,157.395
1994-10-28,158.199
1994-10-31,158.281
1994-11-01,157.251
1994-11-02,156.777
1994-11-03,156.809
1994-11-04,156.096
1994-11-07,156.077
1994-11-08,156.513
1994-11-09,157.152
1994-11-10,156.729
1994-11-11,156.824
1994-11-14,157.26
1994-11-15,157.545
1994-11-16,157.021
1994-11-17,156.547
1994-11-18,156.642
1994-11-21,156.573
1994-11-22,156.908
1994-11-23,159.013
1994-11-24,159.045
1994-11-25,159.191
1994-11-28,158.313
1994-11-29,157.536
1994-11-30,158.023
1994-12-01,157.909
1994-12-02,159.195
1994-12-05,158.983
1994-12-06,160.2
1994-12-07,159.347
1994-12-08,159.529
1994-12-09,159.632
1994-12-12,159.026
1994-12-13,159.306
1994-12-14,159.686
1994-12-15,159.769
1994-12-16,159.724
1994-12-19,159.759
1994-12-20,159.744
1994-12-21,159.877
1994-12-22,159.516
1994-12-23,159.521
1994-12-26,159.555
1994-12-27,160.575
1994-12-28,160.116
1994-12-29,160.003
1994-12-30,159.859
1995-01-02,159.894
1995-01-03,159.484
1995-01-04,160.159
1995-01-05,159.602
1995-01-06,159.804
1995-01-09,159.542
1995-01-10,160.168
1995-01-11,160.744
1995-01-12,160.631
1995-01-13,161.966
1995-01-16,162.001
1995-01-17,161.936
1995-01-18,161.872
1995-01-19,161.561
1995-01-20,160.826
1995-01-23,160.663
1995-01-24,160.451
1995-01-25,161.126
1995-01-26,161.555
1995-01-27,162.792
1995-01-30,162.925
1995-01-31,163.452
1995-02-01,162.845
1995-02-02,162.682
1995-02-03,164.905
1995-02-06,164.496
1995-02-07,164.579
1995-02-08,164.564
1995-02-09,163.958
1995-02-10,163.617
1995-02-13,163.799
1995-02-14,164.869
1995-02-15,165.642
1995-02-16,166.17
1995-02-17,166.076
1995-02-20,166.11
1995-02-21,165.996
1995-02-22,167.115
1995-02-23,167.346
1995-02-24,167.351
1995-02-27,168.322
1995-02-28,168.553
1995-03-01,168.433
1995-03-02,167.695
1995-03-03,167.025
1995-03-06,166.493
1995-03-07,166.167
1995-03-08,167.127
1995-03-09,167.933
1995-03-10,168.808
1995-03-13,169.357
1995-03-14,170.523
1995-03-15,170.506
1995-03-16,171.055
1995-03-17,170.385
1995-03-20,170.316
1995-03-21,169.938
1995-03-22,169.355
1995-03-23,169.389
1995-03-24,170.881
1995-03-27,171.378
1995-03-28,170.228
1995-03-29,170.263
1995-03-30,169.988
1995-03-31,169.833
1995-04-03,170.588
1995-04-04,170.879
1995-04-05,170.913
1995-04-06,171.308
1995-04-07,171.204
1995-04-10,171.135
1995-04-11,171.478
1995-04-12,171.821
1995-04-13,172.267
1995-04-14,172.369
1995-04-17,172.3
1995-04-18,172.334
1995-04-19,172.163
1995-04-20,172.66
1995-04-21,172.814
1995-04-24,172.951
1995-04-25,172.933
1995-04-26,172.916
1995-04-27,172.59
1995-04-28,172.435
1995-05-01,172.211
1995-05-02,172.76
1995-05-03,173.772
1995-05-04,175.093
1995-05-05,177.152
1995-05-08,177.083
1995-05-09,178.25
1995-05-10,177.614
1995-05-11,177.288
1995-05-12,177.236
1995-05-15,177.888
1995-05-16,178.746
1995-05-17,179.037
1995-05-18,178.093
1995-05-19,178.093
1995-05-22,177.921
1995-05-23,178.676
1995-05-24,180.254
1995-05-25,180.854
1995-05-26,180.854
1995-05-29,180.888
1995-05-30,182.157
1995-05-31,182.191
1995-06-01,183.565
1995-06-02,184.889
1995-06-05,185.256
1995-06-06,185.232
1995-06-07,183.642
1995-06-08,183.506
1995-06-09,181.141
1995-06-12,181.619
1995-06-13,184.67
1995-06-14,184.59
1995-06-15,184.23
1995-06-16,183.989
1995-06-19,185.083
1995-06-20,184.668
1995-06-21,185.146
1995-06-22,186.352
1995-06-23,186.111
1995-06-26,185.472
1995-06-27,185.056
1995-06-28,185.647
1995-06-29,183.386
1995-06-30,184.32
1995-07-03,184.351
1995-07-04,184.383
1995-07-05,184.749
1995-07-06,186.626
1995-07-07,186.833
1995-07-10,186.864
1995-07-11,186.225
1995-07-12,186.144
1995-07-13,186.288
1995-07-14,185.544
1995-07-17,184.681
1995-07-18,184.377
1995-07-19,182.06
1995-07-20,182.092
1995-07-21,180.957
1995-07-24,181.827
1995-07-25,182.25
1995-07-26,181.554
1995-07-27,182.257
1995-07-28,181.625
1995-07-31,182.215
1995-08-01,181.52
1995-08-02,182.334
1995-08-03,181.304
1995-08-04,181.79
1995-08-07,182.045
1995-08-08,182.188
1995-08-09,181.829
1995-08-10,181.301
1995-08-11,180.166
1995-08-14,180.253
1995-08-15,180.508
1995-08-16,181.043
1995-08-17,180.739
1995-08-18,180.89
1995-08-21,181.536
1995-08-22,181.121
1995-08-23,180.929
1995-08-24,182.078
1995-08-25,183.515
1995-08-28,183.994
1995-08-29,183.69
1995-08-30,184.169
1995-08-31,184.759
1995-09-01,185.591
1995-09-04,185.623
1995-09-05,186.278
1995-09-06,186.367
1995-09-07,185.946
1995-09-08,185.589
1995-09-11,185.677
1995-09-12,186.728
1995-09-13,186.534
1995-09-14,187.868
1995-09-15,187.568
1995-09-18,186.807
1995-09-19,187.235
1995-09-20,187.833
1995-09-21,186.336
1995-09-22,185.979
1995-09-25,185.841
1995-09-26,185.59
1995-09-27,185.283
1995-09-28,185.711
1995-09-29,187.222
1995-10-02,187.481
1995-10-03,187.853
1995-10-04,188.054
1995-10-05,188.823
1995-10-06,188.919
1995-10-09,188.95
1995-10-10,188.869
1995-10-11,188.618
1995-10-12,188.99
1995-10-13,190.445
1995-10-16,190.363
1995-10-17,190.509
1995-10-18,190.257
1995-10-19,190.403
1995-10-20,189.649
1995-10-23,189.285
1995-10-24,189.94
1995-10-25,190.255
1995-10-26,189.607
1995-10-27,189.703
1995-10-30,189.905
1995-10-31,190.163
1995-11-01,190.875
1995-11-02,191.7
1995-11-03,191.456
1995-11-06,191.261
1995-11-07,190.84
1995-11-08,191.835
1995-11-09,191.187
1995-11-10,190.83
1995-11-13,191.259
1995-11-14,191.347
1995-11-15,190.983
1995-11-16,191.977
1995-11-17,192.186
1995-11-20,192.105
1995-11-21,191.797
1995-11-22,191.603
1995-11-23,191.635
1995-11-24,192.014
1995-11-27,192.386
1995-11-28,192.474
1995-11-29,192.959
1995-11-30,194.237
1995-12-01,194.99
1995-12-04,196.281
1995-12-05,196.012
1995-12-06,195.683
1995-12-07,194.994
1995-12-08,194.967
1995-12-11,195.297
1995-12-12,195.148
1995-12-13,194.879
1995-12-14,194.91
1995-12-15,194.883
1995-12-18,193.474
1995-12-19,194.165
1995-12-20,194.916
1995-12-21,194.767
1995-12-22,195.76
1995-12-25,195.791
1995-12-26,196.061
1995-12-27,196.512
1995-12-28,197.023
1995-12-29,197.776
1996-01-01,197.807
1996-01-02,197.598
1996-01-03,197.929
1996-01-04,196.88
1996-01-05,196.433
1996-01-08,196.584
1996-01-09,196.375
1996-01-10,194.966
1996-01-11,195.297
1996-01-12,195.809
1996-01-15,195.84
1996-01-16,197.131
1996-01-17,198.422
1996-01-18,199.113
1996-01-19,199.146
1996-01-22,198.157
1996-01-23,197.408
1996-01-24,198.099
1996-01-25,196.87
1996-01-26,197.682
1996-01-29,197.233
1996-01-30,198.044
1996-01-31,198.495
1996-02-01,198.226
1996-02-02,197.779
1996-02-05,197.33
1996-02-06,197.661
1996-02-07,197.632
1996-02-08,197.663
1996-02-09,197.756
1996-02-12,198.626
1996-02-13,199.017
1996-02-14,198.328
1996-02-15,197.279
1996-02-16,196.592
1996-02-19,196.623
1996-02-20,193.054
1996-02-21,193.265
1996-02-22,194.316
1996-02-23,193.689
1996-02-26,193.12
1996-02-27,192.491
1996-02-28,191.802
1996-02-29,191.353
1996-03-01,193.427
1996-03-04,194.572
1996-03-05,193.921
1996-03-06,192.651
1996-03-07,192.434
1996-03-08,187.819
1996-03-11,188.964
1996-03-12,188.561
1996-03-13,188.654
1996-03-14,188.622
1996-03-15,187.289
1996-03-18,187.692
1996-03-19,188.094
1996-03-20,189.115
1996-03-21,189.951
1996-03-22,189.486
1996-03-25,190.321
1996-03-26,190.538
1996-03-27,189.33
1996-03-28,188.307
1996-03-29,189.452
1996-04-01,189.916
1996-04-02,190.69
1996-04-03,190.473
1996-04-04,189.698
1996-04-05,186.508
1996-04-08,185.671
1996-04-09,186.631
1996-04-10,185.794
1996-04-11,185.081
1996-04-12,187.403
1996-04-15,188.053
1996-04-16,188.022
1996-04-17,187.495
1996-04-18,186.782
1996-04-19,187.494
1996-04-22,188.205
1996-04-23,187.802
1996-04-24,187.09
1996-04-25,187.306
1996-04-26,187.708
1996-04-29,186.995
1996-04-30,186.159
1996-05-01,185.818
1996-05-02,183.618
1996-05-03,183.091
1996-05-06,183.617
1996-05-07,183.586
1996-05-08,184.545
1996-05-09,184.576
1996-05-10,185.845
1996-05-13,186.185
1996-05-14,187.083
1996-05-15,187.361
1996-05-16,186.71
1996-05-17,187.483
1996-05-20,188.009
1996-05-21,187.73
1996-05-22,188.132
1996-05-23,187.482
1996-05-24,187.883
1996-05-27,187.914
1996-05-28,187.697
1996-05-29,186.365
1996-05-30,186.271
1996-05-31,185.124
1996-06-03,184.929
1996-06-04,185.136
1996-06-05,185.63
1996-06-06,186.528
1996-06-07,184.329
1996-06-10,183.903
1996-06-11,183.65
1996-06-12,183.166
1996-06-13,183.488
1996-06-14,184.397
1996-06-17,185.064
1996-06-18,184.696
1996-06-19,184.327
1996-06-20,184.189
1996-06-21,184.522
1996-06-24,184.844
1996-06-25,185.224
1996-06-26,185.258
1996-06-27,186.328
1996-06-28,187.813
1996-07-01,187.674
1996-07-02,186.903
1996-07-03,187.168
1996-07-04,187.202
1996-07-05,183.68
1996-07-08,183.83
1996-07-09,184.324
1996-07-10,185.164
1996-07-11,185.601
1996-07-12,186.164
1996-07-15,185.969
1996-07-16,186.751
1996-07-17,186.728
1996-07-18,188.373
1996-07-19,187.671
1996-07-22,187.072
1996-07-23,187.567
1996-07-24,186.796
1996-07-25,186.945
1996-07-26,187.163
1996-07-29,186.22
1996-07-30,186.772
1996-07-31,187.842
1996-08-01,189.897
1996-08-02,191.905
1996-08-05,191.709
1996-08-06,191.514
1996-08-07,191.549
1996-08-08,191.411
1996-08-09,192.323
1996-08-12,192.416
1996-08-13,191.413
1996-08-14,191.448
1996-08-15,190.791
1996-08-16,191.761
1996-08-19,191.393
1996-08-20,191.428
1996-08-21,191.117
1996-08-22,190.979
1996-08-23,189.815
1996-08-26,188.755
1996-08-27,189.136
1996-08-28,188.94
1996-08-29,188.11
1996-08-30,186.947
1996-09-02,186.982
1996-09-03,187.536
1996-09-04,187.225
1996-09-05,186.741
1996-09-06,187.423
1996-09-09,187.919
1996-09-10,187.493
1996-09-11,187.528
1996-09-12,188.37
1996-09-13,190.263
1996-09-16,190.414
1996-09-17,189.469
1996-09-18,189.215
1996-09-19,188.731
1996-09-20,189.125
1996-09-23,189.391
1996-09-24,190.175
1996-09-25,191.075
1996-09-26,191.802
1996-09-27,191.562
1996-09-30,191.135
1996-10-01,192.035
1996-10-02,192.647
1996-10-03,192.625
1996-10-04,194.46
1996-10-07,193.86
1996-10-08,193.78
1996-10-09,193.181
1996-10-10,192.524
1996-10-11,193.264
1996-10-14,193.299
1996-10-15,192.411
1996-10-16,193.196
1996-10-17,194.038
1996-10-18,194.374
1996-10-21,194.063
1996-10-22,193.579
1996-10-23,193.729
1996-10-24,193.534
1996-10-25,194.043
1996-10-28,193.962
1996-10-29,196.073
1996-10-30,196.108
1996-10-31,196.662
1996-11-01,196.645
1996-11-04,196.922
1996-11-05,197.989
1996-11-06,197.902
1996-11-07,198.544
1996-11-08,198.102
1996-11-11,198.136
1996-11-12,199.689
1996-11-13,199.42
1996-11-14,200.183
1996-11-15,199.923
1996-11-18,199.654
1996-11-19,200.175
1996-11-20,200.756
1996-11-21,200.73
1996-11-22,200.712
1996-11-25,200.929
1996-11-26,200.964
1996-11-27,201.059
1996-11-28,201.093
1996-11-29,202.23
1996-12-02,202.022
1996-12-03,202.117
1996-12-04,201.484
1996-12-05,199.879
1996-12-06,199.497
1996-12-09,200.139
1996-12-10,200.174
1996-12-11,198.083
1996-12-12,197.632
1996-12-13,198.708
1996-12-16,198.135
1996-12-17,197.623
1996-12-18,197.111
1996-12-19,198.543
1996-12-20,198.768
1996-12-23,198.863
1996-12-24,198.837
1996-12-25,198.872
1996-12-26,198.846
1996-12-27,199.618
1996-12-30,199.653
1996-12-31,197.926
1997-01-01,197.961
1997-01-02,196.417
1997-01-03,196.824
1997-01-06,196.616
1997-01-07,196.165
1997-01-08,196.018
1997-01-09,196.963
1997-01-10,195.61
1997-01-13,195.766
1997-01-14,197.015
1997-01-15,197.049
1997-01-16,196.416
1997-01-17,196.763
1997-01-20,196.798
1997-01-21,197.379
1997-01-22,196.928
1997-01-23,196.78
1997-01-24,196.034
1997-01-27,195.401
1997-01-28,195.982
1997-01-29,196.138
1997-01-30,196.598
1997-01-31,197.795
1997-02-03,198.679
1997-02-04,198.896
1997-02-05,198.749
1997-02-06,198.601
1997-02-07,199.494
1997-02-10,199.529
1997-02-11,199.442
1997-02-12,199.355
1997-02-13,200.422
1997-02-14,201.255
1997-02-17,201.29
1997-02-18,201.446
1997-02-19,201.055
1997-02-20,200.24
1997-02-21,200.344
1997-02-24,199.954
1997-02-25,199.867
1997-02-26,197.412
1997-02-27,197.325
1997-02-28,197.551
1997-03-03,197.334
1997-03-04,197.054
1997-03-05,197.151
1997-03-06,196.746
1997-03-07,197.668
1997-03-10,197.703
1997-03-11,197.674
1997-03-12,197.206
1997-03-13,195.542
1997-03-14,196.023
1997-03-17,195.807
1997-03-18,195.716
1997-03-19,195.499
1997-03-20,195.534
1997-03-21,195.701
1997-03-24,195.987
1997-03-25,195.456
1997-03-26,194.924
1997-03-27,193.386
1997-03-28,193.49
1997-03-31,193.399
1997-04-01,193.874
1997-04-02,194.097
1997-04-03,194.321
1997-04-04,193.607
1997-04-07,194.334
1997-04-08,193.991
1997-04-09,194.026
1997-04-10,193.998
1997-04-11,193.095
1997-04-14,193.067
1997-04-15,194.486
1997-04-16,194.269
1997-04-17,194.996
1997-04-18,195.289
1997-04-21,194.82
1997-04-22,195.295
1997-04-23,194.764
1997-04-24,194.169
1997-04-25,194.085
1997-04-28,194.434
1997-04-29,196.608
1997-04-30,197.334
1997-05-01,197.684
1997-05-02,198.039
1997-05-05,198.2
1997-05-06,198.297
1997-05-07,197.137
1997-05-08,197.738
1997-05-09,198.534
1997-05-12,198.883
1997-05-13,198.037
1997-05-14,198.638
1997-05-15,198.798
1997-05-16,198.462
1997-05-19,198.308
1997-05-20,198.406
1997-05-21,198.063
1997-05-22,197.783
1997-05-23,198.076
1997-05-26,198.111
1997-05-27,197.516
1997-05-28,197.488
1997-05-29,198.215
1997-05-30,199.388
1997-06-02,199.611
1997-06-03,200.145
1997-06-04,200.243
1997-06-05,200.342
1997-06-06,202.069
1997-06-09,201.482
1997-06-10,201.268
1997-06-11,201.429
1997-06-12,202.648
1997-06-13,203.441
1997-06-16,203.851
1997-06-17,203.575
1997-06-18,203.985
1997-06-19,203.958
1997-06-20,204.502
1997-06-23,204.039
1997-06-24,203.951
1997-06-25,203.613
1997-06-26,202.839
1997-06-27,203.507
1997-06-30,202.733
1997-07-01,203.703
1997-07-02,204.175
1997-07-03,205.768
1997-07-04,205.876
1997-07-07,206.597
1997-07-08,206.571
1997-07-09,206.98
1997-07-10,206.892
1997-07-11,207.311
1997-07-14,207.035
1997-07-15,207.009
1997-07-16,207.917
1997-07-17,208.015
1997-07-18,207.375
1997-07-21,207.037
1997-07-22,208.755
1997-07-23,209.04
1997-07-24,208.889
1997-07-25,208.56
1997-07-28,208.97
1997-07-29,209.753
1997-07-30,210.537
1997-07-31,211.071
1997-08-01,208.437
1997-08-04,208.162
1997-08-05,208.073
1997-08-06,208.358
1997-08-07,207.833
1997-08-08,205.823
1997-08-11,206.045
1997-08-12,205.707
1997-08-13,205.992
1997-08-14,207.15
1997-08-15,207.382
1997-08-18,208.165
1997-08-19,208.201
1997-08-20,207.863
1997-08-21,207.027
1997-08-22,206.2
1997-08-25,205.737
1997-08-26,205.898
1997-08-27,206.058
1997-08-28,207.215
1997-08-29,206.762
1997-09-01,206.797
1997-09-02,207.355
1997-09-03,207.194
1997-09-04,207.163
1997-09-05,206.81
1997-09-08,207.237
1997-09-09,207.141
1997-09-10,206.849
1997-09-11,206.425
