"date","copper"
1995-10-31,2813.55
1995-11-01,2955
1995-11-02,2965
1995-11-03,2920
1995-11-06,3005
1995-11-07,3015
1995-11-08,2968
1995-11-09,2960
1995-11-10,3016
1995-11-13,3040
1995-11-14,3030
1995-11-15,2980
1995-11-16,2947
1995-11-17,3000
1995-11-20,3002
1995-11-21,2983
1995-11-22,2985
1995-11-23,2956
1995-11-24,2984
1995-11-27,2990
1995-11-28,2989
1995-11-29,2985
1995-11-30,2920
1995-12-01,2934
1995-12-04,2965
1995-12-05,2945
1995-12-06,2995
1995-12-07,2960
1995-12-08,2973
1995-12-11,2994
1995-12-12,2975
1995-12-13,2995
1995-12-14,3001
1995-12-15,2894
1995-12-18,2912
1995-12-19,2880
1995-12-20,2855
1995-12-21,2900
1995-12-22,2862
1995-12-25,NA
1995-12-26,NA
1995-12-27,2840
1995-12-28,2840
1995-12-29,2825
1996-01-01,NA
1996-01-02,2816
1996-01-03,2739
1996-01-04,2790
1996-01-05,2735
1996-01-08,2717
1996-01-09,2700
1996-01-10,2610
1996-01-11,2612
1996-01-12,2625
1996-01-15,2575
1996-01-16,2554
1996-01-17,2601
1996-01-18,2621
1996-01-19,2552
1996-01-22,2504
1996-01-23,2547
1996-01-24,2529
1996-01-25,2557
1996-01-26,2505
1996-01-29,2503
1996-01-30,2548
1996-01-31,2616.41
1996-02-01,2567
1996-02-02,2581
1996-02-05,2563
1996-02-06,2568
1996-02-07,2577
1996-02-08,2583
1996-02-09,2555
1996-02-12,2555
1996-02-13,2525
1996-02-14,2510
1996-02-15,2529
1996-02-16,2482
1996-02-19,2508
1996-02-20,2511.5
1996-02-21,2500
1996-02-22,2520
1996-02-23,2523
1996-02-26,2538.5
1996-02-27,2531
1996-02-28,2539
1996-02-29,2537.71
1996-03-01,2554.5
1996-03-04,2595
1996-03-05,2584
1996-03-06,2567
1996-03-07,2552
1996-03-08,2603
1996-03-11,2603
1996-03-12,2592
1996-03-13,2601
1996-03-14,2579
1996-03-15,2552
1996-03-18,2568
1996-03-19,2558
1996-03-20,2538
1996-03-21,2547.5
1996-03-22,2545
1996-03-25,2516
1996-03-26,2535
1996-03-27,2528
1996-03-28,2530
1996-03-29,2561.02
1996-04-01,2515
1996-04-02,2513.5
1996-04-03,2485
1996-04-04,2488
1996-04-05,NA
1996-04-08,NA
1996-04-09,2487
1996-04-10,2483.5
1996-04-11,2534
1996-04-12,2573
1996-04-15,2600
1996-04-16,2558.5
1996-04-17,2583
1996-04-18,2620
1996-04-19,2615
1996-04-22,2686
1996-04-23,2695
1996-04-24,2655
1996-04-25,2723
1996-04-26,2705
1996-04-29,2699
1996-04-30,2706
1996-05-01,2678
1996-05-02,2724
1996-05-03,2740
1996-05-06,NA
1996-05-07,2760
1996-05-08,2839
1996-05-09,2800
1996-05-10,2792
1996-05-13,2768
1996-05-14,2801
1996-05-15,2738
1996-05-16,2760.5
1996-05-17,2666
1996-05-20,2479
1996-05-21,2518
1996-05-22,2550
1996-05-23,2560
1996-05-24,2545
1996-05-27,NA
1996-05-28,2568
1996-05-29,2546
1996-05-30,2560
1996-05-31,2658.26
1996-06-03,2544
1996-06-04,2488
1996-06-05,2420
1996-06-06,2210
1996-06-07,2470
1996-06-10,2520
1996-06-11,2290
1996-06-12,2335
1996-06-13,2275
1996-06-14,2150
1996-06-17,2080
1996-06-18,2055
1996-06-19,2075
1996-06-20,2075
1996-06-21,1990
1996-06-24,1870
1996-06-25,1931
1996-06-26,1835
1996-06-27,1830
1996-06-28,2173.4
1996-07-01,1950
1996-07-02,1936
1996-07-03,1997
1996-07-04,1927
1996-07-05,1955
1996-07-08,1983
1996-07-09,1990
1996-07-10,1985
1996-07-11,1938
1996-07-12,1870
1996-07-15,1902
1996-07-16,1934
1996-07-17,1955
1996-07-18,1952
1996-07-19,1980
1996-07-22,1974
1996-07-23,2017
1996-07-24,2018
1996-07-25,2085
1996-07-26,2120
1996-07-29,2087
1996-07-30,2031
1996-07-31,1985.57
1996-08-01,2055
1996-08-02,2039
1996-08-05,2038
1996-08-06,2004
1996-08-07,2045
1996-08-08,2056
1996-08-09,2032
1996-08-12,2039
1996-08-13,2000
1996-08-14,2015
1996-08-15,2023
1996-08-16,2000
1996-08-19,1985
1996-08-20,1986
1996-08-21,1955
1996-08-22,1967
1996-08-23,1968
1996-08-26,NA
1996-08-27,1982
1996-08-28,1973
1996-08-29,1988
1996-08-30,2060
1996-09-02,2085
1996-09-03,2044
1996-09-04,2015
1996-09-05,2013
1996-09-06,1939
1996-09-09,1961
1996-09-10,1937
1996-09-11,1929
1996-09-12,1886
1996-09-13,1883.5
1996-09-16,1882
1996-09-17,1867
1996-09-18,1912
1996-09-19,1917
1996-09-20,1917
1996-09-23,1858
1996-09-24,1886
1996-09-25,1920
1996-09-26,1927
1996-09-27,1995
1996-09-30,1941.45
1996-10-01,1904
1996-10-02,1913
1996-10-03,1891
1996-10-04,1922
1996-10-07,1932.5
1996-10-08,1908
1996-10-09,1955
1996-10-10,1954
1996-10-11,1967
1996-10-14,1948
1996-10-15,1963
1996-10-16,1959
1996-10-17,1929
1996-10-18,1978
1996-10-21,1986
1996-10-22,1983
1996-10-23,2000
1996-10-24,1999
1996-10-25,2036
1996-10-28,2067
1996-10-29,1981
1996-10-30,1942
1996-10-31,1961.17
1996-11-01,1996
1996-11-04,2003
1996-11-05,2014
1996-11-06,2012
1996-11-07,2076
1996-11-08,2087
1996-11-11,2062
1996-11-12,2120
1996-11-13,2133
1996-11-14,2091
1996-11-15,2230
1996-11-18,2290
1996-11-19,2351
1996-11-20,2364
1996-11-21,2353
1996-11-22,2333
1996-11-25,2326
1996-11-26,2490
1996-11-27,2545
1996-11-28,2580
1996-11-29,2500
1996-12-02,2465
1996-12-03,2315
1996-12-04,2362
1996-12-05,2386
1996-12-06,2262
1996-12-09,2309
1996-12-10,2273
1996-12-11,2295
1996-12-12,2267
1996-12-13,2250
1996-12-16,2199
1996-12-17,2161
1996-12-18,2160
1996-12-19,2228
1996-12-20,2247
1996-12-23,2231
1996-12-24,2232
1996-12-25,NA
1996-12-26,NA
1996-12-27,2260
1996-12-30,2218
1996-12-31,2268.08
1997-01-01,NA
1997-01-02,2255
1997-01-03,2303
1997-01-06,2305
1997-01-07,2316
1997-01-08,2382
1997-01-09,2368
1997-01-10,2410
1997-01-13,2451
1997-01-14,2468
1997-01-15,2405
1997-01-16,2462
1997-01-17,2455
1997-01-20,2440
1997-01-21,2525
1997-01-22,2517.5
1997-01-23,2548
1997-01-24,2547
1997-01-27,2574
1997-01-28,2580
1997-01-29,2530
1997-01-30,2388
1997-01-31,2434.93
1997-02-03,2398
1997-02-04,2312
1997-02-05,2395
1997-02-06,2466
1997-02-07,2500
1997-02-10,2420
1997-02-11,2396
1997-02-12,2356
1997-02-13,2372
1997-02-14,2367
1997-02-17,2321
1997-02-18,2355
1997-02-19,2420
1997-02-20,2415
1997-02-21,2443
1997-02-24,2458
1997-02-25,2435
1997-02-26,2429
1997-02-27,2455
1997-02-28,2424
1997-03-03,2451
1997-03-04,2481
1997-03-05,2446
1997-03-06,2422
1997-03-07,2487
1997-03-10,2448
1997-03-11,2410
1997-03-12,2403
1997-03-13,2381
1997-03-14,2413.5
1997-03-17,2418
1997-03-18,2374
1997-03-19,2377
1997-03-20,2390
1997-03-21,2422.5
1997-03-24,2430.5
1997-03-25,2420
1997-03-26,2432
1997-03-27,2412
1997-03-28,NA
1997-03-31,NA
1997-04-01,2402
1997-04-02,2396
1997-04-03,2428
1997-04-04,2403
1997-04-07,2325
1997-04-08,2327
1997-04-09,2356
1997-04-10,2340
1997-04-11,2335
1997-04-14,2292
1997-04-15,2315
1997-04-16,2321
1997-04-17,2304
1997-04-18,2334
1997-04-21,2330
1997-04-22,2394
1997-04-23,2515
1997-04-24,2590
1997-04-25,2569
1997-04-28,2525
1997-04-29,2425
1997-04-30,2414
1997-05-01,2441
1997-05-02,2401
1997-05-05,NA
1997-05-06,2446
1997-05-07,2426
1997-05-08,2443
1997-05-09,2424
1997-05-12,2470
1997-05-13,2472.5
1997-05-14,2465
1997-05-15,2543
1997-05-16,2548
1997-05-19,2547
1997-05-20,2501
1997-05-21,2600
1997-05-22,2610
1997-05-23,2584
1997-05-26,NA
1997-05-27,2583
1997-05-28,2603
1997-05-29,2608
1997-05-30,2605
1997-06-02,2553
1997-06-03,2536
1997-06-04,2527
1997-06-05,2539
1997-06-06,2540
1997-06-09,2557
1997-06-10,2587
1997-06-11,2642
1997-06-12,2692
1997-06-13,2674.5
1997-06-16,2683
1997-06-17,2671
1997-06-18,2703
1997-06-19,2714
1997-06-20,2720
1997-06-23,2630
1997-06-24,2645
1997-06-25,2551
1997-06-26,2549
1997-06-27,2581
1997-06-30,2585.5
1997-07-01,2523
1997-07-02,2522
1997-07-03,2587
1997-07-04,2558
1997-07-07,2546
1997-07-08,2527.5
1997-07-09,2396
1997-07-10,2413
1997-07-11,2405
1997-07-14,2570
1997-07-15,2570
1997-07-16,2455
1997-07-17,2403
1997-07-18,2416
1997-07-21,2471
1997-07-22,2435
1997-07-23,2335
1997-07-24,2337
1997-07-25,2429
1997-07-28,2403
1997-07-29,2403
1997-07-30,2339
1997-07-31,2352
1997-08-01,2340
1997-08-04,2309.5
1997-08-05,2312
1997-08-06,2323
1997-08-07,2364
1997-08-08,2316
1997-08-11,2293.5
1997-08-12,2296
1997-08-13,2308
1997-08-14,2280
1997-08-15,2212.5
1997-08-18,2158
1997-08-19,2139
1997-08-20,2180.5
1997-08-21,2190
1997-08-22,2195.5
1997-08-25,NA
1997-08-26,2202
1997-08-27,2202.5
1997-08-28,2156
1997-08-29,2199
1997-09-01,2183
1997-09-02,2134
1997-09-03,2139
1997-09-04,2155
1997-09-05,2164
1997-09-08,2134
1997-09-09,2117.5
1997-09-10,2132.5
1997-09-11,2075
1997-09-12,2069.5
1997-09-15,2083
1997-09-16,2042
1997-09-17,2052
1997-09-18,2103
1997-09-19,2108.5
1997-09-22,2074
1997-09-23,2074
1997-09-24,2080
1997-09-25,2062
1997-09-26,2072
1997-09-29,2160.5
1997-09-30,2112
1997-10-01,2094
1997-10-02,2061
1997-10-03,2050.5
1997-10-06,2069.5
1997-10-07,2056
1997-10-08,2060
1997-10-09,2075.5
1997-10-10,2065
1997-10-13,2051.5
1997-10-14,2084
1997-10-15,2102.5
1997-10-16,2084
1997-10-17,2091.5
1997-10-20,2126
1997-10-21,2068.5
1997-10-22,2078.5
1997-10-23,2058.5
1997-10-24,2006
1997-10-27,1975
1997-10-28,1981
1997-10-29,2008.5
1997-10-30,1999
1997-10-31,2009
1997-11-03,1989.75
1997-11-04,1970
1997-11-05,1969
1997-11-06,1939
1997-11-07,1958
1997-11-10,1991.5
1997-11-11,1967
1997-11-12,1942.5
1997-11-13,1934
1997-11-14,1938.5
1997-11-17,1941.5
1997-11-18,1871.5
1997-11-19,1880.5
1997-11-20,1879
1997-11-21,1845.5
1997-11-24,1834.5
1997-11-25,1846
1997-11-26,1856.5
1997-11-27,1861.25
1997-11-28,1849.75
1997-12-01,1803
1997-12-02,1794.5
1997-12-03,1776.5
1997-12-04,1794.5
1997-12-05,1775.5
1997-12-08,1774
1997-12-09,1784.75
1997-12-10,1791
1997-12-11,1783.5
1997-12-12,1784.5
1997-12-15,1732
1997-12-16,1725
1997-12-17,1744.5
1997-12-18,1756.5
1997-12-19,1748.5
1997-12-22,1752.75
1997-12-23,1735.5
1997-12-24,1725.5
1997-12-25,NA
1997-12-26,NA
1997-12-29,1695.25
1997-12-30,1708.5
1997-12-31,1719.5
1998-01-01,NA
1998-01-02,NA
1998-01-05,1672
1998-01-06,1663
1998-01-07,1655.5
1998-01-08,1663
1998-01-09,1639.5
1998-01-12,1631
1998-01-13,1681
1998-01-14,1702
1998-01-15,1700.6
1998-01-16,1692.35
1998-01-19,1675
1998-01-20,1670.5
1998-01-21,1696
1998-01-22,1697
1998-01-23,1719.5
1998-01-26,1728
1998-01-27,1747.25
1998-01-28,1737.25
1998-01-29,1752
1998-01-30,1735.5
1998-02-02,1738
1998-02-03,1674.5
1998-02-04,1694
1998-02-05,1682.5
1998-02-06,1685.25
1998-02-09,1660.75
1998-02-10,1670.75
1998-02-11,1689.5
1998-02-12,1690.6
1998-02-13,1671.6
1998-02-16,1665.5
1998-02-17,1645.5
1998-02-18,1639.75
1998-02-19,1654.25
1998-02-20,1643
1998-02-23,1602.5
1998-02-24,1603.5
1998-02-25,1641.5
1998-02-26,1682
1998-02-27,1684.75
1998-03-02,1726
1998-03-03,1715
1998-03-04,1707.5
1998-03-05,1759.75
1998-03-06,1756.25
1998-03-09,1754
1998-03-10,1756
1998-03-11,1761
1998-03-12,1806.1
1998-03-13,1797.8
1998-03-16,1802.75
1998-03-17,1794
1998-03-18,1753.75
1998-03-19,1735.75
1998-03-20,1734.75
1998-03-23,1768.5
1998-03-24,1740
1998-03-25,1733.5
1998-03-26,1732.75
1998-03-27,1726.5
1998-03-30,1742
1998-03-31,1745.5
1998-04-01,1703
1998-04-02,1682.25
1998-04-03,1674
1998-04-06,1698.75
1998-04-07,1706.75
1998-04-08,1735
1998-04-09,1764
1998-04-10,NA
1998-04-13,NA
1998-04-14,1793
1998-04-15,1867
1998-04-16,1835
1998-04-17,1848
1998-04-20,1823.5
1998-04-21,1860
1998-04-22,1876
1998-04-23,1858
1998-04-24,1860
1998-04-27,1886
1998-04-28,1873
1998-04-29,1866
1998-04-30,1833.75
1998-05-01,1838
1998-05-04,NA
1998-05-05,1861.5
1998-05-06,1807
1998-05-07,1764
1998-05-08,1762.25
1998-05-11,1713.25
1998-05-12,1739.75
1998-05-13,1731
1998-05-14,1736.75
1998-05-15,1727.1
1998-05-18,1642
1998-05-19,1656.5
1998-05-20,1672.5
1998-05-21,1679
1998-05-22,1680.5
1998-05-25,NA
1998-05-26,1645
1998-05-27,1657.5
1998-05-28,1707.5
1998-05-29,1694
1998-06-01,1671.25
1998-06-02,1643.75
1998-06-03,1688
1998-06-04,1665.25
1998-06-05,1683
1998-06-08,1683
1998-06-09,1689
1998-06-10,1709
1998-06-11,1690
1998-06-12,1676.35
1998-06-15,1620
1998-06-16,1626.75
1998-06-17,1644
1998-06-18,1662
1998-06-19,1679.5
1998-06-22,1671
1998-06-23,1665.5
1998-06-24,1650.5
1998-06-25,1631.25
1998-06-26,1625.5
1998-06-29,1622.75
1998-06-30,1619
1998-07-01,1584
1998-07-02,1593.5
1998-07-03,1599.5
1998-07-06,1587
1998-07-07,1591.75
1998-07-08,1587.5
1998-07-09,1567.25
1998-07-10,1584.85
1998-07-13,1630.5
1998-07-14,1637
1998-07-15,1654
1998-07-16,1681
1998-07-17,1681.25
1998-07-20,1699
1998-07-21,1690.5
1998-07-22,1688
1998-07-23,1690.5
1998-07-24,1759.5
1998-07-27,1723.5
1998-07-28,1731.25
1998-07-29,1696.25
1998-07-30,1724
1998-07-31,1679.75
1998-08-03,1635.5
1998-08-04,1626.5
1998-08-05,1629
1998-08-06,1616.25
1998-08-07,1633.25
1998-08-10,1612.75
1998-08-11,1592.5
1998-08-12,1598.25
1998-08-13,1607.6
1998-08-14,1607.55
1998-08-17,1612.5
1998-08-18,1601
1998-08-19,1617
1998-08-20,1642
1998-08-21,1614.5
1998-08-24,1627.25
1998-08-25,1626.75
1998-08-26,1626.75
1998-08-27,1636
1998-08-28,1652.5
1998-08-31,NA
1998-09-01,1645
1998-09-02,1632.5
1998-09-03,1666
1998-09-04,1653.75
1998-09-07,1661.25
1998-09-08,1669.25
1998-09-09,1687.5
1998-09-10,1681
1998-09-11,1669.75
1998-09-14,1646
1998-09-15,1659.75
1998-09-16,1646.5
1998-09-17,1631.5
1998-09-18,1640.25
1998-09-21,1617.5
1998-09-22,1606.5
1998-09-23,1626.5
1998-09-24,1631.5
1998-09-25,1647
1998-09-28,1643
1998-09-29,1642.75
1998-09-30,1604.5
1998-10-01,1607.25
1998-10-02,1597.75
1998-10-05,1568
1998-10-06,1583.75
1998-10-07,1596
1998-10-08,1592.75
1998-10-09,1586.1
1998-10-12,1595
1998-10-13,1593
1998-10-14,1584
1998-10-15,1581.75
1998-10-16,1623.85
1998-10-19,1615.75
1998-10-20,1610
1998-10-21,1577.25
1998-10-22,1586.5
1998-10-23,1584.25
1998-10-26,1565.5
1998-10-27,1568.5
1998-10-28,1552.75
1998-10-29,1558
1998-10-30,1589.25
1998-11-02,1598.75
1998-11-03,1578.5
1998-11-04,1600
1998-11-05,1600.75
1998-11-06,1607.5
1998-11-09,1586.5
1998-11-10,1572
1998-11-11,1577
1998-11-12,1582.25
1998-11-13,1561.35
1998-11-16,1556.5
1998-11-17,1562
1998-11-18,1575.5
1998-11-19,1567
1998-11-20,1590.25
1998-11-23,1572
1998-11-24,1565.5
1998-11-25,1556.75
1998-11-26,1566
1998-11-27,1562.75
1998-11-30,1551
1998-12-01,1548.25
1998-12-02,1533.25
1998-12-03,1513.5
1998-12-04,1500
1998-12-07,1492.25
1998-12-08,1480
1998-12-09,1497
1998-12-10,1485.25
1998-12-11,1448.85
1998-12-14,1446
1998-12-15,1454.5
1998-12-16,1486
1998-12-17,1449
1998-12-18,1442.5
1998-12-21,1444.5
1998-12-22,1446.75
1998-12-23,1438.25
1998-12-24,1437.5
1998-12-25,NA
1998-12-28,NA
1998-12-29,1486.25
1998-12-30,1462.75
1998-12-31,1465.5
1999-01-01,NA
1999-01-04,1433.75
1999-01-05,1415
1999-01-06,1421.5
1999-01-07,1421.5
1999-01-08,1441
1999-01-11,1454.75
1999-01-12,1457
1999-01-13,1445
1999-01-14,1435
1999-01-15,1451.35
1999-01-18,1428.75
1999-01-19,1457.25
1999-01-20,1439
1999-01-21,1448
1999-01-22,1436.5
1999-01-25,1428.25
1999-01-26,1425.25
1999-01-27,1412
1999-01-28,1412
1999-01-29,1403.25
1999-02-01,1407.25
1999-02-02,1416.75
1999-02-03,1425
1999-02-04,1441
1999-02-05,1447.5
1999-02-08,1475.5
1999-02-09,1459.75
1999-02-10,1441.75
1999-02-11,1447.4
1999-02-12,1438.15
1999-02-15,1416
1999-02-16,1387.75
1999-02-17,1385.25
1999-02-18,1366.75
1999-02-19,1379.5
1999-02-22,1353.75
1999-02-23,1365
1999-02-24,1381
1999-02-25,1381.5
1999-02-26,1375.25
1999-03-01,1363.5
1999-03-02,1372.5
1999-03-03,1383
1999-03-04,1392.5
1999-03-05,1381
1999-03-08,1366.05
1999-03-09,1375.5
1999-03-10,1380.75
1999-03-11,1380.25
1999-03-12,1370.88
1999-03-15,1352.75
1999-03-16,1351.75
1999-03-17,1367.25
1999-03-18,1364.25
1999-03-19,1362.75
1999-03-22,1366.5
1999-03-23,1427.25
1999-03-24,1418.25
1999-03-25,1428.5
1999-03-26,1423
1999-03-29,1383.5
1999-03-30,1358
1999-03-31,1368.25
1999-04-01,1371.25
1999-04-02,NA
1999-04-05,NA
1999-04-06,1378.25
1999-04-07,1407.25
1999-04-08,1410
1999-04-09,1403.5
1999-04-12,1395.65
1999-04-13,1435
1999-04-14,1416.95
1999-04-15,1457.5
1999-04-16,1503
1999-04-19,1519
1999-04-20,1503.75
1999-04-21,1502
1999-04-22,1515.75
1999-04-23,1521.75
1999-04-26,1512.5
1999-04-27,1522.25
1999-04-28,1524.5
1999-04-29,1553
1999-04-30,1559.75
1999-05-03,1568
1999-05-04,1566
1999-05-05,1551.5
1999-05-06,1582.75
1999-05-07,1560.5
1999-05-10,1550.5
1999-05-11,1552.5
1999-05-12,1546
1999-05-13,1545.7
1999-05-14,1546.85
1999-05-17,1536.5
1999-05-18,1526.75
1999-05-19,1507.75
1999-05-20,1484.5
1999-05-21,1464.25
1999-05-24,1462.75
1999-05-25,1468.75
1999-05-26,1454.5
1999-05-27,1384.5
1999-05-28,1369
1999-05-31,NA
1999-06-01,1387.75
1999-06-02,1378.7
1999-06-03,1362.75
1999-06-04,1364.75
1999-06-07,1374.25
1999-06-08,1388.5
1999-06-09,1393.7
1999-06-10,1403
1999-06-11,1407.6
1999-06-14,1417.25
1999-06-15,1383.5
1999-06-16,1378.25
1999-06-17,1385
1999-06-18,1409.25
1999-06-21,1434.5
1999-06-22,1450.75
1999-06-23,1437.75
1999-06-24,1442.75
1999-06-25,1474.5
1999-06-28,1525.25
1999-06-29,1532.25
1999-06-30,1610.5
1999-07-01,1637.75
1999-07-02,1639
1999-07-05,1623.75
1999-07-06,1635.75
1999-07-07,1677.25
1999-07-08,1685.5
1999-07-09,1666.5
1999-07-12,1660
1999-07-13,1642
1999-07-14,1662.8
1999-07-15,1692.75
1999-07-16,1698.25
1999-07-19,1664.5
1999-07-20,1658.5
1999-07-21,1634
1999-07-22,1609.5
1999-07-23,1624.5
1999-07-26,1606.25
1999-07-27,1632.5
1999-07-28,1606.75
1999-07-29,1603.75
1999-07-30,1608
1999-08-02,1613.5
1999-08-03,1629
1999-08-04,1631.75
1999-08-05,1673.25
1999-08-06,1679
1999-08-09,1675
1999-08-10,1662
1999-08-11,1671.5
1999-08-12,1680.75
1999-08-13,1683
1999-08-16,1676
1999-08-17,1668.25
1999-08-18,1642
1999-08-19,1618.75
1999-08-20,1609
1999-08-23,1611.25
1999-08-24,1638
1999-08-25,1638
1999-08-26,1632.25
1999-08-27,1633.5
1999-08-30,1633.5
1999-08-31,1680.5
1999-09-01,1712.5
1999-09-02,1728.65
1999-09-03,1727.15
1999-09-06,1722.25
1999-09-07,1754.5
1999-09-08,1751.25
1999-09-09,1768.5
1999-09-10,1763.05
1999-09-13,1750.75
1999-09-14,1735
1999-09-15,1756.25
1999-09-16,1757.25
1999-09-17,1802
1999-09-20,1776.5
1999-09-21,1791.75
1999-09-22,1770.5
1999-09-23,1743.25
1999-09-24,1726
1999-09-27,1724.5
1999-09-28,1779
1999-09-29,1753.25
1999-09-30,1756
1999-10-01,1742.5
1999-10-04,1733.25
1999-10-05,1743.25
1999-10-06,1737.5
1999-10-07,1734
1999-10-08,1659
1999-10-11,1634
1999-10-12,1702.5
1999-10-13,1710
1999-10-14,1706.75
1999-10-15,1699
1999-10-18,1713.75
1999-10-19,1723.5
1999-10-20,1748.75
1999-10-21,1743
1999-10-22,1762.5
1999-10-25,1740.5
1999-10-26,1727.25
1999-10-27,1705.5
1999-10-28,1741
1999-10-29,1743
1999-11-01,1743.25
1999-11-02,1756.45
1999-11-03,1757
1999-11-04,1752.5
1999-11-05,1735
1999-11-08,1729.75
1999-11-09,1747
1999-11-10,1723.5
1999-11-11,1700.1
1999-11-12,1669.55
1999-11-15,1691.75
1999-11-16,1706.5
1999-11-17,1703
1999-11-18,1709.5
1999-11-19,1711.5
1999-11-22,1721
1999-11-23,1722
1999-11-24,1728.75
1999-11-25,1734.25
1999-11-26,1743.75
1999-11-29,1743.5
1999-11-30,1750.5
1999-12-01,1721.5
1999-12-02,1708
1999-12-03,1732.5
1999-12-06,1743.25
1999-12-07,1713.25
1999-12-08,1719.25
1999-12-09,1720.75
1999-12-10,1714.1
1999-12-13,1717.25
1999-12-14,1729
1999-12-15,1758
1999-12-16,1789
1999-12-17,1796
1999-12-20,1801.25
1999-12-21,1787.25
1999-12-22,1818.75
1999-12-23,1828
1999-12-24,1835.25
1999-12-27,1835.25
1999-12-28,1835.25
1999-12-29,1840.75
1999-12-30,1855
1999-12-31,1855
2000-01-03,1855
2000-01-04,1829.75
2000-01-05,1840
2000-01-06,1833.75
2000-01-07,1841.4
2000-01-10,1822.5
2000-01-11,1821.5
2000-01-12,1843.5
2000-01-13,1844.75
2000-01-14,1850
2000-01-17,1858.5
2000-01-18,1865.25
2000-01-19,1895.75
2000-01-20,1886
2000-01-21,1882
2000-01-24,1853.5
2000-01-25,1844.25
2000-01-26,1816
2000-01-27,1826.5
2000-01-28,1820.5
2000-01-31,1831
2000-02-01,1818.5
2000-02-02,1789.5
2000-02-03,1779.75
2000-02-04,1781.75
2000-02-07,1784.75
2000-02-08,1775.25
2000-02-09,1777.75
2000-02-10,1842.85
2000-02-11,1835.85
2000-02-14,1825.5
2000-02-15,1808
2000-02-16,1795.75
2000-02-17,1810.75
2000-02-18,1809.5
2000-02-21,1785.5
2000-02-22,1798
2000-02-23,1821.75
2000-02-24,1835.25
2000-02-25,1793
2000-02-28,1709.5
2000-02-29,1697
2000-03-01,1738.5
2000-03-02,1723
2000-03-03,1732.75
2000-03-06,1737.5
2000-03-07,1718.5
2000-03-08,1695.25
2000-03-09,1723.75
2000-03-10,1726.5
2000-03-13,1708.75
2000-03-14,1741
2000-03-15,1745.75
2000-03-16,1763
2000-03-17,1773.5
2000-03-20,1753.5
2000-03-21,1775.5
2000-03-22,1764.5
2000-03-23,1762.75
2000-03-24,1750
2000-03-27,1731.5
2000-03-28,1736
2000-03-29,1742
2000-03-30,1748.75
2000-03-31,1734
2000-04-03,1722.25
2000-04-04,1721.9
2000-04-05,1714.75
2000-04-06,1660.5
2000-04-07,1654.6
2000-04-10,1679.25
2000-04-11,1693.5
2000-04-12,1688.25
2000-04-13,1670.1
2000-04-14,1638.05
2000-04-17,1620.5
2000-04-18,1652
2000-04-19,1678
2000-04-20,1668
2000-04-21,1668
2000-04-24,1668
2000-04-25,1700.5
2000-04-26,1710.5
2000-04-27,1702.5
2000-04-28,1727
2000-05-01,NA
2000-05-02,1764
2000-05-03,1742
2000-05-04,1749
2000-05-05,1786.5
2000-05-08,1771.5
2000-05-09,1780
2000-05-10,1775.5
2000-05-11,1778.5
2000-05-12,1811
2000-05-15,1810
2000-05-16,1830.5
2000-05-17,1818
2000-05-18,1822.5
2000-05-19,1814
2000-05-22,1803
2000-05-23,1799.75
2000-05-24,1808
2000-05-25,1788.5
2000-05-26,1798
2000-05-29,1798
2000-05-30,1738.5
2000-05-31,1743.5
2000-06-01,1753.5
2000-06-02,1724.25
2000-06-05,1732
2000-06-06,1738
2000-06-07,1688.5
2000-06-08,1716.5
2000-06-09,1728.25
2000-06-12,1712.25
2000-06-13,1737.5
2000-06-14,1747.5
2000-06-15,1748.5
2000-06-16,1780.85
2000-06-19,1783.75
2000-06-20,1765
2000-06-21,1777.5
2000-06-22,1781
2000-06-23,1756
2000-06-26,1782
2000-06-27,1772.75
2000-06-28,1786.75
2000-06-29,1760.25
2000-06-30,1773
2000-07-03,1777.5
2000-07-04,1767.5
2000-07-05,1766
2000-07-06,1745
2000-07-07,1745.25
2000-07-10,1763.25
2000-07-11,1770.25
2000-07-12,1784.75
2000-07-13,1782.5
2000-07-14,1775.75
2000-07-17,1809
2000-07-18,1810.75
2000-07-19,1807.5
2000-07-20,1811
2000-07-21,1842
2000-07-24,1854.5
2000-07-25,1846
2000-07-26,1841
2000-07-27,1854
2000-07-28,1854
2000-07-31,1858.5
2000-08-01,1862.25
2000-08-02,1864.5
2000-08-03,1849.25
2000-08-04,1846.5
2000-08-07,1853.5
2000-08-08,1845
2000-08-09,1858.75
2000-08-10,1852
2000-08-11,1843.1
2000-08-14,1857.5
2000-08-15,1858.25
2000-08-16,1853.75
2000-08-17,1860.25
2000-08-18,1861.5
2000-08-21,1836.5
2000-08-22,1846.5
2000-08-23,1844.5
2000-08-24,1850
2000-08-25,1848.25
2000-08-28,1852.5
2000-08-29,1884
2000-08-30,1890.5
2000-08-31,1895
2000-09-01,1901.25
2000-09-04,1916
2000-09-05,1929.5
2000-09-06,1927.5
2000-09-07,1937
2000-09-08,1960
2000-09-11,1957.5
2000-09-12,1983
2000-09-13,1998.5
2000-09-14,1996
2000-09-15,1987
2000-09-18,1970.25
2000-09-19,1970
2000-09-20,1948.5
2000-09-21,1966
2000-09-22,1986
2000-09-25,1994
2000-09-26,1969.75
2000-09-27,1965
2000-09-28,1960
2000-09-29,1977
2000-10-02,1946
2000-10-03,1934.75
2000-10-04,1928.5
2000-10-05,1961.5
2000-10-06,1947.95
