"regime","SPX","BOND","GOLD","OIL","USD"
1,13.6728677933056,7.11101291522766,0.974913746210777,2.29649323624668,-3.63835434821511
2,-10.666891921849,-6.36920217972412,-6.53941478573905,-46.411304215243,-3.12513439596907
4,1.38797771024542,0.482809455335151,2.05319585837372,0.228553458397735,0.665683395311632
5,1.61013925114917,-1.35064189826683,-2.04854032279133,5.90826161666397,-1.99852485745305
