"regime","days","ann_mean","ann_vol","sharpe","hit_rate","max_dd_within"
1,6,0.168397047371718,0.0721040601794699,2.33547246788282,0.333333333333333,-0.00748859161362388
2,4,-4.01405380000594,0.116514021606606,-34.4512509709677,0,-0.0370636306619049
4,624,0.12794539358753,0.0824511138602895,1.55177277294676,0.548076923076923,-0.0443713683199528
5,13,0.619818118026109,0.139840675786543,4.43231638105224,0.692307692307692,-0.0130736926265968
