,gamma_eff
2008-07-30,14.058459209437043
2008-07-31,14.051954311830123
2008-08-01,14.043679971174122
2008-08-04,14.034136705389939
2008-08-05,14.040961366802696
2008-08-06,14.031735469889025
2008-08-07,14.022933404060026
2008-08-08,14.013834741397117
2008-08-11,14.014542193425182
2008-08-12,14.032215848949313
2008-08-13,14.029941430282893
2008-08-14,14.026806340598771
2008-08-15,14.017426417428267
2008-08-18,14.091337177813198
2008-08-19,14.081926221614589
2008-08-20,14.07239057096723
2008-08-21,14.06268935023548
2008-08-22,14.128689311322562
2008-08-25,14.128712446095616
2008-08-26,14.13993282679526
2008-08-27,14.141352149551874
2008-08-28,14.132400092508721
2008-08-29,14.128376411658966
2008-09-01,14.121152168060757
2008-09-02,14.111889823936806
2008-09-03,14.163179840213399
2008-09-04,14.154215823599136
2008-09-05,14.160857923568212
2008-09-08,14.152160186373536
2008-09-09,14.142540967436947
2008-09-10,14.186252521161254
2008-09-11,14.203771385050526
2008-09-12,14.19589876015872
2008-09-15,14.267145760477876
2008-09-16,14.274415533424001
2008-09-17,14.285789748108463
2008-09-18,14.312960495140924
2008-09-19,14.340096847920684
2008-09-22,14.371433947081638
2008-09-23,14.378567781864158
2008-09-24,14.378303432825753
2008-09-25,14.378654202995866
2008-09-26,14.368601204223609
2008-09-29,14.344446250212608
2008-09-30,14.394443609726098
2008-10-01,14.389435715621168
2008-10-02,14.379693412941787
2008-10-03,14.4484759234902
2008-10-06,14.424700317894743
2008-10-07,14.424357777472691
2008-10-08,14.432268100516211
2008-10-09,14.432760673575821
2008-10-10,14.468865253773282
2008-10-13,14.681050918938777
2008-10-14,14.724912118722497
2008-10-15,14.716758883306365
2008-10-16,14.971454236919941
2008-10-17,14.969517400510322
2008-10-20,14.973480516400418
2008-10-21,15.04106007740191
2008-10-22,15.04152675364791
2008-10-23,15.183432514392393
2008-10-24,15.191848144814948
2008-10-27,15.25474873727177
2008-10-28,15.253102844465342
2008-10-29,15.33836847667608
2008-10-30,15.368425127831657
2008-10-31,15.407248713330066
2008-11-03,15.397088701204227
2008-11-04,15.386888088981713
2008-11-05,15.53781449923088
2008-11-06,15.62652785761506
2008-11-07,15.765760498704761
2008-11-10,16.49340057509321
2008-11-11,16.49319819038683
2008-11-12,16.525511557561675
2008-11-13,16.59568139870052
2008-11-14,16.6379810575636
2008-11-17,16.654259726721587
2008-11-18,16.6478377270562
2008-11-19,16.637543567092784
2008-11-20,16.672931695297
2008-11-21,16.704523520585226
2008-11-24,16.826220690480017
2008-11-25,17.020846002896505
2008-11-26,17.022373280509463
2008-11-27,17.03893608725918
2008-11-28,17.02803350171465
2008-12-01,17.003466160597156
2008-12-02,17.126912607542618
2008-12-03,17.116675073029494
2008-12-04,17.10594240842221
2008-12-05,17.127410261162186
2008-12-08,17.26949146227814
2008-12-09,17.365562076273246
2008-12-10,17.368185463637253
2008-12-11,17.396444109088975
2008-12-12,17.427875032188346
2008-12-15,17.40348651328835
2008-12-16,17.43484937732709
2008-12-17,17.424282354351558
2008-12-18,17.413801689196344
2008-12-19,17.455241672272233
2008-12-22,17.44418381925846
2008-12-23,17.450745876668762
2008-12-24,17.500352358622322
2008-12-25,17.490423880954037
2008-12-26,17.479138750268707
2008-12-29,17.470073651324547
2008-12-30,17.460299308803975
2008-12-31,17.47779083783604
2009-01-01,17.47156126932935
2009-01-02,17.471477159804564
2009-01-05,17.7294779048598
2009-01-06,17.732810784742192
2009-01-07,17.777092446296198
2009-01-08,17.88875681926977
2009-01-09,17.892742918502154
2009-01-12,17.882692694500502
2009-01-13,17.923714631284916
2009-01-14,17.945225839609773
2009-01-15,17.956651650875976
2009-01-16,17.94803559414712
2009-01-19,17.95258969469291
2009-01-20,17.94124049148486
2009-01-21,17.96468429266436
2009-01-22,17.953571326328408
2009-01-23,17.9524402579063
2009-01-26,17.98049444767622
2009-01-27,18.043999559102403
2009-01-28,18.108453797556262
2009-01-29,18.097165675942012
2009-01-30,18.086446869835296
2009-02-02,18.083385184375228
2009-02-03,18.084797243358203
2009-02-04,18.07406105743696
2009-02-05,18.062804401734105
2009-02-06,18.058122959969182
2009-02-09,18.055585033028045
2009-02-10,18.050156095471074
2009-02-11,18.049629365618287
2009-02-12,18.038954273614166
2009-02-13,18.080099884737074
2009-02-16,18.170296766110678
2009-02-17,18.159480196225
2009-02-18,18.18874903549706
2009-02-19,18.17769239049047
2009-02-20,18.181679140280195
2009-02-23,18.173502874784884
2009-02-24,18.194187709213175
2009-02-25,18.184113984771603
2009-02-26,18.174472467533572
2009-02-27,18.175893150540436
2009-03-02,18.21618020295508
2009-03-03,18.259772074994107
2009-03-04,18.250509122466525
2009-03-05,18.29168244958503
2009-03-06,18.28846961242327
2009-03-09,18.29024645936425
2009-03-10,18.27931287191253
2009-03-11,18.27098499832149
2009-03-12,18.263193056904885
2009-03-13,18.26506067613957
2009-03-16,18.283850889051738
2009-03-17,18.284082870850593
2009-03-18,18.29391949050919
2009-03-19,18.318528867408666
2009-03-20,18.312832026726003
2009-03-23,18.37295464362297
2009-03-24,18.43170255444054
2009-03-25,18.431956885153838
2009-03-26,18.42154489708336
2009-03-27,18.41629870736012
2009-03-30,18.356024187248824
2009-03-31,18.371486522909365
2009-04-01,18.374801402296526
2009-04-02,18.369055382915644
2009-04-03,18.410151498213956
2009-04-06,18.403410940776382
2009-04-07,18.39899016602549
2009-04-08,18.387839021531867
2009-04-09,18.39040593070518
2009-04-10,18.386334020854974
2009-04-13,18.375208594586496
2009-04-14,18.364492210835756
2009-04-15,18.35333316519044
2009-04-16,18.342421511622707
2009-04-17,18.33129663317488
2009-04-20,18.329922613767508
2009-04-21,18.349684452231656
2009-04-22,18.339198989279325
2009-04-23,18.328578836180615
2009-04-24,18.319873730639127
2009-04-27,18.326362341496477
2009-04-28,18.32620069860254
2009-04-29,18.31768291374584
2009-04-30,18.317162401724215
2009-05-01,18.308772347136987
2009-05-04,18.304148892414442
2009-05-05,18.34114333491701
2009-05-06,18.333814996300795
2009-05-07,18.35907763545505
2009-05-08,18.348066523464524
2009-05-11,18.339057668720006
2009-05-12,18.33222939280124
2009-05-13,18.32282169382227
2009-05-14,18.31253265274966
2009-05-15,18.30180753020987
2009-05-18,18.291087449383195
2009-05-19,18.281073485549317
2009-05-20,18.270602043264134
2009-05-21,18.270943688071334
2009-05-22,18.268365359417725
2009-05-25,18.257770961504484
2009-05-26,18.24696358461416
2009-05-27,18.24060256501504
2009-05-28,18.229866727628014
2009-05-29,18.250108414792383
2009-06-01,18.26385668782909
2009-06-02,18.25430214177694
2009-06-03,18.25004426044092
2009-06-04,18.252578969867372
2009-06-05,18.25850831277036
2009-06-08,18.25844040982743
2009-06-09,18.247858285954244
2009-06-10,18.240337943181697
2009-06-11,18.22982269474406
2009-06-12,18.22742606526915
2009-06-15,18.2198984743243
2009-06-16,18.22606225505812
2009-06-17,18.21825285629892
2009-06-18,18.208435951725875
2009-06-19,18.197830189196562
2009-06-22,18.18855909555982
2009-06-23,18.23368760393713
2009-06-24,18.224105021240604
2009-06-25,18.222374422205977
2009-06-26,18.23169127200551
2009-06-29,18.223390870780833
2009-06-30,18.22079847292177
2009-07-01,18.225978072369617
2009-07-02,18.22009142997352
2009-07-03,18.247116731350385
2009-07-06,18.236646282176295
2009-07-07,18.237077085900605
2009-07-08,18.240722684116427
2009-07-09,18.23541772661475
2009-07-10,18.22732883057493
2009-07-13,18.21680984458227
2009-07-14,18.210500567178045
2009-07-15,18.208004004613684
2009-07-16,18.20560136122355
2009-07-17,18.197899892514762
2009-07-20,18.18959238645293
2009-07-21,18.189199715928567
2009-07-22,18.185193078301452
2009-07-23,18.17573185784356
2009-07-24,18.178412541474863
2009-07-27,18.17037831775769
2009-07-28,18.161226346421785
2009-07-29,18.158963571219587
2009-07-30,18.161135454527265
2009-07-31,18.17687983333655
2009-08-03,18.181419399690917
2009-08-04,18.179075599692304
2009-08-05,18.17153095586416
2009-08-06,18.161320556647254
2009-08-07,18.150988923276717
2009-08-10,18.14090317873451
2009-08-11,18.130708204544458
2009-08-12,18.126809446090256
2009-08-13,18.130541139931793
2009-08-14,18.120994329438723
2009-08-17,18.125141307903743
2009-08-18,18.135275911374237
2009-08-19,18.12573184975416
2009-08-20,18.150543055165965
2009-08-21,18.141974653753653
2009-08-24,18.133500672268138
2009-08-25,18.123315488678834
2009-08-26,18.11371946608367
2009-08-27,18.10724550801181
2009-08-28,18.09709972772062
2009-08-31,18.092787799614193
2009-09-01,18.100782884600342
2009-09-02,18.093224668238367
2009-09-03,18.083767158484008
2009-09-04,18.0736454657603
2009-09-07,18.063626332473106
2009-09-08,18.05369286407983
2009-09-09,18.058115477781936
2009-09-10,18.04933604461512
2009-09-11,18.040303340763536
2009-09-14,18.111548632237263
2009-09-15,18.10634941730318
2009-09-16,18.09612334402992
2009-09-17,18.099206232679162
2009-09-18,18.09993330322911
2009-09-21,18.091849184181022
2009-09-22,18.092096662698022
2009-09-23,18.089751847628534
2009-09-24,18.093240474731154
2009-09-25,18.10279464729603
2009-09-28,18.092659386122214
2009-09-29,18.089274994970392
2009-09-30,18.08017238019237
2009-10-01,18.07277827438711
2009-10-02,18.062666721033192
2009-10-05,18.05320646936892
2009-10-06,18.04330379240345
2009-10-07,18.06930511522845
2009-10-08,18.05924424911843
2009-10-09,18.051495199044187
2009-10-12,18.041476415226917
2009-10-13,18.0370234454412
2009-10-14,18.02714823903325
2009-10-15,18.021662248794343
2009-10-16,18.01171626550329
2009-10-19,18.004762980640436
2009-10-20,18.002446173059315
2009-10-21,17.992628265010747
2009-10-22,17.984094836341004
2009-10-23,17.97546917436334
2009-10-26,17.970774818358557
2009-10-27,17.975619232975333
2009-10-28,17.9673063443712
2009-10-29,17.970188548250555
2009-10-30,17.98204152338343
2009-11-02,17.987361729767574
2009-11-03,17.9819495650201
2009-11-04,17.976609133074284
2009-11-05,17.972192938760983
2009-11-06,17.96310858308027
2009-11-09,17.956369351492295
2009-11-10,17.95906796276456
2009-11-11,17.949233017652567
2009-11-12,17.940166337615903
2009-11-13,17.940487895983576
2009-11-16,17.932449876436408
2009-11-17,17.949119865927646
2009-11-18,17.939862509654887
2009-11-19,17.930771479356963
2009-11-20,17.928502965399986
2009-11-23,17.90877728788603
2009-11-24,17.914915830860654
2009-11-25,17.910252618250855
2009-11-26,17.90703608523466
2009-11-27,17.8973964383174
2009-11-30,17.890670797257524
2009-12-01,17.88346094676484
2009-12-02,17.87852553906094
2009-12-03,17.869567257625086
2009-12-04,17.860018515582613
2009-12-07,17.86184952555233
2009-12-08,17.852427376025226
2009-12-09,17.85835964689557
2009-12-10,17.850890509317004
2009-12-11,17.84848002767441
2009-12-14,17.84340933601275
2009-12-15,17.841804151023652
2009-12-16,17.83221253324935
2009-12-17,17.831686899169934
2009-12-18,17.840065989710514
2009-12-21,17.82938496485817
2009-12-22,17.817422824210485
2009-12-23,17.77880096549868
2009-12-24,17.81492049512058
2009-12-25,17.705948334424335
2009-12-28,17.676854011396607
2009-12-29,17.767514260865504
2009-12-30,17.604488546709838
2009-12-31,17.544792509243912
2010-01-01,17.389865010264863
2010-01-04,17.383980229058754
2010-01-05,17.731982320817355
2010-01-06,17.73955249976926
2010-01-07,17.749806554703312
2010-01-08,17.740503671467724
2010-01-11,17.731074029312254
2010-01-12,17.721824251755834
2010-01-13,17.718217182051113
2010-01-14,17.670003368835406
2010-01-15,17.62176441439821
2010-01-18,17.658654268057738
2010-01-19,17.38184322060017
2010-01-20,17.435002895273072
2010-01-21,17.42299739196656
2010-01-22,17.0309691152011
2010-01-25,15.710538744416338
2010-01-26,13.649915253585805
2010-01-27,11.636486856038985
2010-01-28,10.379880413645878
2010-01-29,10.310304055988757
2010-02-01,10.265986981637191
2010-02-02,10.646816603391777
2010-02-03,10.71906853214584
2010-02-04,10.07203754155141
2010-02-05,12.581237148479328
2010-02-08,10.502845732984303
2010-02-09,10.473795339266525
2010-02-10,10.779442347542584
2010-02-11,10.189188181928554
2010-02-12,10.164565529582681
2010-02-15,10.115532678170778
2010-02-16,10.097084729111838
2010-02-17,10.902605285300758
2010-02-18,10.204563681069176
2010-02-19,10.368733996132384
2010-02-22,10.397305913728442
2010-02-23,10.341110560942873
2010-02-24,10.884912640297484
2010-02-25,10.403771331459657
2010-02-26,10.62384368071637
2010-03-01,10.441855262917578
2010-03-02,10.463984504953135
2010-03-03,10.308545412768083
2010-03-04,10.33686802645115
2010-03-05,10.63579954491869
2010-03-08,11.339471876546492
2010-03-09,11.160074594501237
2010-03-10,10.695059005021516
2010-03-11,10.8274198649762
2010-03-12,10.543785986872194
2010-03-15,10.356755762806893
2010-03-16,10.267846379633468
2010-03-17,10.21849196537772
2010-03-18,10.132148599730183
2010-03-19,10.07504310316593
2010-03-22,10.066547248777482
2010-03-23,10.089674630593207
2010-03-24,10.203766477888712
2010-03-25,10.688194014799999
2010-03-26,10.82561578688191
2010-03-29,10.94352452974682
2010-03-30,10.94156598331885
2010-03-31,10.4916391244822
2010-04-01,10.449682411797209
2010-04-02,10.661023791547919
2010-04-05,10.360549486314456
2010-04-06,10.639872783558504
2010-04-07,10.276497044752643
2010-04-08,10.358760567123117
2010-04-09,10.146062243748462
2010-04-12,10.059937978700443
2010-04-13,10.06601768850511
2010-04-14,10.027516549405656
2010-04-15,10.12221090303677
2010-04-16,10.082315479219368
2010-04-19,10.228045076956969
2010-04-20,10.084334535039803
2010-04-21,10.060904215758445
2010-04-22,10.076868601386717
2010-04-23,10.092666463365562
2010-04-26,10.20842876665833
2010-04-27,10.073182943548558
2010-04-28,10.020436006224326
2010-04-29,10.062361433492635
2010-04-30,10.071070104846465
2010-05-03,10.028096780257137
2010-05-04,10.11799372685934
2010-05-05,10.295517090310991
2010-05-06,10.10140974702848
2010-05-07,10.344774301975125
2010-05-10,9.95601123867407
2010-05-11,9.98112735844827
2010-05-12,9.973296020102023
2010-05-13,9.967866730155015
2010-05-14,9.970051347789132
2010-05-17,9.998712705117237
2010-05-18,9.994506345449656
2010-05-19,9.990351381913671
2010-05-20,10.022674315774037
2010-05-21,10.055176904922137
2010-05-24,10.050395204244289
2010-05-25,10.047634498094132
2010-05-26,10.071129114655143
2010-05-27,11.042341472819036
2010-05-28,10.301053111219474
2010-05-31,10.070387044720473
2010-06-01,10.063920044771454
2010-06-02,10.057371534994841
2010-06-03,10.052274038663437
2010-06-04,10.047289127750659
2010-06-07,10.114466249105012
2010-06-08,10.044362472270883
2010-06-09,10.038215448298779
2010-06-10,10.034752489584402
2010-06-11,10.099138174439847
2010-06-14,10.021721300967247
2010-06-15,10.015931202748956
2010-06-16,10.017767506500467
2010-06-17,10.011802072845148
2010-06-18,10.014159021246554
2010-06-21,10.007636383759008
2010-06-22,10.002681337818364
2010-06-23,9.996376928770484
2010-06-24,10.003484441704336
2010-06-25,9.998436981944334
2010-06-28,9.997751039269673
2010-06-29,9.992010819193393
2010-06-30,10.006496681722549
2010-07-01,10.000044308328707
2010-07-02,10.05645975145217
2010-07-05,10.050338182964346
2010-07-06,10.04390297965493
2010-07-07,10.038503621219874
2010-07-08,10.04051819176321
2010-07-09,10.036006521304287
2010-07-12,10.034545203380096
2010-07-13,10.032926855312304
2010-07-14,10.048117682281434
2010-07-15,10.041671672799149
2010-07-16,10.037697697151629
2010-07-19,10.044182752165081
2010-07-20,10.0385768341068
2010-07-21,10.036198617022198
2010-07-22,10.035962432056156
2010-07-23,10.056218854307774
2010-07-26,10.044365943288
2010-07-27,10.038843095173629
2010-07-28,10.06585800525789
2010-07-29,10.06395218176452
2010-07-30,10.085481589881198
2010-08-02,10.153053632367063
2010-08-03,11.327815337288243
2010-08-04,10.871713255908153
2010-08-05,10.382470962419312
2010-08-06,10.28104014204538
2010-08-09,10.274537867342676
2010-08-10,10.23271840943262
2010-08-11,10.201117765373247
2010-08-12,10.399621383197976
2010-08-13,10.335313061141518
2010-08-16,10.286870253375543
2010-08-17,10.327922461112898
2010-08-18,10.343045075098958
2010-08-19,10.303501874246933
2010-08-20,10.38772219747968
2010-08-23,10.335263923664822
2010-08-24,10.328669314077128
2010-08-25,10.6231801886751
2010-08-26,10.545092339698204
2010-08-27,10.5994533822013
2010-08-30,11.254406005579733
2010-08-31,10.771474262560236
2010-09-01,11.05693975228547
2010-09-02,15.05402698807169
2010-09-03,13.12598143942427
2010-09-06,10.755234677156889
2010-09-07,10.434614124388247
2010-09-08,10.501910349942543
2010-09-09,10.430919429552697
2010-09-10,10.616287863012111
2010-09-13,10.552279169539386
2010-09-14,10.82728684879286
2010-09-15,10.5353781952738
2010-09-16,10.603396062391784
2010-09-17,10.817585654936167
2010-09-20,10.762491500199339
2010-09-21,11.582624062274558
2010-09-22,13.019597136794367
2010-09-23,13.775357797665883
2010-09-24,14.46245848174842
2010-09-27,16.228678448986127
2010-09-28,17.45876519833477
2010-09-29,17.622900024653504
2010-09-30,17.604271469798952
2010-10-01,17.688023267752897
2010-10-04,17.61146714618211
2010-10-05,17.388644922354956
2010-10-06,17.715040037384746
2010-10-07,17.664134047045657
2010-10-08,17.8390471208473
2010-10-11,17.527802786454142
2010-10-12,17.1343480230785
2010-10-13,17.01615737958417
2010-10-14,17.19420831529081
2010-10-15,17.06114348743807
2010-10-18,17.509527017678938
2010-10-19,17.42284511755117
2010-10-20,17.722163791776463
2010-10-21,17.59934617568425
2010-10-22,17.595486957498842
2010-10-25,17.20345477284254
2010-10-26,16.761449812556958
2010-10-27,16.49413017670438
2010-10-28,16.377570271291
2010-10-29,16.08880513351664
2010-11-01,16.646766877066465
2010-11-02,16.7077719471201
2010-11-03,16.32849904427535
2010-11-04,15.785687697840412
2010-11-05,17.544503603651712
2010-11-08,16.877810462011563
2010-11-09,16.89125037761597
2010-11-10,17.011926381847154
2010-11-11,16.78677180804726
2010-11-12,16.56401548353002
2010-11-15,17.745471096238596
2010-11-16,16.960639805301934
2010-11-17,17.77326706077244
2010-11-18,17.695734884441233
2010-11-19,17.428674915787695
2010-11-22,17.016564489676693
2010-11-23,17.124507819765448
2010-11-24,16.84186073677929
2010-11-25,17.660541722299957
2010-11-26,16.285570151889104
2010-11-29,16.27574776560021
2010-11-30,17.052791921253064
2010-12-01,17.032154342544455
2010-12-02,17.69403114553709
2010-12-03,17.21577205981972
2010-12-06,16.892195394471308
2010-12-07,16.814472825301287
2010-12-08,17.300283775125006
2010-12-09,17.045400831783716
2010-12-10,16.88319540469668
2010-12-13,17.1765856191305
2010-12-14,17.16310737698834
2010-12-15,17.523079153226924
2010-12-16,17.483960277866633
2010-12-17,17.49200327190255
2010-12-20,17.43042095444637
2010-12-21,17.364893347552247
2010-12-22,17.485884540023726
2010-12-23,17.151579097935198
2010-12-24,17.260949235692777
2010-12-27,17.24679765504822
2010-12-28,17.095493918802056
2010-12-29,17.36142047601968
2010-12-30,17.134311151894938
2010-12-31,16.945871122580712
2011-01-03,17.218248277777057
2011-01-04,16.84627925575431
2011-01-05,17.43762625535006
2011-01-06,17.113965549116973
2011-01-07,17.419266326345134
2011-01-10,17.05105156573714
2011-01-11,17.113106886082257
2011-01-12,17.23848292545854
2011-01-13,16.691415713766585
2011-01-14,16.579073333771618
2011-01-17,16.503027018742323
2011-01-18,16.37856025641289
2011-01-19,16.291625597978975
2011-01-20,16.539978178512172
2011-01-21,17.396797724430996
2011-01-24,17.152715002723973
2011-01-25,17.343307394676152
2011-01-26,17.41880813328886
2011-01-27,17.396959749846282
2011-01-28,17.36689868649632
2011-01-31,17.40585271919605
2011-02-01,17.39979478471469
2011-02-02,17.2893280538027
2011-02-03,17.133377203719142
2011-02-04,16.98768247055714
2011-02-07,17.230227432179255
2011-02-08,17.304234759867853
2011-02-09,17.336164384495994
2011-02-10,17.34896022099736
2011-02-11,17.32534105328355
2011-02-14,17.33243348605672
2011-02-15,17.332924535954483
2011-02-16,17.324162983599717
2011-02-17,17.315858985269983
2011-02-18,17.27250202386914
2011-02-21,17.11555126382573
2011-02-22,16.881237864346218
2011-02-23,17.28848853576676
2011-02-24,17.28363511004316
2011-02-25,17.27940365596326
2011-02-28,17.27898248086962
2011-03-01,17.25021686801121
2011-03-02,17.26294432261453
2011-03-03,17.259631230318938
2011-03-04,17.24701141309451
2011-03-07,17.24877662030317
2011-03-08,17.24008133875283
2011-03-09,17.236429676886974
2011-03-10,17.232046069918926
2011-03-11,17.22796685926917
2011-03-14,17.220049170462605
2011-03-15,17.212228689302368
2011-03-16,17.21427308893778
2011-03-17,17.20667105036244
2011-03-18,17.20552263301499
2011-03-21,17.197690947601394
2011-03-22,17.190932550504375
2011-03-23,17.182325260074673
2011-03-24,17.174255851660348
2011-03-25,17.165687982033656
2011-03-28,17.157050881427608
2011-03-29,17.14844121780148
2011-03-30,17.139840974747315
2011-03-31,17.131818739292378
2011-04-01,17.124048309460022
2011-04-04,17.113676222442415
2011-04-05,17.074378894795043
2011-04-06,16.964248383386863
2011-04-07,16.62859756452603
2011-04-08,15.634663759852819
2011-04-11,15.65455725124529
2011-04-12,15.437646941348756
2011-04-13,15.979659801986625
2011-04-14,15.201004701085195
2011-04-15,13.573050070796873
2011-04-18,10.127913005314431
2011-04-19,10.199247552764666
2011-04-20,10.060980099982078
2011-04-21,10.261369011729125
2011-04-22,10.054929900080793
2011-04-25,10.098850556510687
2011-04-26,10.078168030034231
2011-04-27,10.18324237478631
2011-04-28,10.16503784419067
2011-04-29,10.090748633991641
2011-05-02,10.037905457947714
2011-05-03,10.007791983968644
2011-05-04,10.109837599881942
2011-05-05,10.06471011200736
2011-05-06,15.713174642533899
2011-05-09,15.533577730137038
2011-05-10,15.453954666735637
2011-05-11,14.481914044778572
2011-05-12,15.857706595169073
2011-05-13,15.26654126332218
2011-05-16,16.370147531479077
2011-05-17,16.125007629768447
2011-05-18,15.2188705824234
2011-05-19,14.728726778220143
2011-05-20,13.101722296407166
2011-05-23,10.27700307860897
2011-05-24,10.387123350728423
2011-05-25,10.48485271843244
2011-05-26,10.328244175494776
2011-05-27,10.248234989681741
2011-05-30,10.19193627265592
2011-05-31,10.2671911244993
2011-06-01,10.33671614624065
2011-06-02,10.211023436200959
2011-06-03,10.23172577499109
2011-06-06,10.366719573768751
2011-06-07,10.426874734486267
2011-06-08,10.310280422905302
2011-06-09,10.696992484353288
2011-06-10,10.629656228513833
2011-06-13,10.994778362770749
2011-06-14,11.273646992356948
2011-06-15,11.274344792724113
2011-06-16,11.297607777975387
2011-06-17,10.503079867295229
2011-06-20,10.39661785689276
2011-06-21,10.287210494258897
2011-06-22,10.360572698399855
2011-06-23,10.48194696206755
2011-06-24,10.881840336298366
2011-06-27,10.43370110425958
2011-06-28,10.560682798487882
2011-06-29,10.910439145790532
2011-06-30,10.615465515870666
2011-07-01,10.403020590747897
2011-07-04,10.575891942784661
2011-07-05,10.436128226982342
2011-07-06,10.663786262808115
2011-07-07,10.385247915624007
2011-07-08,10.640051784285278
2011-07-11,11.119969902271212
2011-07-12,10.386599265919479
2011-07-13,10.416740460599751
2011-07-14,10.39609459812203
2011-07-15,10.49110718685438
2011-07-18,10.340171859736893
2011-07-19,10.272659116475493
2011-07-20,10.278576808097215
2011-07-21,10.288623710983803
2011-07-22,10.410960570746038
2011-07-25,10.334767038951282
2011-07-26,10.260398733258944
2011-07-27,10.271310441591137
2011-07-28,10.251520310585235
2011-07-29,10.030939656892881
2011-08-01,10.210890358592088
2011-08-02,10.13123973553272
2011-08-03,10.738890843441986
2011-08-04,10.152331085873293
2011-08-05,10.630740537872299
2011-08-08,10.070705164087013
2011-08-09,10.716653151830236
2011-08-10,10.161664761458232
2011-08-11,10.919950397835766
2011-08-12,15.973904767277814
2011-08-15,10.134972145859267
2011-08-16,10.030592068823868
2011-08-17,10.019318833349494
2011-08-18,10.014110782367624
2011-08-19,10.002641506344556
2011-08-22,9.99065281937154
2011-08-23,9.992529632364377
2011-08-24,9.998668635965487
2011-08-25,10.021079035550722
2011-08-26,9.977146071849067
2011-08-29,9.97943007139795
2011-08-30,9.981147887824712
2011-08-31,10.007258744131642
2011-09-01,9.99984650716799
2011-09-02,10.004704473442764
2011-09-05,10.002223936195813
2011-09-06,9.99842819549547
2011-09-07,10.005430920413128
2011-09-08,10.02790928853351
2011-09-09,10.00466219246954
2011-09-12,10.001960355843078
2011-09-13,9.997326370644368
2011-09-14,9.992173045565888
2011-09-15,9.995084748784484
2011-09-16,9.993464417863168
2011-09-19,9.96720144464971
2011-09-20,9.989334503502702
2011-09-21,9.975060350780332
2011-09-22,9.984496012239855
2011-09-23,10.294461619654797
2011-09-26,10.06240477041736
2011-09-27,10.124153518250143
2011-09-28,10.159463354786675
2011-09-29,10.141944962974364
2011-09-30,10.10511823011405
2011-10-03,10.157248961260024
2011-10-04,10.40903532277623
2011-10-05,10.130607095005429
2011-10-06,10.202810895896302
2011-10-07,10.315177677823954
2011-10-10,10.145727740821403
2011-10-11,10.479849851159884
2011-10-12,10.176082038992845
2011-10-13,10.203889160259774
2011-10-14,10.195409315656846
2011-10-17,10.124828307630352
2011-10-18,10.125067140192382
2011-10-19,10.1783375557245
2011-10-20,10.210368122037274
2011-10-21,10.529428916538928
2011-10-24,10.199626233953792
2011-10-25,10.266870761148322
2011-10-26,10.269668217237381
2011-10-27,10.234313393347316
2011-10-28,10.858530621485457
2011-10-31,10.123471714209478
2011-11-01,10.3927422165697
2011-11-02,11.527815664069184
2011-11-03,10.958788372460297
2011-11-04,10.545013046978262
2011-11-07,10.410920096773008
2011-11-08,10.258707490886438
2011-11-09,10.2563323862694
2011-11-10,10.039698233272887
2011-11-11,10.1343525876872
2011-11-14,10.121157780023546
2011-11-15,10.106258883565115
2011-11-16,10.102440350946502
2011-11-17,10.278302180975519
2011-11-18,10.53281382248052
2011-11-21,10.28154609148994
2011-11-22,10.438360845402332
2011-11-23,10.267140714123348
2011-11-24,10.664710416618277
2011-11-25,10.933780068867168
2011-11-28,10.719300693008556
2011-11-29,11.447753991973428
2011-11-30,10.301181118843786
2011-12-01,13.521073513237658
2011-12-02,10.708844098968559
2011-12-05,10.254023790481398
2011-12-06,10.30166927899932
2011-12-07,10.25367031766155
2011-12-08,10.215836396429886
2011-12-09,10.492606565118564
2011-12-12,10.247734049297872
2011-12-13,10.453274373042383
2011-12-14,10.550341726510126
2011-12-15,10.757624308373606
2011-12-16,10.268773212824167
2011-12-19,10.211850992871952
2011-12-20,10.216976975099005
2011-12-21,10.477255842409544
2011-12-22,10.180214171766623
2011-12-23,10.176784705593654
2011-12-26,10.127292060907688
2011-12-27,10.130149078793892
2011-12-28,10.13427171804052
2011-12-29,10.159500715597197
2011-12-30,10.15540111837179
2012-01-02,10.153644539979922
2012-01-03,10.152431145945114
2012-01-04,10.247512513361173
2012-01-05,10.148312914605714
2012-01-06,10.141097927919152
2012-01-09,10.167270670800404
2012-01-10,10.163024152541611
2012-01-11,10.19621485103157
2012-01-12,10.212283973058547
2012-01-13,10.244736520350841
2012-01-16,10.192909381873868
2012-01-17,10.188012533166408
2012-01-18,10.205660973321766
2012-01-19,10.228493947742736
2012-01-20,10.235578567147204
2012-01-23,10.224379117262634
2012-01-24,10.196807216672056
2012-01-25,10.171402169619375
2012-01-26,10.177819599156845
2012-01-27,10.178366004687442
2012-01-30,10.141648931898608
2012-01-31,10.128542608423805
2012-02-01,10.140372860791494
2012-02-02,10.412636855492817
2012-02-03,10.417231681674215
2012-02-06,10.456565188697482
2012-02-07,10.305145795981986
2012-02-08,10.366867356573637
2012-02-09,10.301922471918184
2012-02-10,10.03511486032835
2012-02-13,10.037403740229337
2012-02-14,10.03624884150536
2012-02-15,10.022365037765804
2012-02-16,10.02149789183762
2012-02-17,10.021978798188961
2012-02-20,10.01818721808897
2012-02-21,10.01111676230767
2012-02-22,10.013401644690195
2012-02-23,10.009739103715006
2012-02-24,10.005036107591817
