,gamma_eff
2005-08-02,8.539001438235127
2005-08-03,8.451179953041827
2005-08-04,8.464283273189366
2005-08-05,8.44349617578397
2005-08-08,8.605830970538964
2005-08-09,8.437139446483409
2005-08-10,8.367005142652106
2005-08-11,8.372011040315698
2005-08-12,8.432524903569853
2005-08-15,8.405120717681832
2005-08-16,8.382884395937602
2005-08-17,8.397878372851292
2005-08-18,8.359809019870452
2005-08-19,8.439222573119295
2005-08-22,8.390445520652719
2005-08-23,8.381073849085839
2005-08-24,8.366505771775905
2005-08-25,8.357231207085594
2005-08-26,8.315819726950153
2005-08-29,8.33224517956662
2005-08-30,8.336731012097832
2005-08-31,8.307111891528852
2005-09-01,8.307949347549277
2005-09-02,8.33831093121419
2005-09-05,8.354753961552781
2005-09-06,8.385165410922362
2005-09-07,8.295186916866662
2005-09-08,8.804960055941915
2005-09-09,8.249704444857551
2005-09-12,8.249435320308926
2005-09-13,8.255472824886898
2005-09-14,8.241950984875038
2005-09-15,8.229506732615103
2005-09-16,8.21933957748883
2005-09-19,8.207921720333115
2005-09-20,8.284595696577027
2005-09-21,8.305063931580097
2005-09-22,10.16961398321893
2005-09-23,8.64047470513136
2005-09-26,8.487466304304755
2005-09-27,8.522892774217006
2005-09-28,8.507565704443934
2005-09-29,8.590330774961785
2005-09-30,8.731196635949434
2005-10-03,8.483751840854271
2005-10-04,8.579895405669733
2005-10-05,8.5746067913427
2005-10-06,9.007434855209645
2005-10-07,8.790277210850341
2005-10-10,8.652037227162111
2005-10-11,8.57226491179661
2005-10-12,8.748259757999469
2005-10-13,8.866180820013621
2005-10-14,8.852462157636664
2005-10-17,8.60802130206582
2005-10-18,8.437386364555675
2005-10-19,8.796182170483501
2005-10-20,8.907250804610452
2005-10-21,8.549196085072913
2005-10-24,8.519976364547812
2005-10-25,9.268610348251778
2005-10-26,8.831937821758872
2005-10-27,9.092417427942529
2005-10-28,8.58824872403529
2005-10-31,8.58920815807253
2005-11-01,8.698060641215369
2005-11-02,8.788803368993692
2005-11-03,8.660231638598615
2005-11-04,8.557883008140475
2005-11-07,8.619522409854142
2005-11-08,8.600902003568272
2005-11-09,8.603184847922542
2005-11-10,8.414621384523285
2005-11-11,8.35009615079893
2005-11-14,8.318455830061662
2005-11-15,8.364168439931014
2005-11-16,8.375374572831936
2005-11-17,8.43946172518141
2005-11-18,8.294519360422656
2005-11-21,8.271178954098943
2005-11-22,8.28257105473891
2005-11-23,8.292855410364501
2005-11-24,8.363873576118015
2005-11-25,8.266571785285999
2005-11-28,8.21357739511958
2005-11-29,8.202368855678873
2005-11-30,8.209199986244675
2005-12-01,8.369826877988343
2005-12-02,8.246843093816485
2005-12-05,8.299921909592417
2005-12-06,8.272971321609667
2005-12-07,8.311254688146931
2005-12-08,8.265745562690789
2005-12-09,8.734701884235038
2005-12-12,8.598934220886497
2005-12-13,8.556878408198399
2005-12-14,8.563177101093956
2005-12-15,8.212497969698978
2005-12-16,8.357172257096089
2005-12-19,8.200816967365416
2005-12-20,8.33676509306205
2005-12-21,8.291999311102646
2005-12-22,8.219093464669822
2005-12-23,8.24716968838338
2005-12-26,8.268844258813326
2005-12-27,8.198874108583203
2005-12-28,8.215464928698319
2005-12-29,8.211388005740469
2005-12-30,8.245783095253007
2006-01-02,8.336907493914696
2006-01-03,8.285585561092821
2006-01-04,8.452451150780318
2006-01-05,8.34888837643579
2006-01-06,8.404710917675606
2006-01-09,8.539117363291657
2006-01-10,8.683656589418138
2006-01-11,8.799597841751075
2006-01-12,8.777656251009336
2006-01-13,8.86141964952056
2006-01-16,8.718468370138602
2006-01-17,8.628612858839343
2006-01-18,8.774024500281465
2006-01-19,8.932599188802717
2006-01-20,8.697661507749576
2006-01-23,8.343623901974686
2006-01-24,8.368524650275715
2006-01-25,8.43494964963307
2006-01-26,8.471392103666929
2006-01-27,8.496337567810917
2006-01-30,8.33350823425053
2006-01-31,8.38096110903894
2006-02-01,8.42924811540198
2006-02-02,8.439315487156446
2006-02-03,8.36650000224316
2006-02-06,8.41919338512055
2006-02-07,8.377552148943035
2006-02-08,8.355734373110973
2006-02-09,8.390195826487917
2006-02-10,8.357574957671837
2006-02-13,8.314391614487231
2006-02-14,8.340517803141669
2006-02-15,8.304195235386164
2006-02-16,8.287072092630146
2006-02-17,8.281958169733702
2006-02-20,8.307965451460952
2006-02-21,8.311538498024774
2006-02-22,8.30715350524994
2006-02-23,8.296524219096838
2006-02-24,8.293669840301321
2006-02-27,8.316204745829332
2006-02-28,8.310493015215059
2006-03-01,8.299815497890114
2006-03-02,8.299387717300036
2006-03-03,8.29614842851151
2006-03-06,8.286600806008055
2006-03-07,8.312979212503567
2006-03-08,8.316682936143703
2006-03-09,8.331252781710676
2006-03-10,8.318318302809818
2006-03-13,8.194556897918757
2006-03-14,8.223812540306803
2006-03-15,8.327011352315097
2006-03-16,8.309433686142144
2006-03-17,8.319104597057068
2006-03-20,8.214129478047827
2006-03-21,8.245530626524255
2006-03-22,8.306130458092756
2006-03-23,8.300362972068985
2006-03-24,8.294288814071312
2006-03-27,8.331307656455284
2006-03-28,8.302679786155034
2006-03-29,8.303945047660148
2006-03-30,8.328446625560586
2006-03-31,8.372476980846706
2006-04-03,8.30376746947644
2006-04-04,8.244183828699695
2006-04-05,8.243755301818625
2006-04-06,8.235879842575132
2006-04-07,8.230716688207124
2006-04-10,8.234976284516366
2006-04-11,8.248118196453373
2006-04-12,8.239929336195646
2006-04-13,8.234052716219717
2006-04-14,8.224156508987818
2006-04-17,8.213339431407052
2006-04-18,8.20989832733541
2006-04-19,8.232663270771432
2006-04-20,8.251847106983343
2006-04-21,8.270024455452527
2006-04-24,8.300400496230937
2006-04-25,8.303178492643152
2006-04-26,8.296484140774893
2006-04-27,8.292395119885745
2006-04-28,8.294143140921426
2006-05-01,8.272525925459393
2006-05-02,8.263864720038832
2006-05-03,8.26331867417763
2006-05-04,8.258055602555114
2006-05-05,8.248000406866229
2006-05-08,8.237942749333387
2006-05-09,8.285074682314317
2006-05-10,8.348337352173683
2006-05-11,8.344211411768374
2006-05-12,8.356495403659792
2006-05-15,8.3763374340484
2006-05-16,8.451992752149755
2006-05-17,8.447851823543802
2006-05-18,8.470437466144352
2006-05-19,8.459978111759208
2006-05-22,8.4660459037936
2006-05-23,8.460773455293467
2006-05-24,8.479761325376096
2006-05-25,8.505017152937796
2006-05-26,8.50295170770187
2006-05-29,8.497328349860181
2006-05-30,8.493696174729168
2006-05-31,8.484884070732212
2006-06-01,8.50545664940859
2006-06-02,8.49857845119306
2006-06-05,8.486773941882376
2006-06-06,8.487365893466919
2006-06-07,8.481326688099768
2006-06-08,8.48083329566872
2006-06-09,8.492284127244245
2006-06-12,8.498931120508397
2006-06-13,8.500804560318207
2006-06-14,8.735432610259988
2006-06-15,8.725855634298894
2006-06-16,8.740091373061105
2006-06-19,8.725550364455758
2006-06-20,8.719526457108753
2006-06-21,8.720426398393768
2006-06-22,8.724760753988406
2006-06-23,8.71429620213508
2006-06-26,8.701239869428761
2006-06-27,8.694911106805927
2006-06-28,8.684952179994593
2006-06-29,8.674796177085982
2006-06-30,8.740637121514197
2006-07-03,8.730527636081021
2006-07-04,8.738680522746488
2006-07-05,8.732335143325027
2006-07-06,8.722839208267715
2006-07-07,8.718883708759346
2006-07-10,8.704186776948237
2006-07-11,8.71023393070217
2006-07-12,8.73477635643526
2006-07-13,8.724674089411135
2006-07-14,8.728380009280803
2006-07-17,8.717243948124935
2006-07-18,8.735423350804613
2006-07-19,8.734693430057488
2006-07-20,8.724952278747313
2006-07-21,8.723003704594468
2006-07-24,8.715269129304744
2006-07-25,8.709446851448359
2006-07-26,8.704771552913446
2006-07-27,8.703113425781865
2006-07-28,8.702574817764228
2006-07-31,8.688119946616837
2006-08-01,8.67791299564478
2006-08-02,8.69012488830789
2006-08-03,8.693468038191046
2006-08-04,8.693326953624958
2006-08-07,8.680129747566493
2006-08-08,8.671085983809574
2006-08-09,8.662698026522985
2006-08-10,8.652945885524794
2006-08-11,8.686194504754267
2006-08-14,8.678773238415294
2006-08-15,8.676469200915983
2006-08-16,8.667405144029741
2006-08-17,8.657256889923081
2006-08-18,8.69897953799482
2006-08-21,8.696689477044771
2006-08-22,8.697014837535036
2006-08-23,8.68760908215052
2006-08-24,8.685729726227105
2006-08-25,8.675882536876621
2006-08-28,8.672254265921357
2006-08-29,8.709545185758227
2006-08-30,8.719787406187251
2006-08-31,8.712370627675277
2006-09-01,8.707669800503357
2006-09-04,8.725688596601577
2006-09-05,8.728225800557956
2006-09-06,8.725527529033123
2006-09-07,8.725770029452844
2006-09-08,8.74644095167037
2006-09-11,8.736916835083665
2006-09-12,8.78126107077334
2006-09-13,8.771308446672064
2006-09-14,8.761996729056989
2006-09-15,8.774213116316513
2006-09-18,8.764264269079892
2006-09-19,8.772456201811243
2006-09-20,8.762747395063924
2006-09-21,8.787739452671262
2006-09-22,8.779766447166278
2006-09-25,8.77041573842397
2006-09-26,8.760882662821414
2006-09-27,8.759853761360564
2006-09-28,8.750015505383526
2006-09-29,8.780967495880883
2006-10-02,8.78783914781218
2006-10-03,8.780217743303284
2006-10-04,8.863354240104819
2006-10-05,8.853617391972719
2006-10-06,8.876377725059687
2006-10-09,8.872284465711099
2006-10-10,8.896868932334948
2006-10-11,8.899900797795596
2006-10-12,8.890512434826194
2006-10-13,8.890940084618904
2006-10-16,8.894137599289992
2006-10-17,8.884372492995599
2006-10-18,8.878740190339904
2006-10-19,8.883413281639532
2006-10-20,8.873674192927254
2006-10-23,8.862780698535456
2006-10-24,8.86934658314393
2006-10-25,8.864135438922906
2006-10-26,8.894813645718306
2006-10-27,8.887150506952679
2006-10-30,8.87675752779485
2006-10-31,8.86940580561289
2006-11-01,8.864448604383261
2006-11-02,8.858118738772822
2006-11-03,8.848565402599071
2006-11-06,8.834807237078317
2006-11-07,8.829020278348137
2006-11-08,8.8236913007965
2006-11-09,8.815165134840266
2006-11-10,8.86456816991509
2006-11-13,8.85494384569209
2006-11-14,8.867942713467023
2006-11-15,8.867071604432038
2006-11-16,8.85768735859528
2006-11-17,8.851869555750177
2006-11-20,8.850006544088725
2006-11-21,8.844755234168382
2006-11-22,8.864574542158802
2006-11-23,8.857469739462447
2006-11-24,8.850787298447152
2006-11-27,8.841708151960175
2006-11-28,8.838833282494319
2006-11-29,8.831523586053276
2006-11-30,8.82579527837301
2006-12-01,8.859236721727358
2006-12-04,8.845667046029668
2006-12-05,8.842908503178652
2006-12-06,8.833131358786716
2006-12-07,8.830016764703828
2006-12-08,8.82263616424507
2006-12-11,8.809598964416953
2006-12-12,8.804462055011
2006-12-13,8.795287346379684
2006-12-14,8.79138638962077
2006-12-15,8.787529691962584
2006-12-18,8.776115759270656
2006-12-19,8.771349737755923
2006-12-20,8.762118752955246
2006-12-21,8.753182784658252
2006-12-22,8.748601983547683
2006-12-25,8.73667287521082
2006-12-26,8.727550129782044
2006-12-27,8.724417414840449
2006-12-28,8.716929313957941
2006-12-29,8.711116620827008
2007-01-01,8.699352014461235
2007-01-02,8.690261240168091
2007-01-03,8.681492030018381
2007-01-04,8.709845931621324
2007-01-05,8.718172068520927
2007-01-08,8.761914507117943
2007-01-09,8.753625259413598
2007-01-10,8.748855800024122
2007-01-11,8.740598791936492
2007-01-12,8.731976453595426
2007-01-15,8.719316194248819
2007-01-16,8.71058503509952
2007-01-17,8.714085166280409
2007-01-18,8.70564477824147
2007-01-19,8.699063220747547
2007-01-22,8.704857724988642
2007-01-23,8.708615963030136
2007-01-24,8.700839897526656
2007-01-25,8.709885286830383
2007-01-26,8.702478460061126
2007-01-29,8.689566625339047
2007-01-30,8.68919606710083
2007-01-31,8.681538819195225
2007-02-01,8.706488927719764
2007-02-02,8.698511373508444
2007-02-05,8.690293777220223
2007-02-06,8.694859358886747
2007-02-07,8.686099326154455
2007-02-08,8.677454180354411
2007-02-09,8.669012490897057
2007-02-12,8.660725788279526
2007-02-13,8.674140872683406
2007-02-14,8.669265599854896
2007-02-15,8.668092321341934
2007-02-16,8.662638917691828
2007-02-19,8.68110390289512
2007-02-20,8.67245339484338
2007-02-21,8.676605823572647
2007-02-22,8.71466540724213
2007-02-23,8.70670072110273
2007-02-26,8.713203454513549
2007-02-27,8.704771554636707
2007-02-28,8.713211395571502
2007-03-01,8.720195758427138
2007-03-02,8.71506189734947
2007-03-05,9.204946875112519
2007-03-06,9.23242710404989
2007-03-07,9.234762219556227
2007-03-08,9.23068882313501
2007-03-09,9.223379366825622
2007-03-12,9.21969584007776
2007-03-13,9.212524128488042
2007-03-14,9.20929142975357
2007-03-15,9.199555263352522
2007-03-16,9.19108648593246
2007-03-19,9.208481469458986
2007-03-20,9.200173013890119
2007-03-21,9.192185140011237
2007-03-22,9.192323049074073
2007-03-23,9.185763274099436
2007-03-26,9.179423897643733
2007-03-27,9.187406183156668
2007-03-28,9.181976197676958
2007-03-29,9.17870937914723
2007-03-30,9.171816050333673
2007-04-02,9.16807402114605
2007-04-03,9.160293736495419
2007-04-04,9.152323513502553
2007-04-05,9.147840825490002
2007-04-06,9.141851950894115
2007-04-09,9.13423062947373
2007-04-10,9.126313146930617
2007-04-11,9.119709588058274
2007-04-12,9.111645297237164
2007-04-13,9.10500674356959
2007-04-16,9.104297587101897
2007-04-17,9.096435009588216
2007-04-18,9.089983799848842
2007-04-19,9.085056880658799
2007-04-20,9.076883394019381
2007-04-23,9.075885324115001
2007-04-24,9.06778062665504
2007-04-25,9.060441110068847
2007-04-26,9.052308210310976
2007-04-27,9.047614810981568
2007-04-30,9.039508261330102
2007-05-01,9.031932183741189
2007-05-02,9.024074181764506
2007-05-03,9.022507573989879
2007-05-04,9.014489647355294
2007-05-07,9.02089561494897
2007-05-08,9.03204034561536
2007-05-09,9.02469518682395
2007-05-10,9.017245658496309
2007-05-11,9.01225925145276
2007-05-14,9.010955332110203
2007-05-15,9.003024964792829
2007-05-16,8.996481999403949
2007-05-17,8.989207983549637
2007-05-18,8.98758214048614
2007-05-21,8.98093774132364
2007-05-22,8.973598586474964
2007-05-23,8.965896351502513
2007-05-24,8.95912137807496
2007-05-25,8.951793690302628
2007-05-28,8.945258809642056
2007-05-29,8.937452534042485
2007-05-30,8.935212158609554
2007-05-31,8.932780445492623
2007-06-01,8.927892161546962
2007-06-04,8.933735131154531
2007-06-05,8.936733347684294
2007-06-06,8.929659770795617
2007-06-07,8.922238585050437
2007-06-08,8.928819263196612
2007-06-11,8.932684538053822
2007-06-12,8.926685935851026
2007-06-13,8.933303276171296
2007-06-14,8.942271597078017
2007-06-15,8.945743703046071
2007-06-18,8.943017152170311
2007-06-19,8.93625776004177
2007-06-20,8.92936710396117
2007-06-21,8.951858214621659
2007-06-22,8.946776222294899
2007-06-25,8.971853152832796
2007-06-26,8.96649153985843
2007-06-27,8.965014069970726
2007-06-28,8.96224931218265
2007-06-29,8.954250589552286
2007-07-02,8.946773342092376
2007-07-03,8.950118721831425
2007-07-04,8.943287462404422
2007-07-05,8.935319768707373
2007-07-06,8.927371800968475
2007-07-09,8.926516677363544
2007-07-10,8.920826100421284
2007-07-11,8.914519653450496
2007-07-12,8.906800777773036
2007-07-13,8.92589292477149
2007-07-16,8.905110298240334
2007-07-17,8.90176252366317
2007-07-18,8.903952512813863
2007-07-19,8.891973501757121
2007-07-20,8.879769078934737
2007-07-23,8.87581162874051
2007-07-24,8.867754676047593
2007-07-25,8.892387971031274
2007-07-26,8.883738698439013
2007-07-27,8.911713660571072
2007-07-30,8.904000713932751
2007-07-31,8.90762596482544
2007-08-01,8.858465178419113
2007-08-02,8.882778316353752
2007-08-03,8.866963879305139
2007-08-06,8.869303887085355
2007-08-07,8.979446192085918
2007-08-08,8.920868739742652
2007-08-09,8.98903971832937
2007-08-10,8.994971482008264
2007-08-13,14.94893851987113
2007-08-14,14.944411696422774
2007-08-15,14.948080904401873
2007-08-16,14.94006215187714
2007-08-17,14.948000162858076
2007-08-20,15.00568191826382
2007-08-21,14.996706996060865
2007-08-22,14.993230551956778
2007-08-23,14.982787274402906
2007-08-24,14.982335055558437
2007-08-27,14.97518828168321
2007-08-28,14.974669007151146
2007-08-29,14.964203484106214
2007-08-30,14.968742866475605
2007-08-31,14.957792315508504
2007-09-03,14.950854731461835
2007-09-04,14.938604397355952
2007-09-05,14.95155378083946
2007-09-06,14.939365815447179
2007-09-07,14.941845960286248
2007-09-10,14.943593512194155
2007-09-11,14.931392062545825
2007-09-12,14.9332243462468
2007-09-13,14.92123683336225
2007-09-14,14.909378036489716
2007-09-17,14.897645018008133
2007-09-18,14.885779520268617
2007-09-19,14.87975702472928
2007-09-20,14.872899524253402
2007-09-21,14.861448410737562
2007-09-24,14.847931667529783
2007-09-25,14.840834468753044
2007-09-26,14.830024888672483
2007-09-27,14.818308027648452
2007-09-28,14.82680735262668
2007-10-01,14.847576859271747
2007-10-02,14.837944763273438
2007-10-03,14.838073812489572
2007-10-04,14.82608753516508
2007-10-05,14.818565919611617
2007-10-08,14.816884480720592
2007-10-09,14.821088547810465
2007-10-10,14.816446157802016
2007-10-11,14.804554362727558
2007-10-12,14.8067553886479
2007-10-15,14.795250385526646
2007-10-16,14.788394211866606
2007-10-17,14.781146995963137
2007-10-18,14.77041751913342
2007-10-19,14.759527304833053
2007-10-22,14.75962656362434
2007-10-23,14.757822412009292
2007-10-24,14.746190023210426
2007-10-25,14.74005526488731
2007-10-26,14.733203682436699
2007-10-29,14.72549252396389
2007-10-30,14.760616998660275
2007-10-31,14.753028296498268
2007-11-01,14.74587801919741
2007-11-02,14.740067511190386
2007-11-05,14.747958580582361
2007-11-06,14.73717011926496
2007-11-07,14.746238820087047
2007-11-08,14.739712083248168
2007-11-09,14.728467532953298
2007-11-12,14.718003494785528
2007-11-13,14.726472541076818
2007-11-14,14.715227261039594
2007-11-15,14.708669538259846
2007-11-16,14.706137621653724
2007-11-19,14.699456724307932
2007-11-20,14.693220037206531
2007-11-21,14.714690179616806
2007-11-22,14.703646949583506
2007-11-23,14.692195814916776
2007-11-26,14.698219178319693
2007-11-27,14.689611475678682
2007-11-28,14.683253780169252
2007-11-29,14.671988189593455
2007-11-30,14.660591329320392
2007-12-03,14.678017284901944
2007-12-04,14.666836263797443
2007-12-05,14.663809619560608
2007-12-06,14.655039365215398
2007-12-07,14.64375985469626
2007-12-10,14.733209517353911
2007-12-11,14.722262210072756
2007-12-12,14.714727718288465
2007-12-13,14.74075173540475
2007-12-14,14.731609844657743
2007-12-17,14.723955742281326
2007-12-18,14.731880135482388
2007-12-19,14.727668604628782
2007-12-20,14.71648422854862
2007-12-21,14.705049076621183
2007-12-24,14.69790790790074
2007-12-25,14.687318825686226
2007-12-26,14.67623708764516
2007-12-27,14.667391480717185
2007-12-28,14.665278027087236
2007-12-31,14.658069511273805
2008-01-01,14.657741258880122
2008-01-02,14.646375544114935
2008-01-03,14.669669233907673
2008-01-04,14.660877324729293
2008-01-07,14.663851786383383
2008-01-08,14.658135215553575
2008-01-09,14.654124296798745
2008-01-10,14.647466305192037
2008-01-11,14.640689763597127
2008-01-14,14.561393727715314
2008-01-15,14.555830214099878
2008-01-16,14.568021378818859
2008-01-17,14.583513244017642
2008-01-18,14.573153253568645
2008-01-21,14.562933175924051
2008-01-22,14.553692058105355
2008-01-23,14.543779084965552
2008-01-24,14.533021541174055
2008-01-25,14.523918266381903
2008-01-28,14.520574569433084
2008-01-29,14.517504363788118
2008-01-30,14.507187698457722
2008-01-31,14.496757885267895
2008-02-01,14.486453760456861
2008-02-04,14.469402169366894
2008-02-05,14.46233344963126
2008-02-06,14.48411028279203
2008-02-07,14.47303600498904
2008-02-08,14.462503110459615
2008-02-11,14.470472339368998
2008-02-12,14.47381835578502
2008-02-13,14.464621191831167
2008-02-14,14.453711438232876
2008-02-15,14.442669084422855
2008-02-18,14.432084179076572
2008-02-19,14.421707079178944
2008-02-20,14.41184605075863
2008-02-21,14.413813458252118
2008-02-22,14.403659400055009
2008-02-25,14.39429289225073
2008-02-26,14.384748197224884
2008-02-27,14.382344102377314
2008-02-28,14.372339586047818
2008-02-29,14.367592640028235
2008-03-03,14.35672040709887
2008-03-04,14.355300509243246
2008-03-05,14.375844550627574
2008-03-06,14.383820174829044
2008-03-07,14.373709263636684
2008-03-10,14.362872250795974
2008-03-11,14.352258771166927
2008-03-12,14.35401025152462
2008-03-13,14.345883366025685
2008-03-14,14.337694666101202
2008-03-17,14.32770432241535
2008-03-18,14.335019555632154
2008-03-19,14.326961255702159
2008-03-20,14.36887107972117
2008-03-21,14.363555986217765
2008-03-24,14.353758002667103
2008-03-25,14.34333540378349
2008-03-26,14.334003573092723
2008-03-27,14.331285396394968
2008-03-28,14.321850628768654
2008-03-31,14.320128834672698
2008-04-01,14.310367708584238
2008-04-02,14.31528639077351
2008-04-03,14.308027345712269
2008-04-04,14.309912349701788
2008-04-07,14.321539292748078
2008-04-08,14.327035081885224
2008-04-09,14.319193449800112
2008-04-10,14.322243508465435
2008-04-11,14.314084884322028
2008-04-14,14.309093261112892
2008-04-15,14.298564661769726
2008-04-16,14.295409697640228
2008-04-17,14.288034764760853
2008-04-18,14.277587870196054
2008-04-21,14.269956948354661
2008-04-22,14.259480101859594
2008-04-23,14.2506227168328
2008-04-24,14.237767699303024
2008-04-25,14.230465351616967
2008-04-28,14.227299115545012
2008-04-29,14.21686464099523
2008-04-30,14.223531151011343
2008-05-01,14.214920437222911
2008-05-02,14.217512585931203
2008-05-05,14.227723381133268
2008-05-06,14.23866113914887
2008-05-07,14.240600729671801
2008-05-08,14.23113318516841
2008-05-09,14.22724781001818
2008-05-12,14.265830069961755
2008-05-13,14.252991978831666
2008-05-14,14.249884558635909
2008-05-15,14.23912073880854
2008-05-16,14.250532031056299
2008-05-19,14.244483767279132
2008-05-20,14.23450659992401
2008-05-21,14.229350275202936
2008-05-22,14.230430520836602
2008-05-23,14.229373591752474
2008-05-26,14.219197560508313
2008-05-27,14.209015244866457
2008-05-28,14.207869049614093
2008-05-29,14.19765364177437
2008-05-30,14.19236202895965
2008-06-02,14.185240196555299
2008-06-03,14.17510736737273
2008-06-04,14.172630622419561
2008-06-05,14.1751748748465
2008-06-06,14.170075073388446
2008-06-09,14.214535703199207
2008-06-10,14.204855514148216
2008-06-11,14.199832804687379
2008-06-12,14.190053135523959
2008-06-13,14.189227228328702
2008-06-16,14.19123780847855
2008-06-17,14.181435025384417
2008-06-18,14.177526818140226
2008-06-19,14.168057365788966
2008-06-20,14.162691194629375
2008-06-23,14.152664314764383
2008-06-24,14.14467096801998
2008-06-25,14.136071663191139
2008-06-26,14.133772804728157
2008-06-27,14.140750974297012
2008-06-30,14.136666503570439
2008-07-01,14.127211609434333
2008-07-02,14.127930039400823
2008-07-03,14.118123589609848
2008-07-04,14.117744585860976
2008-07-07,14.09844350909276
2008-07-08,14.101166127611947
2008-07-09,14.09900630641804
2008-07-10,14.091132705921932
2008-07-11,14.095623403249473
2008-07-14,14.105901938026964
2008-07-15,14.096307381295272
2008-07-16,14.116127150166058
2008-07-17,14.109063637423347
2008-07-18,14.099900223422111
2008-07-21,14.102135247515815
2008-07-22,14.09317039090977
2008-07-23,14.100855789963813
2008-07-24,14.094628888036791
2008-07-25,14.086785873943501
2008-07-28,14.077482674831135
2008-07-29,14.067633608711862
