,turnover
2007-01-17,1.7823470848665757e-06
2007-01-18,1.5540833723237668e-06
2007-01-19,1.3545728396041623e-06
2007-01-22,1.1803704762919365e-06
2007-01-23,1.034551901021863e-06
2007-01-24,9.072935669429683e-07
2007-01-25,7.960234988391157e-07
2007-01-26,6.989802938117684e-07
2007-01-29,6.178143060915646e-07
2007-01-30,5.439736274848291e-07
2007-01-31,4.110457448393825e-06
2007-02-01,3.752438263101496e-06
2007-02-02,3.488350602165237e-06
2007-02-05,3.291804076062637e-06
2007-02-06,3.1747421140987555e-06
2007-02-07,3.1058163662247003e-06
2007-02-08,3.062080749247482e-06
2007-02-09,4.0467261181863505e-06
2007-02-12,2.978090525435073e-06
2007-02-13,4.410773683615512e-06
2007-02-14,3.4966936206268587e-06
2007-02-15,4.254554346454486e-06
2007-02-16,3.5653787636302657e-06
2007-02-19,4.130866541770576e-06
2007-02-20,3.6138082330878154e-06
2007-02-21,4.038308041714948e-06
2007-02-22,3.649417718520835e-06
2007-02-23,3.9550083827721725e-06
2007-02-26,3.668943318954608e-06
2007-02-27,3.882321853003756e-06
2007-02-28,3.6747825773081444e-06
2007-03-01,3.8375938060618005e-06
2007-03-02,3.6815817838302114e-06
2007-03-05,3.812237421585623e-06
2007-03-06,3.6891709386229483e-06
2007-03-07,3.762512359312646e-06
2007-03-08,3.6610684994725234e-06
2007-03-09,3.4905384018312156e-06
2007-03-12,2.7946821348481717e-06
2007-03-13,3.923967254513978e-06
2007-03-14,2.7338932217645765e-06
2007-03-15,2.1786735935217793e-06
2007-03-16,1.7966335533401773e-06
2007-03-19,1.4213305632651292e-06
2007-03-20,4.17837582293973e-06
2007-03-21,1.614187402948508e-06
2007-03-22,1.2640828705040575e-06
2007-03-23,9.994839579012175e-07
2007-03-26,8.363533503739978e-07
2007-03-27,7.920834003374631e-07
2007-03-28,7.469807594881903e-07
2007-03-29,6.583151326743283e-07
2007-03-30,5.903732892585892e-07
2007-04-02,4.76155519654684e-06
2007-04-03,4.137800379444556e-06
2007-04-04,3.6043201656066337e-06
2007-04-05,3.135083425254148e-06
2007-04-06,2.7247940081603916e-06
2007-04-09,2.364970258336707e-06
2007-04-10,2.052202897478983e-06
2007-04-11,1.7852741299451136e-06
2007-04-12,1.5551668334640167e-06
2007-04-13,1.354748179638321e-06
2007-04-16,1.1802670192018194e-06
2007-04-17,1.0279411679220418e-06
2007-04-18,8.901428259905364e-07
2007-04-19,7.694033572341885e-07
2007-04-20,1.2270516002706599e-08
2007-04-23,1.023583692777448e-08
2007-04-24,8.769047420859186e-09
2007-04-25,7.588062383932038e-09
2007-04-26,6.597304096705194e-09
2007-04-27,5.902401315700759e-09
2007-04-30,5.291691813620905e-09
2007-05-01,4.736405256495263e-09
2007-05-02,4.233563497078919e-09
2007-05-03,3.780644870200185e-09
2007-05-04,3.3734972250094223e-09
2007-05-07,3.008421074788686e-09
2007-05-08,2.6817720085959986e-09
2007-05-09,2.389664268413612e-09
2007-05-10,2.1288231812725882e-09
2007-05-11,1.8961514189852364e-09
2007-05-14,1.6885107921844816e-09
2007-05-15,1.5034668256244506e-09
2007-05-16,1.3385879113076336e-09
2007-05-17,1.1917078353012265e-09
2007-05-18,1.0608007164322143e-09
2007-05-21,9.442291529916237e-10
2007-05-22,8.404917365837792e-10
2007-05-23,7.481134497638429e-10
2007-05-24,6.658851396084261e-10
2007-05-25,5.926932183011086e-10
2007-05-28,5.275170316357698e-10
2007-05-29,4.694985977411143e-10
2007-05-30,4.1787133679975784e-10
2007-05-31,3.7191522610424504e-10
2007-06-01,3.310163028332294e-10
2007-06-04,2.9460163692330674e-10
2007-06-05,2.6219584318604424e-10
2007-06-06,2.333592737892559e-10
2007-06-07,2.076971556017536e-10
2007-06-08,1.8486072445575268e-10
2007-06-11,1.6452422721049804e-10
2007-06-12,1.4642474351422536e-10
2007-06-13,1.303189574691204e-10
2007-06-14,1.1597009063233202e-10
2007-06-15,1.0323043441359316e-10
2007-06-18,9.186826205032287e-11
2007-06-19,8.176098641812713e-11
2007-06-20,7.276665536073009e-11
2007-06-21,6.47639549023586e-11
2007-06-22,5.763872037059358e-11
2007-06-25,5.13021961969609e-11
2007-06-26,4.5659751055738104e-11
2007-06-27,4.063968391531206e-11
2007-06-28,3.616664804376113e-11
2007-06-29,3.218755231608381e-11
2007-07-02,2.8647378023366797e-11
2007-07-03,2.5493934957251268e-11
2007-07-04,2.2689237818812925e-11
2007-07-05,2.01920976040068e-11
2007-07-06,1.797101495838522e-11
2007-07-09,1.5993921172454094e-11
2007-07-10,1.4233925525977365e-11
2007-07-11,1.2668839725256129e-11
2007-07-12,1.1275243654053547e-11
2007-07-13,1.0034616006835134e-11
2007-07-16,8.926894716635655e-12
2007-07-17,7.915305602565408e-12
2007-07-18,0.029163645337693087
2007-07-19,0.003537793181479996
2007-07-20,0.002399358473504243
2007-07-23,9.562494081557232e-05
2007-07-24,1.0487955621207211e-05
2007-07-25,9.718345734880267e-06
2007-07-26,9.611725762052015e-06
2007-07-27,0.008336512235179798
2007-07-30,9.936537609561809e-07
2007-07-31,8.257672216930612e-07
2007-08-01,9.728197682360962e-07
2007-08-02,0.007638794176706284
2007-08-03,0.005817220834144934
2007-08-06,0.0008388791836799296
2007-08-07,0.001219130827355381
2007-08-08,7.837428041110867e-06
2007-08-09,7.3752283247125995e-06
2007-08-10,0.5790890156530427
2007-08-13,6.526674907518515e-06
2007-08-14,6.526674907548005e-06
2007-08-15,3.642919299551295e-17
2007-08-16,0.0006637365112080237
2007-08-17,0.0014794343027409868
2007-08-20,0.0006965317192380877
2007-08-21,0.0007627674181274451
2007-08-22,0.0006362485149492367
2007-08-23,0.00034551273763600357
2007-08-24,0.00023070359117970812
2007-08-27,9.071901118701611e-06
2007-08-28,6.062168318334352e-06
2007-08-29,0.0001681597590032953
2007-08-30,8.222898718030988e-06
2007-08-31,6.85914487085805e-06
2007-09-03,5.4282683461335385e-06
2007-09-04,3.162675074547608e-06
2007-09-05,3.143584878715494e-06
2007-09-06,2.5872189601695156e-06
2007-09-07,2.146576538873679e-06
2007-09-10,1.8356145776252802e-06
2007-09-11,1.6053100956887195e-06
2007-09-12,1.5721334152649785e-06
2007-09-13,1.6389869822233671e-06
2007-09-14,1.7589505246443787e-06
2007-09-17,1.8554794436048683e-06
2007-09-18,4.871787383621887e-06
2007-09-19,2.732174886293029e-06
2007-09-20,4.638239597599958e-06
2007-09-21,3.979392533473916e-06
2007-09-24,3.409976794989736e-06
2007-09-25,5.696180918404736e-06
2007-09-26,3.845623212140464e-06
2007-09-27,3.175236508933324e-06
2007-09-28,5.642212589640483e-06
2007-10-01,3.6234375978272393e-06
2007-10-02,5.253841904426584e-06
2007-10-03,3.7197857458894784e-06
2007-10-04,4.221230803116635e-06
2007-10-05,2.811352337492648e-06
2007-10-08,1.5861163092847214e-06
2007-10-09,1.2459949120732783e-06
2007-10-10,1.0906282009583851e-05
2007-10-11,6.405410951398904e-06
2007-10-12,6.585065745315366e-06
2007-10-15,3.801720217685295e-06
2007-10-16,4.026398551152874e-06
2007-10-17,4.05070031521057e-06
2007-10-18,4.175274247822727e-06
2007-10-19,4.216090646196741e-06
2007-10-22,3.4197661892294146e-06
2007-10-23,3.0347109994683513e-06
2007-10-24,2.8828770502926926e-06
2007-10-25,2.642517275617054e-06
2007-10-26,2.5059309189060658e-06
2007-10-29,3.3205715452115647e-06
2007-10-30,9.395446669944671e-06
2007-10-31,0.027746337506359735
2007-11-01,0.1370102989106443
2007-11-02,0.0812055257198426
2007-11-05,6.938903606229168e-18
2007-11-06,1.5265566588595902e-16
2007-11-07,0.008679964361919007
2007-11-08,0.0055696826278111775
2007-11-09,0.0037815911327892414
2007-11-12,0.0029338228297758296
2007-11-13,0.002100815132887413
2007-11-14,0.0018718381596965839
2007-11-15,2.1997006643201234e-05
2007-11-16,2.1305318652679872e-05
2007-11-19,2.9548033131314433e-05
2007-11-20,1.4891618603157797e-05
2007-11-21,0.10622507810134604
2007-11-22,1.5715497973470667e-05
2007-11-23,3.913941118685805e-06
2007-11-26,3.984229365105882e-06
2007-11-27,3.901070388435996e-06
2007-11-28,5.375826951276766e-06
2007-11-29,5.30289172046346e-06
2007-11-30,4.9220070325528226e-06
2007-12-03,3.5203574911987735e-06
2007-12-04,6.3108637279602874e-06
2007-12-05,3.6547708585029403e-06
2007-12-06,4.052776954582804e-06
2007-12-07,6.890613335481453e-06
2007-12-10,1.3176288771536953e-06
2007-12-11,0.17331282419770477
2007-12-12,0.07814213416146283
2007-12-13,0.002165226691986325
2007-12-14,0.0011686731340262947
2007-12-17,0.0020262759598964515
2007-12-18,6.349130146334812e-05
2007-12-19,0.06917763573730609
