,macro_stress
2010-11-22,0.6008282244838347
2010-11-23,0.6062253909882723
2010-11-24,0.5920930368389645
2010-11-25,0.6330270861149979
2010-11-26,0.5642785075944552
2010-11-29,0.5637873882800106
2010-11-30,0.6026395960626532
2010-12-01,0.6016077171272228
2010-12-02,0.6347015572768545
2010-12-03,0.6107886029909859
2010-12-06,0.5946097697235654
2010-12-07,0.5907236412650643
2010-12-08,0.6150141887562504
2010-12-09,0.6022700415891857
2010-12-10,0.5941597702348339
2010-12-13,0.608829280956525
2010-12-14,0.608155368849417
2010-12-15,0.6261539576613462
2010-12-16,0.6241980138933316
2010-12-17,0.6246001635951275
2010-12-20,0.6215210477223185
2010-12-21,0.6182446673776124
2010-12-22,0.6242942270011862
2010-12-23,0.60757895489676
2010-12-24,0.6130474617846389
2010-12-27,0.6123398827524109
2010-12-28,0.6047746959401028
2010-12-29,0.618071023800984
2010-12-30,0.6067155575947469
2010-12-31,0.5972935561290357
2011-01-03,0.6109124138888529
2011-01-04,0.5923139627877155
2011-01-05,0.6218813127675031
2011-01-06,0.6056982774558486
2011-01-07,0.6209633163172568
2011-01-10,0.602552578286857
2011-01-11,0.6056553443041128
2011-01-12,0.611924146272927
2011-01-13,0.5845707856883292
2011-01-14,0.5789536666885808
2011-01-17,0.5751513509371162
2011-01-18,0.5689280128206444
2011-01-19,0.5645812798989488
2011-01-20,0.5769989089256087
2011-01-21,0.6198398862215497
2011-01-24,0.6076357501361986
2011-01-25,0.6171653697338075
2011-01-26,0.620940406664443
2011-01-27,0.6198479874923141
2011-01-28,0.618344934324816
2011-01-31,0.6202926359598026
2011-02-01,0.6199897392357344
2011-02-02,0.6144664026901349
2011-02-03,0.6066688601859571
2011-02-04,0.599384123527857
2011-02-07,0.6115113716089627
2011-02-08,0.6152117379933927
2011-02-09,0.6168082192247998
2011-02-10,0.6174480110498679
2011-02-11,0.6162670526641776
2011-02-14,0.6166216743028359
2011-02-15,0.6166462267977241
2011-02-16,0.6162081491799858
2011-02-17,0.6157929492634993
2011-02-18,0.613625101193457
2011-02-21,0.6057775631912864
2011-02-22,0.5940618932173108
2011-02-23,0.6144244267883381
2011-02-24,0.614181755502158
2011-02-25,0.6139701827981631
2011-02-28,0.613949124043481
2011-03-01,0.6125108434005605
2011-03-02,0.6131472161307264
2011-03-03,0.6129815615159468
2011-03-04,0.6123505706547254
2011-03-07,0.6124388310151584
2011-03-08,0.6120040669376414
2011-03-09,0.6118214838443488
2011-03-10,0.6116023034959462
2011-03-11,0.6113983429634585
2011-03-14,0.6110024585231303
2011-03-15,0.6106114344651183
2011-03-16,0.6107136544468891
2011-03-17,0.610333552518122
2011-03-18,0.6102761316507495
2011-03-21,0.6098845473800697
2011-03-22,0.6095466275252187
2011-03-23,0.6091162630037337
2011-03-24,0.6087127925830175
2011-03-25,0.6082843991016827
2011-03-28,0.6078525440713803
2011-03-29,0.607422060890074
2011-03-30,0.6069920487373657
2011-03-31,0.6065909369646189
2011-04-01,0.606202415473001
2011-04-04,0.6056838111221208
2011-04-05,0.6037189447397522
2011-04-06,0.5982124191693432
2011-04-07,0.5814298782263014
2011-04-08,0.5317331879926409
2011-04-11,0.5327278625622645
2011-04-12,0.5218823470674379
2011-04-13,0.5489829900993313
2011-04-14,0.5100502350542597
2011-04-15,0.4286525035398436
2011-04-18,0.25639565026572153
2011-04-19,0.25996237763823327
2011-04-20,0.25304900499910393
2011-04-21,0.2630684505864562
2011-04-22,0.2527464950040396
2011-04-25,0.25494252782553445
2011-04-26,0.25390840150171157
2011-04-27,0.2591621187393155
2011-04-28,0.2582518922095335
2011-04-29,0.25453743169958215
2011-05-02,0.25189527289738567
2011-05-03,0.2503895991984322
2011-05-04,0.255491879994097
2011-05-05,0.253235505600368
2011-05-06,0.5356587321266949
2011-05-09,0.5266788865068519
2011-05-10,0.5226977333367818
2011-05-11,0.4740957022389286
2011-05-12,0.5428853297584537
2011-05-13,0.513327063166109
2011-05-16,0.5685073765739538
2011-05-17,0.5562503814884223
2011-05-18,0.5109435291211699
2011-05-19,0.48643633891100707
2011-05-20,0.4050861148203583
2011-05-23,0.2638501539304485
2011-05-24,0.2693561675364211
2011-05-25,0.274242635921622
2011-05-26,0.2664122087747388
2011-05-27,0.2624117494840871
2011-05-30,0.2595968136327959
2011-05-31,0.263359556224965
2011-06-01,0.2668358073120325
2011-06-02,0.26055117181004794
2011-06-03,0.26158628874955453
2011-06-06,0.26833597868843756
2011-06-07,0.27134373672431333
2011-06-08,0.2655140211452651
2011-06-09,0.28484962421766435
2011-06-10,0.28148281142569165
2011-06-13,0.2997389181385375
2011-06-14,0.31368234961784736
2011-06-15,0.3137172396362057
2011-06-16,0.31488038889876935
2011-06-17,0.27515399336476143
2011-06-20,0.26983089284463807
2011-06-21,0.26436052471294486
2011-06-22,0.26802863491999274
2011-06-23,0.2740973481033775
2011-06-24,0.29409201681491826
2011-06-27,0.27168505521297903
2011-06-28,0.2780341399243941
2011-06-29,0.29552195728952657
2011-06-30,0.2807732757935333
2011-07-01,0.2701510295373948
2011-07-04,0.27879459713923305
2011-07-05,0.2718064113491171
2011-07-06,0.2831893131404057
2011-07-07,0.2692623957812004
2011-07-08,0.2820025892142639
2011-07-11,0.3059984951135606
2011-07-12,0.2693299632959739
2011-07-13,0.2708370230299876
2011-07-14,0.2698047299061015
2011-07-15,0.27455535934271896
2011-07-18,0.2670085929868446
2011-07-19,0.2636329558237747
2011-07-20,0.2639288404048607
2011-07-21,0.2644311855491901
2011-07-22,0.27054802853730187
2011-07-25,0.2667383519475642
2011-07-26,0.2630199366629472
2011-07-27,0.26356552207955686
2011-07-28,0.26257601552926174
2011-07-29,0.25154698284464405
2011-08-01,0.2605445179296045
2011-08-02,0.256561986776636
2011-08-03,0.28694454217209936
2011-08-04,0.25761655429366465
2011-08-05,0.28153702689361493
2011-08-08,0.25353525820435063
2011-08-09,0.2858326575915118
2011-08-10,0.25808323807291156
2011-08-11,0.2959975198917883
2011-08-12,0.5486952383638907
2011-08-15,0.25674860729296334
2011-08-16,0.2515296034411933
2011-08-17,0.25096594166747477
2011-08-18,0.2507055391183813
2011-08-19,0.25013207531722775
2011-08-22,0.249532640968577
2011-08-23,0.24962648161821888
2011-08-24,0.24993343179827432
2011-08-25,0.2510539517775361
2011-08-26,0.24885730359245328
2011-08-29,0.24897150356989753
2011-08-30,0.2490573943912356
2011-08-31,0.25036293720658204
2011-09-01,0.24999232535839944
2011-09-02,0.25023522367213824
2011-09-05,0.25011119680979066
2011-09-06,0.24992140977477345
2011-09-07,0.2502715460206564
2011-09-08,0.2513954644266755
2011-09-09,0.250233109623477
2011-09-12,0.2500980177921539
2011-09-13,0.24986631853221836
2011-09-14,0.24960865227829443
2011-09-15,0.24975423743922423
2011-09-16,0.2496732208931584
2011-09-19,0.24836007223248546
2011-09-20,0.24946672517513507
2011-09-21,0.24875301753901655
2011-09-22,0.2492248006119928
2011-09-23,0.26472308098273983
2011-09-26,0.2531202385208679
2011-09-27,0.2562076759125072
2011-09-28,0.25797316773933376
2011-09-29,0.2570972481487181
2011-09-30,0.25525591150570254
2011-10-03,0.2578624480630011
2011-10-04,0.27045176613881156
2011-10-05,0.2565303547502714
2011-10-06,0.2601405447948151
2011-10-07,0.2657588838911978
2011-10-10,0.2572863870410702
2011-10-11,0.2739924925579942
2011-10-12,0.25880410194964226
2011-10-13,0.2601944580129887
2011-10-14,0.25977046578284235
2011-10-17,0.25624141538151757
2011-10-18,0.2562533570096191
2011-10-19,0.25891687778622496
2011-10-20,0.26051840610186366
2011-10-21,0.2764714458269463
2011-10-24,0.25998131169768957
2011-10-25,0.263343538057416
2011-10-26,0.26348341086186916
2011-10-27,0.2617156696673658
2011-10-28,0.29292653107427286
2011-10-31,0.25617358571047383
2011-11-01,0.26963711082848496
2011-11-02,0.32639078320345916
2011-11-03,0.2979394186230148
2011-11-04,0.27725065234891316
2011-11-07,0.27054600483865043
2011-11-08,0.26293537454432186
2011-11-09,0.26281661931346995
2011-11-10,0.25198491166364434
2011-11-11,0.25671762938436
2011-11-14,0.2560578890011774
2011-11-15,0.25531294417825573
2011-11-16,0.2551220175473251
2011-11-17,0.2639151090487759
2011-11-18,0.276640691124026
2011-11-21,0.26407730457449696
2011-11-22,0.2719180422701166
2011-11-23,0.2633570357061674
2011-11-24,0.28323552083091386
2011-11-25,0.2966890034433585
2011-11-28,0.2859650346504278
2011-11-29,0.3223876995986715
